Steps,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Losses/Value Loss,Losses/Policy Loss,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate,Losses/Pretraining Loss,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Policy/GAIL Reward
1270000,0.3153479,4.5872893,5.0040154,0.053168666,0.25202674,0.09307426,0.92699385,0.0,1.3407785,0.00017320688,None,None,None,None
1275000,0.26131913,5.003359,None,None,None,None,None,None,1.3399307,0.00017274606,None,None,None,None
1280000,0.23443596,5.7255073,None,None,None,None,None,None,1.3399307,0.00017228525,None,None,None,None
1285000,0.2669105,5.387972,None,None,None,None,None,None,1.3399307,0.00017167084,None,None,None,None
1290000,0.25518066,5.768373,None,None,None,None,None,None,1.3399307,0.00017121008,None,None,None,None
1295000,0.24448442,4.8918977,None,None,None,None,None,None,1.3399307,0.00017074926,None,None,None,None
1300000,0.19807409,6.0762105,2.7164679,0.05015233,0.24001536,0.08976594,0.93216735,0.0,1.3379718,0.00017028845,None,None,None,None
1305000,0.26815274,6.453323,None,None,None,None,None,None,1.3379718,0.00016982769,None,None,None,None
1310000,0.1795781,4.425652,None,None,None,None,None,None,1.3379718,0.00016921325,None,None,None,None
1315000,0.24157964,5.1035066,None,None,None,None,None,None,1.3379718,0.00016875246,None,None,None,None
1320000,0.26653117,5.385309,None,None,None,None,None,None,1.3379719,0.00016833816,12.895981356563121,4981.0,12.751667795167304,507.6607380598783
1325000,0.24989374,5.547709,4.394282,0.047051936,0.25616166,0.09405992,0.92670745,0.0,1.3379583,0.00016782005,None,None,13.617548684822395,224.87039789557457
1330000,0.23170395,3.9807262,None,None,None,None,None,None,1.3379449,0.00016720567,None,None,None,None
1335000,0.26167938,6.2237453,None,None,None,None,None,None,1.3379449,0.0001667449,None,None,None,None
1340000,0.30977634,5.5361853,None,None,None,None,None,None,1.3379449,0.00016628407,None,None,None,None
1345000,0.29882956,4.187356,None,None,None,None,None,None,1.3379449,0.00016566968,None,None,None,None
1350000,0.2973466,4.6880283,None,None,None,None,None,None,1.3379449,0.00016520887,None,None,None,None
1355000,0.17985532,4.0278616,1.875519,0.048619486,0.21112166,0.07837867,0.93987983,0.0,1.3367634,0.00016474805,None,None,None,None
1360000,0.10564854,4.9431443,None,None,None,None,None,None,1.3367634,0.00016428724,None,None,None,None
1365000,0.15539889,5.2565913,None,None,None,None,None,None,1.3367634,0.00016382648,None,None,None,None
1370000,0.26386145,4.6116643,None,None,None,None,None,None,1.3367634,0.00016321204,None,None,None,None
1375000,0.07790886,6.017109,None,None,None,None,None,None,1.3367634,0.00016275127,None,None,None,None
1380000,0.21665125,5.1000934,1.7879665,0.049480297,0.20560312,0.07671006,0.94246864,0.0,1.3366504,0.00016233696,11.187714525724004,4981.0,11.55370983432254,390.18789501157073
1385000,0.20043841,5.4338474,None,None,None,None,None,None,1.3364394,0.00016181887,None,None,10.089728750133267,135.43896025419235
1390000,0.1939682,5.5235634,None,None,None,None,None,None,1.3364393,0.00016120446,None,None,None,None
1395000,0.18590009,5.173352,None,None,None,None,None,None,1.3364393,0.00016074369,None,None,None,None
1400000,0.059741817,5.0109186,None,None,None,None,None,None,1.3364393,0.00016028286,None,None,None,None
1405000,0.1907549,3.5803428,2.5990086,0.053000804,0.20821422,0.07816969,0.94021356,0.0,1.3352256,0.00015966845,None,None,None,None
1410000,0.20612864,4.2685394,None,None,None,None,None,None,1.3340119,0.00015920766,None,None,None,None
1415000,0.1137949,4.926719,None,None,None,None,None,None,1.3340119,0.00015874684,None,None,None,None
1420000,0.1874579,4.9956927,None,None,None,None,None,None,1.3340119,0.00015828604,None,None,None,None
1425000,0.2575092,6.2092576,None,None,None,None,None,None,1.3340119,0.00015782527,None,None,None,None
1430000,0.26083964,5.3084025,None,None,None,None,None,None,1.3340119,0.00015721086,None,None,None,None
1435000,0.28499278,5.79077,3.8434837,0.048587974,0.22811005,0.08485997,0.9353388,0.0,1.3326362,0.00015675006,None,None,None,None
1440000,0.22200388,5.5829415,None,None,None,None,None,None,1.3326362,0.00015633578,9.71048422874234,4981.0,9.825727727496997,475.185842960659
1445000,0.33348516,6.530007,None,None,None,None,None,None,1.3326362,0.00015581769,None,None,9.364754243443409,147.0999774436156
1450000,0.3229729,5.2037177,None,None,None,None,None,None,1.3326362,0.00015520325,None,None,None,None
1455000,0.2859038,6.689746,None,None,None,None,None,None,1.3326362,0.00015474248,None,None,None,None
1460000,0.27506122,5.5103407,2.1790266,0.047647577,0.24073617,0.08934219,0.92993087,0.0,1.3319875,0.00015428165,None,None,None,None
1465000,0.2900713,5.7146306,None,None,None,None,None,None,1.3313388,0.00015366726,None,None,None,None
1470000,0.21681364,7.040769,None,None,None,None,None,None,1.3313388,0.00015320649,None,None,None,None
1475000,0.20749311,5.235372,None,None,None,None,None,None,1.3313388,0.00015274566,None,None,None,None
1480000,0.18207753,4.3311043,None,None,None,None,None,None,1.3313388,0.00015228489,None,None,None,None
1485000,0.15891817,5.701856,None,None,None,None,None,None,1.3313388,0.00015182409,None,None,None,None
1490000,0.20022523,4.2223105,3.7633173,0.05095981,0.22725718,0.085087344,0.93713886,0.0,1.3307047,0.00015120968,None,None,None,None
1495000,0.15937428,5.62332,None,None,None,None,None,None,1.3307047,0.00015074885,None,None,None,None
1500000,0.23356016,4.7097325,None,None,None,None,None,None,1.3307047,0.00015033457,12.979117946678647,4981.0,12.593732838311958,525.3361684150166
1505000,0.23649818,6.016847,None,None,None,None,None,None,1.3307047,0.00014981645,None,None,14.135272655500254,202.17260923981667
1510000,0.29087386,5.9729705,None,None,None,None,None,None,1.3307047,0.0001492021,None,None,None,None
1515000,0.2880298,6.1915197,4.2446475,0.053094603,0.23044387,0.08540803,0.93514836,0.0,1.328842,0.00014874128,None,None,None,None
1520000,0.21632819,4.8229914,None,None,None,None,None,None,1.328842,0.00014828047,None,None,None,None
1525000,0.3389991,5.5101876,None,None,None,None,None,None,1.328842,0.00014766605,None,None,None,None
1530000,0.4266959,6.1585717,None,None,None,None,None,None,1.328842,0.00014720528,None,None,None,None
1535000,0.26217532,4.752827,None,None,None,None,None,None,1.328842,0.00014674447,None,None,None,None
1540000,0.3157482,5.5295305,None,None,None,None,None,None,1.328842,0.00014628368,None,None,None,None
1545000,0.28154624,6.242559,2.9963012,0.052164465,0.23450555,0.087278634,0.93455225,0.0,1.3275664,0.00014582288,None,None,None,None
1550000,0.3135444,4.6923466,None,None,None,None,None,None,1.3275664,0.00014520847,None,None,None,None
1555000,0.27217785,6.226806,None,None,None,None,None,None,1.3275664,0.0001447477,None,None,None,None
1560000,0.28488815,5.7382913,None,None,None,None,None,None,1.3275665,0.00014433337,15.567220485264443,4981.0,14.612787397216177,525.7631634540028
1565000,0.3481753,6.2264004,None,None,None,None,None,None,1.3275664,0.00014381527,None,None,18.430520220426843,186.15434486667314
1570000,0.26379773,5.864136,2.5757031,0.049832936,0.22683057,0.08575728,0.93645024,0.0,1.3259097,0.00014320089,None,None,None,None
1575000,0.25736538,5.308854,None,None,None,None,None,None,1.3259097,0.00014274007,None,None,None,None
1580000,0.31534728,6.200062,None,None,None,None,None,None,1.3259097,0.00014227928,None,None,None,None
1585000,0.20574296,6.274527,None,None,None,None,None,None,1.3259097,0.00014166484,None,None,None,None
1590000,0.30100942,5.675882,None,None,None,None,None,None,1.3259097,0.00014120409,None,None,None,None
1595000,0.28164688,4.5238643,3.2011282,0.052435547,0.22964868,0.08587157,0.9354393,0.0,1.3257171,0.00014074326,None,None,None,None
1600000,0.20228085,6.0790567,None,None,None,None,None,None,1.3255244,0.00014028247,None,None,None,None
1605000,0.14169818,7.1487155,None,None,None,None,None,None,1.3255244,0.00013982167,None,None,None,None
1610000,0.29787034,5.650448,None,None,None,None,None,None,1.3255244,0.00013920727,None,None,None,None
1615000,0.2131472,4.99686,None,None,None,None,None,None,1.3255244,0.00013874647,None,None,None,None
1620000,0.12855236,5.41781,None,None,None,None,None,None,1.3255243,0.00013833217,12.008667935358366,4981.0,11.718517125273744,517.1875827726391
1625000,0.28218773,5.996942,2.4881513,0.05029244,0.2255269,0.084895276,0.9370314,0.0,1.3239346,0.00013781406,None,None,12.87912048989286,220.49760578076044
1630000,0.30729264,5.4310355,None,None,None,None,None,None,1.3239346,0.00013719968,None,None,None,None
1635000,0.21454458,4.9310822,None,None,None,None,None,None,1.3239346,0.00013673888,None,None,None,None
1640000,0.27207488,5.978294,None,None,None,None,None,None,1.3239346,0.00013627806,None,None,None,None
1645000,0.22421655,4.067319,None,None,None,None,None,None,1.3239346,0.00013566363,None,None,None,None
1650000,0.19631861,6.7154126,2.760341,0.0486205,0.2248148,0.083483174,0.9381464,0.0,1.3225023,0.00013520288,None,None,None,None
1655000,0.3281228,5.744235,None,None,None,None,None,None,1.3225023,0.00013474206,None,None,None,None
1660000,0.22513826,4.7035766,None,None,None,None,None,None,1.3225023,0.00013428126,None,None,None,None
1665000,0.23851457,4.5954347,None,None,None,None,None,None,1.3225023,0.00013382046,None,None,None,None
1670000,0.23763108,4.0815787,None,None,None,None,None,None,1.3225023,0.00013320608,None,None,None,None
1675000,0.19095142,5.823166,None,None,None,None,None,None,1.3225023,0.00013274526,None,None,None,None
1680000,0.3566213,6.705172,1.7591528,0.051696047,0.19970684,0.07283588,0.9428906,0.0,1.3210571,0.00013233097,13.60756610105424,4981.0,12.030886526930974,427.3176335725519
1685000,0.28380886,7.5054445,None,None,None,None,None,None,1.3210573,0.00013181285,None,None,18.337605175872643,223.75583319862685
1690000,0.3030152,6.3334355,None,None,None,None,None,None,1.3210572,0.00013119847,None,None,None,None
1695000,0.4061358,7.028157,None,None,None,None,None,None,1.3210572,0.00013073768,None,None,None,None
1700000,0.34809133,6.6604958,None,None,None,None,None,None,1.3210572,0.00013027687,None,None,None,None
1705000,0.20092337,4.4890785,4.4211316,0.044530038,0.24644649,0.092435054,0.9309877,0.0,1.3210106,0.00012966248,None,None,None,None
1710000,0.2721641,5.5989876,None,None,None,None,None,None,1.3210106,0.00012920167,None,None,None,None
1715000,0.24699275,4.4351435,None,None,None,None,None,None,1.3210106,0.00012874085,None,None,None,None
1720000,0.25002706,5.247982,None,None,None,None,None,None,1.3210106,0.00012828011,None,None,None,None
1725000,0.32687908,6.399207,None,None,None,None,None,None,1.3210106,0.00012781928,None,None,None,None
1730000,0.19300328,4.402928,2.8774014,0.04797346,0.2119155,0.07772196,0.94078815,0.0,1.3209184,0.00012720487,None,None,None,None
1735000,0.3361574,7.18897,None,None,None,None,None,None,1.3208263,0.00012674405,None,None,None,None
1740000,0.24794118,5.6327286,None,None,None,None,None,None,1.3208263,0.00012632979,15.26509029872553,4981.0,15.199641616264772,479.3471954547697
1745000,0.39329037,7.4136796,None,None,None,None,None,None,1.3208263,0.0001258117,None,None,15.46143694082275,190.37225061158338
1750000,0.30666438,4.5302114,None,None,None,None,None,None,1.3208263,0.00012519729,None,None,None,None
1755000,0.35640103,5.772254,None,None,None,None,None,None,1.3208263,0.00012473647,None,None,None,None
1760000,0.30410126,5.9028835,3.429617,0.049601756,0.2336164,0.08679197,0.93454117,0.0,1.3194873,0.00012427566,None,None,None,None
1765000,0.25754827,5.8921375,None,None,None,None,None,None,1.3194873,0.00012366129,None,None,None,None
1770000,0.32598945,6.216783,None,None,None,None,None,None,1.3194873,0.00012320047,None,None,None,None
1775000,0.36343122,5.4617853,None,None,None,None,None,None,1.3194873,0.00012273967,None,None,None,None
1780000,0.36044794,6.376712,None,None,None,None,None,None,1.3194873,0.0001222789,None,None,None,None
1785000,0.10068252,4.994523,2.1704874,0.050299868,0.21256006,0.07877318,0.9393269,0.0,1.3195814,0.000121818084,None,None,None,None
1790000,0.30489436,5.287491,None,None,None,None,None,None,1.3196756,0.000121203666,None,None,None,None
1795000,0.24575225,6.8373513,None,None,None,None,None,None,1.3196756,0.00012074286,None,None,None,None
1800000,0.30256844,5.071545,None,None,None,None,None,None,1.3196756,0.000120328594,14.625214799871173,4981.0,14.506171305851442,496.1698465363847
1805000,0.1322839,6.276259,None,None,None,None,None,None,1.3196756,0.00011981049,None,None,14.982345801002035,223.42558109760284
1810000,0.14701355,5.153908,4.1346745,0.04828143,0.21229367,0.0777594,0.94146866,0.0,1.3194475,0.00011919608,None,None,None,None
1815000,0.35993487,7.8873916,None,None,None,None,None,None,1.3192195,0.00011873525,None,None,None,None
1820000,0.35267812,7.6102567,None,None,None,None,None,None,1.3192195,0.000118274475,None,None,None,None
1825000,0.255339,5.1292715,None,None,None,None,None,None,1.3192195,0.000117660085,None,None,None,None
1830000,0.27508473,6.5207763,None,None,None,None,None,None,1.3192195,0.00011719927,None,None,None,None
1835000,0.21012743,4.3737063,None,None,None,None,None,None,1.3192195,0.00011673845,None,None,None,None
1840000,0.24683666,6.5716286,3.0416126,0.048861917,0.22428873,0.083403215,0.9358055,0.0,1.3176186,0.00011627769,None,None,None,None
1845000,0.34037596,6.1372595,None,None,None,None,None,None,1.3176186,0.00011581688,None,None,None,None
1850000,0.34997186,5.18481,None,None,None,None,None,None,1.3176186,0.000115202456,None,None,None,None
1855000,0.17741695,6.302289,None,None,None,None,None,None,1.3176186,0.00011474165,None,None,None,None
1860000,0.33442453,7.5763593,None,None,None,None,None,None,1.3176187,0.00011432741,12.587043352838919,4981.0,11.625718940359851,453.22236270623074
1865000,0.1943177,4.704431,1.8839177,0.050641667,0.21845943,0.08145651,0.93915534,0.0,1.317461,0.00011380929,None,None,15.471016958821565,229.87561679879823
1870000,0.37796092,4.772671,None,None,None,None,None,None,1.3173028,0.00011319487,None,None,None,None
1875000,0.34078076,6.4550257,None,None,None,None,None,None,1.3173028,0.00011273406,None,None,None,None
1880000,0.3365019,8.242571,None,None,None,None,None,None,1.3173028,0.00011227328,None,None,None,None
1885000,0.32722583,6.3142533,None,None,None,None,None,None,1.3173028,0.00011165888,None,None,None,None
1890000,0.3141714,6.9042616,None,None,None,None,None,None,1.3173028,0.00011119806,None,None,None,None
1895000,0.2518144,3.7652993,2.0572603,0.04931639,0.23057248,0.08509183,0.93428606,0.0,1.3170053,0.00011073725,None,None,None,None
1900000,0.43390194,5.751446,None,None,None,None,None,None,1.3170053,0.00011027649,None,None,None,None
1905000,0.2907377,5.8136973,None,None,None,None,None,None,1.3170053,0.00010981568,None,None,None,None
1910000,0.26437336,5.6081047,None,None,None,None,None,None,1.3170053,0.00010920125,None,None,None,None
1915000,0.27402538,5.7276783,None,None,None,None,None,None,1.3170053,0.000108740496,None,None,None,None
1920000,0.34468555,7.5364575,2.7815654,0.048737485,0.22159426,0.08048159,0.93901837,0.0,1.3168831,0.00010832619,16.451091412822887,4981.0,17.698095445443567,478.0726684522298
1925000,0.34049094,6.9396777,None,None,None,None,None,None,1.3166552,0.00010780808,None,None,12.710079308133572,140.65811798969904
1930000,0.29817477,4.362132,None,None,None,None,None,None,1.3166552,0.00010719367,None,None,None,None
1935000,0.363577,6.811175,None,None,None,None,None,None,1.3166552,0.000106732856,None,None,None,None
1940000,0.4162103,7.551983,None,None,None,None,None,None,1.3166552,0.0001062721,None,None,None,None
1945000,0.39454818,5.2371335,2.1747768,0.049907807,0.22929233,0.08499066,0.9357991,0.0,1.3160715,0.00010565767,None,None,None,None
1950000,0.37755856,6.226267,None,None,None,None,None,None,1.3154879,0.00010519685,None,None,None,None
1955000,0.26282144,3.8654602,None,None,None,None,None,None,1.3154879,0.00010473609,None,None,None,None
1960000,0.3656633,7.436627,None,None,None,None,None,None,1.3154879,0.00010427529,None,None,None,None
1965000,0.27426627,6.391408,None,None,None,None,None,None,1.3154879,0.00010381447,None,None,None,None
1970000,0.2498678,4.227973,None,None,None,None,None,None,1.3154879,0.00010320006,None,None,None,None
1975000,0.37281722,8.646789,2.788292,0.05140951,0.21861152,0.0833146,0.94150394,0.0,1.3152276,0.00010273931,None,None,None,None
1980000,0.33508232,6.235267,None,None,None,None,None,None,1.3152276,0.000102325,16.513530762901308,4981.0,18.06740033145373,496.77002103130025
1985000,0.3468935,7.481328,None,None,None,None,None,None,1.3152276,0.00010180689,None,None,11.851921437618634,143.73617131014666
1990000,0.3365215,4.3862357,None,None,None,None,None,None,1.3152276,0.00010119246,None,None,None,None
1995000,0.23930538,6.634553,None,None,None,None,None,None,1.3152276,0.000100731646,None,None,None,None
2000000,0.3068107,8.356482,3.6973846,0.04888489,0.25663367,0.09385103,0.9269874,0.0,1.3146558,0.000100270896,None,None,None,None
2005000,0.3689839,5.539441,None,None,None,None,None,None,1.3140839,9.965647e-05,None,None,None,None
2010000,0.2616826,5.3762283,None,None,None,None,None,None,1.3140839,9.919566e-05,None,None,None,None
2015000,0.23077813,5.192596,None,None,None,None,None,None,1.3140839,9.873489e-05,None,None,None,None
2020000,0.29938155,6.7883725,None,None,None,None,None,None,1.3140839,9.827408e-05,None,None,None,None
2025000,0.20565769,5.660226,None,None,None,None,None,None,1.3140839,9.7813274e-05,None,None,None,None
2030000,0.31744993,4.6736073,1.92348,0.04812551,0.21921098,0.08024285,0.93850106,0.0,1.3137494,9.719888e-05,None,None,None,None
2035000,0.30425546,6.014375,None,None,None,None,None,None,1.3137494,9.673809e-05,None,None,None,None
2040000,0.28354394,6.5466194,None,None,None,None,None,None,1.3137494,9.6323776e-05,14.174292683136324,4981.0,13.962107219319376,488.1135885135995
2045000,0.32848185,6.504937,None,None,None,None,None,None,1.3137494,9.580568e-05,None,None,14.810848689638078,202.7274506688118
2050000,0.3297072,6.181674,None,None,None,None,None,None,1.3137494,9.519129e-05,None,None,None,None
2055000,0.28837687,8.132709,3.1616895,0.047148485,0.23258205,0.08472211,0.9348605,0.0,1.3133595,9.473049e-05,None,None,None,None
2060000,0.35992652,8.448824,None,None,None,None,None,None,1.3133595,9.426968e-05,None,None,None,None
2065000,0.27246422,5.6934023,None,None,None,None,None,None,1.3133595,9.365527e-05,None,None,None,None
2070000,0.28822818,7.3426595,None,None,None,None,None,None,1.3133595,9.31945e-05,None,None,None,None
2075000,0.19041973,4.4896665,None,None,None,None,None,None,1.3133595,9.2733695e-05,None,None,None,None
2080000,0.3168777,7.4871297,None,None,None,None,None,None,1.3133595,9.227288e-05,None,None,None,None
2085000,0.31509474,8.195139,2.2490509,0.051782124,0.24306898,0.09083894,0.9318309,0.0,1.3121661,9.1812064e-05,None,None,None,None
2090000,0.36915934,6.8546166,None,None,None,None,None,None,1.3121661,9.119768e-05,None,None,None,None
2095000,0.32214677,7.2327127,None,None,None,None,None,None,1.3121661,9.073689e-05,None,None,None,None
2100000,0.23427953,5.9502406,None,None,None,None,None,None,1.3121662,9.0322595e-05,16.434146705558305,4981.0,15.794065585709177,554.8259284123778
2105000,0.42544165,6.3713155,None,None,None,None,None,None,1.3121661,8.980447e-05,None,None,17.714309015776962,242.91368612088263
2110000,0.28852114,4.530706,1.7221682,0.04882831,0.22966814,0.08548847,0.93564314,0.0,1.3115872,8.919008e-05,None,None,None,None
2115000,0.25202638,7.175832,None,None,None,None,None,None,1.3115872,8.8729306e-05,None,None,None,None
2120000,0.31270632,6.9013467,None,None,None,None,None,None,1.3115872,8.826848e-05,None,None,None,None
2125000,0.2667585,5.508799,None,None,None,None,None,None,1.3115872,8.765407e-05,None,None,None,None
2130000,0.32237443,6.672043,None,None,None,None,None,None,1.3115872,8.719329e-05,None,None,None,None
2135000,0.29231423,7.6792665,2.4718926,0.053311564,0.23189116,0.08437332,0.9332485,0.0,1.3114215,8.673248e-05,None,None,None,None
2140000,0.30149207,7.4440284,None,None,None,None,None,None,1.3112557,8.627168e-05,None,None,None,None
2145000,0.3370959,6.793368,None,None,None,None,None,None,1.3112557,8.5810876e-05,None,None,None,None
2150000,0.28644028,6.3299375,None,None,None,None,None,None,1.3112557,8.519649e-05,None,None,None,None
2155000,0.4154912,8.079164,None,None,None,None,None,None,1.3112557,8.473568e-05,None,None,None,None
2160000,0.30652046,6.9340773,None,None,None,None,None,None,1.3112558,8.4321386e-05,14.597976005257502,4981.0,14.408276715053944,551.0178825687617
2165000,0.38161105,5.514971,4.1980214,0.045626428,0.24796936,0.09036574,0.927829,0.0,1.31083,8.380328e-05,None,None,14.977374134061392,270.272836856544
2170000,0.34196168,7.0595894,None,None,None,None,None,None,1.31083,8.3188876e-05,None,None,None,None
2175000,0.42077577,8.483635,None,None,None,None,None,None,1.31083,8.27281e-05,None,None,None,None
2180000,0.19607109,8.294173,None,None,None,None,None,None,1.31083,8.2267274e-05,None,None,None,None
2185000,0.28648636,7.6360917,None,None,None,None,None,None,1.31083,8.180648e-05,None,None,None,None
2190000,0.34039012,8.542397,3.3744786,0.047466476,0.25970182,0.095016986,0.9253138,0.0,1.3107691,8.134569e-05,None,None,None,None
2195000,0.4073998,8.074442,None,None,None,None,None,None,1.3107082,8.073129e-05,None,None,None,None
2200000,0.39162207,7.532082,None,None,None,None,None,None,1.3107082,8.0270474e-05,None,None,None,None
2205000,0.37008935,8.297292,None,None,None,None,None,None,1.3107082,7.980967e-05,None,None,None,None
2210000,0.26867393,5.4664536,None,None,None,None,None,None,1.3107082,7.919529e-05,None,None,None,None
2215000,0.3744978,7.3908796,None,None,None,None,None,None,1.3107082,7.873448e-05,None,None,None,None
2220000,0.20323649,6.7411466,3.1037917,0.05123969,0.25747082,0.09332037,0.9257488,0.0,1.3104544,7.832019e-05,16.570768932111303,4981.0,17.487824772782915,582.9776336997747
2225000,0.3243731,6.46108,None,None,None,None,None,None,1.3104544,7.780208e-05,None,None,14.73665771400556,257.09528204239905
2230000,0.31206885,5.826432,None,None,None,None,None,None,1.3104544,7.718768e-05,None,None,None,None
2235000,0.3859957,6.5862384,None,None,None,None,None,None,1.3104544,7.672689e-05,None,None,None,None
2240000,0.28352815,9.949611,None,None,None,None,None,None,1.3104544,7.626608e-05,None,None,None,None
2245000,0.29425973,5.7826104,2.6495438,0.04842405,0.23373064,0.08610529,0.9327686,0.0,1.3107499,7.580528e-05,None,None,None,None
2250000,0.38806504,7.491842,None,None,None,None,None,None,1.3107499,7.534449e-05,None,None,None,None
2255000,0.28032744,4.6404977,None,None,None,None,None,None,1.3107499,7.473008e-05,None,None,None,None
2260000,0.39975804,6.466062,None,None,None,None,None,None,1.3107499,7.426929e-05,None,None,None,None
2265000,0.30991206,8.253307,None,None,None,None,None,None,1.3107499,7.3808485e-05,None,None,None,None
2270000,0.39222336,6.1413765,2.5409558,0.049077965,0.22807531,0.08352323,0.93549865,0.0,1.3106036,7.319408e-05,None,None,None,None
2275000,0.3805589,7.4277573,None,None,None,None,None,None,1.3104572,7.273327e-05,None,None,None,None
2280000,0.33629182,7.513642,None,None,None,None,None,None,1.3104572,7.2319e-05,17.2437664711991,4981.0,18.160221794154495,465.49089367408305
2285000,0.3117032,5.8136888,None,None,None,None,None,None,1.3104572,7.180089e-05,None,None,15.410855668596923,200.9580936320126
2290000,0.4619794,4.6984377,None,None,None,None,None,None,1.3104572,7.1186485e-05,None,None,None,None
2295000,0.36232275,7.93252,None,None,None,None,None,None,1.3104572,7.0725684e-05,None,None,None,None
2300000,0.30441675,6.3310814,2.555396,0.04858805,0.2171016,0.07990208,0.9394567,0.0,1.310155,7.026488e-05,None,None,None,None
2305000,0.1756008,6.068369,None,None,None,None,None,None,1.310155,6.98041e-05,None,None,None,None
2310000,0.2774437,7.162107,None,None,None,None,None,None,1.310155,6.9343296e-05,None,None,None,None
2315000,0.4090816,5.9973617,None,None,None,None,None,None,1.310155,6.8728885e-05,None,None,None,None
2320000,0.36297193,6.657762,None,None,None,None,None,None,1.310155,6.826809e-05,None,None,None,None
2325000,0.3388079,9.129925,2.1911097,0.048601393,0.23377545,0.08594259,0.935911,0.0,1.3097258,6.780729e-05,None,None,None,None
2330000,0.3602281,4.7385864,None,None,None,None,None,None,1.3092966,6.719289e-05,None,None,None,None
2335000,0.3599174,7.8822875,None,None,None,None,None,None,1.3092966,6.673207e-05,None,None,None,None
2340000,0.43365338,7.7183905,None,None,None,None,None,None,1.3092966,6.63178e-05,17.404759013390503,4981.0,15.918341877812054,504.4558606799692
2345000,0.29298183,7.530742,None,None,None,None,None,None,1.3092966,6.5799686e-05,None,None,20.37759333779104,260.52619003504515
2350000,0.36180502,5.226533,2.3966086,0.050102185,0.23942089,0.088981725,0.9325019,0.0,1.3088554,6.51853e-05,None,None,None,None
2355000,0.2808562,5.742165,None,None,None,None,None,None,1.3084141,6.472448e-05,None,None,None,None
2360000,0.2819953,8.010092,None,None,None,None,None,None,1.3084141,6.426369e-05,None,None,None,None
2365000,0.28507242,7.250535,None,None,None,None,None,None,1.3084141,6.380288e-05,None,None,None,None
2370000,0.22423892,7.8865485,None,None,None,None,None,None,1.3084141,6.3342086e-05,None,None,None,None
2375000,0.3058422,4.382058,None,None,None,None,None,None,1.3084141,6.272769e-05,None,None,None,None
2380000,0.3021792,7.320115,1.6216171,0.050809473,0.21628551,0.08027538,0.9390772,0.0,1.3083047,6.226689e-05,None,None,None,None
2385000,0.3567246,9.093017,None,None,None,None,None,None,1.3083047,6.180609e-05,None,None,None,None
2390000,0.2860023,4.8342495,None,None,None,None,None,None,1.3083047,6.119168e-05,None,None,None,None
2395000,0.31638107,6.2414837,None,None,None,None,None,None,1.3083047,6.07309e-05,None,None,None,None
2400000,0.3406915,6.0136666,None,None,None,None,None,None,1.3083047,6.0316594e-05,13.923237447606274,4981.0,15.066785124217859,498.4822719534859
2405000,0.4557488,8.286776,2.6931846,0.048249654,0.2072569,0.0775814,0.94510615,0.0,1.3079388,5.9798484e-05,None,None,11.636142227158416,166.18795990385115
2410000,0.30018502,5.8883576,None,None,None,None,None,None,1.3075715,5.9184087e-05,None,None,None,None
2415000,0.39380336,7.4090505,None,None,None,None,None,None,1.3075715,5.8723268e-05,None,None,None,None
2420000,0.3510993,6.1626725,None,None,None,None,None,None,1.3075715,5.8262493e-05,None,None,None,None
2425000,0.14557135,4.670925,None,None,None,None,None,None,1.3075715,5.7801677e-05,None,None,None,None
2430000,0.2627785,7.216241,None,None,None,None,None,None,1.3075715,5.734089e-05,None,None,None,None
2435000,0.351499,5.800086,2.1291986,0.047174446,0.21153778,0.077312976,0.9416734,0.0,1.3071624,5.672648e-05,None,None,None,None
2440000,0.3502181,6.684774,None,None,None,None,None,None,1.3071624,5.626568e-05,None,None,None,None
2445000,0.38075742,8.204223,None,None,None,None,None,None,1.3071624,5.58049e-05,None,None,None,None
2450000,0.34363633,6.660624,None,None,None,None,None,None,1.3071624,5.5190474e-05,None,None,None,None
2455000,0.38564643,9.162634,None,None,None,None,None,None,1.3071624,5.472969e-05,None,None,None,None
2460000,0.19782609,5.99528,2.4716783,0.04909991,0.24544102,0.08993184,0.9298237,0.0,1.3067362,5.4315387e-05,17.492913617616068,4981.0,17.543846762157045,497.72514556953683
2465000,0.33709976,7.323123,None,None,None,None,None,None,1.3059399,5.379729e-05,None,None,17.391046650125645,191.67241619341075
2470000,0.36254695,5.2617674,None,None,None,None,None,None,1.3059399,5.3182885e-05,None,None,None,None
2475000,0.28032872,6.138696,None,None,None,None,None,None,1.3059399,5.27221e-05,None,None,None,None
2480000,0.27715763,8.126716,None,None,None,None,None,None,1.3059399,5.2261283e-05,None,None,None,None
2485000,0.3935608,7.0308075,None,None,None,None,None,None,1.3059399,5.1800467e-05,None,None,None,None
2490000,0.37562594,6.235523,2.9601574,0.051846784,0.23344296,0.0874626,0.93608344,0.0,1.3058082,5.1339688e-05,None,None,None,None
2495000,0.40454242,6.2146473,None,None,None,None,None,None,1.3058082,5.072529e-05,None,None,None,None
2500000,0.37081844,7.2180605,None,None,None,None,None,None,1.3058082,5.0264483e-05,None,None,None,None
2505000,0.23755613,7.2260604,None,None,None,None,None,None,1.3058082,4.980369e-05,None,None,None,None
