Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
1180000,1.4140224,0.00022950438,-0.2537193,-1.9573709315154701,708.5,-1.9573709496429987
1190000,1.413959,0.00022888926,-0.21909381,-2.0981095723885423,901.1666666666666,-2.121036629785191
1200000,1.4137493,0.0002282903,-0.28094277,-1.843511148652231,867.3636363636364,-1.8437111787497997
1210000,1.4134362,0.00022769003,-0.249017,-1.9759818211790512,757.2727272727273,-1.9759818058122287
1220000,1.41296,0.00022708318,-0.2542549,-2.4131607212126256,1109.4,-2.413160714507103
1230000,1.4125551,0.00022649184,-0.2767004,-2.1186347882254406,782.6923076923077,-2.1186347684034934
1240000,1.4121759,0.00022589078,-0.2582306,-1.9367669648801287,678.4,-1.9367669761180877
1250000,1.411898,0.00022528613,-0.267039,-1.838758686510846,842.0,-1.8387586981058122
1260000,1.4116416,0.0002247044,-0.29083735,-2.2687342654514526,892.7142857142857,-2.2687343071613992
1270000,1.41163,0.00022411163,-0.2145521,-2.0569542151060887,799.125,-2.0569542068988085
1280000,1.4118629,0.00022351413,-0.2084825,-1.8929146493498523,821.2307692307693,-1.9033649116754532
1290000,1.4121457,0.00022290777,-0.27259326,-2.1378518048635065,913.1666666666666,-2.109364077448845
1300000,1.4123751,0.0002223037,-0.24743204,-2.3844066138379274,972.6,-2.384406618028879
1310000,1.4124831,0.00022170601,-0.2907015,-2.2823279110792405,992.9166666666666,-2.28232791274786
1320000,1.4124582,0.00022109198,-0.24075867,-1.9668471693682175,745.0666666666667,-1.9664994840111052
1330000,1.4124439,0.00022048451,-0.2568835,-1.8486531439444258,732.5555555555555,-1.8609593287110329
1340000,1.4124728,0.00021989211,-0.2531531,-2.0481175740382502,805.5,-2.027806803584099
1350000,1.4124417,0.00021929032,-0.25170696,-2.107157685114847,876.0,-2.1419877956310907
1360000,1.4124583,0.00021868484,-0.2478396,-2.163622803015945,904.4166666666666,-2.1428977239590425
1370000,1.4124728,0.00021808925,-0.21491146,-2.008841762668453,832.9,-2.0088417410850523
1380000,1.4122273,0.00021749137,-0.2147359,-2.386478792565564,1133.3333333333333,-2.3576934039592743
1390000,1.4117999,0.00021689852,-0.24355766,-2.0249590477906168,796.6,-2.078759350559928
1400000,1.411539,0.00021629459,-0.22248866,-2.0905453979682465,974.0769230769231,-2.0905453986846485
1410000,1.4112388,0.00021569117,-0.24731149,-1.9339201607120533,727.3333333333334,-1.9339201630403597
1420000,1.4110035,0.00021511516,-0.18565139,-2.4720136977054854,1044.090909090909,-2.279193586111069
1430000,1.4106234,0.00021450562,-0.20334408,-1.8771782531985082,629.625,-2.025592185995158
1440000,1.410425,0.00021390409,-0.27516904,-1.9007778534017103,664.9285714285714,-1.900777854025364
1450000,1.4105574,0.00021331027,-0.22103459,-1.9982762937434018,786.0833333333334,-1.9982762920359771
1460000,1.4106605,0.00021270721,-0.30605993,-2.0846467086646174,788.9285714285714,-2.0846467135207996
1470000,1.410748,0.00021211515,-0.2279585,-2.2990880520548673,833.7,-2.2990880399942397
1480000,1.4108989,0.00021152699,-0.28780082,-1.9942870038939873,718.75,-1.9942870112136006
1490000,1.4107854,0.00021091939,-0.28222975,-1.8070222353873153,658.7333333333333,-1.8070222367842992
1500000,1.4104439,0.00021029693,-0.3201607,-1.9835746888286219,696.3846153846154,-1.9835746849958713
1510000,1.4101921,0.00020970049,-0.2951272,-1.8830607108881368,663.8823529411765,-1.8830606981235392
1520000,1.4100788,0.00020910628,-0.29959545,-1.935841995694388,701.8461538461538,-1.9358419793156476
1530000,1.4098958,0.00020851546,-0.26819894,-1.937036945269658,708.0,-1.937036917759822
1540000,1.40973,0.00020792591,-0.28012598,-2.0769856590777636,806.2142857142857,-2.0793316822785597
1550000,1.4096715,0.00020730376,-0.2926085,-1.907746539517705,702.1428571428571,-1.9169959406057993
1560000,1.4097179,0.00020669142,-0.3379929,-2.0291938453835123,811.6666666666666,-2.0257907685908405
1570000,1.4097087,0.00020609846,-0.27095345,-2.062631407946659,793.4166666666666,-2.0629388231497545
1580000,1.4096793,0.00020549464,-0.30698416,-1.8881069933637404,696.6153846153846,-1.88810700407395
1590000,1.4096451,0.00020489798,-0.3030992,-1.903522751885108,750.2307692307693,-1.903522759102858
1600000,1.4096212,0.00020430947,-0.29712173,-2.010490076354472,737.3125,-2.0104900766164064
1610000,1.4096464,0.0002037059,-0.31853673,-1.942400734925356,726.5384615384615,-1.9424007214032686
1620000,1.4096156,0.00020307938,-0.31025764,-1.8623561038984917,800.25,-1.8623560971270006
1630000,1.4095613,0.00020248658,-0.2845307,-1.8539779356797226,654.6875,-1.8539779335260391
1640000,1.4095725,0.00020190443,-0.2489016,-1.8618397742393427,775.6666666666666,-1.8618397520234187
1650000,1.4095048,0.00020129683,-0.28302294,-1.6734327318699798,701.0,-1.6734327282756567
1660000,1.4094572,0.0002007019,-0.27218828,-1.9206501534925058,735.5384615384615,-1.9206501623758903
1670000,1.4094957,0.00020009754,-0.26842126,-1.8392535543368598,705.6428571428571,-1.8392535485327244
1680000,1.4095296,0.00019949136,-0.25325257,-1.7220181246456276,586.4444444444445,-1.7220181218451924
1690000,1.4094832,0.00019889597,-0.26977468,-1.8082534129767178,707.8461538461538,-1.8082533948696577
1700000,1.4094012,0.00019829522,-0.24183895,-1.9167412396442767,825.0,-1.9167412221431732
1710000,1.409191,0.00019768771,-0.25598642,-1.9261117025045678,762.4,-1.9261116877198219
1720000,1.4089319,0.00019708385,-0.25971395,-1.8103914478366885,819.8333333333334,-1.812708082524213
1730000,1.4088184,0.00019650199,-0.25423217,-2.3256570462835953,1001.8333333333334,-2.284061019237225
1740000,1.4088728,0.00019590097,-0.2648679,-2.02812894500999,796.8888888888889,-2.028128950132264
1750000,1.408748,0.00019529852,-0.1941089,-2.208413368620148,1038.4545454545455,-2.208413364535028
1760000,1.4090153,0.00019469071,-0.20158437,-1.665303716591249,1043.5,-1.6653036971886952
1770000,1.409242,0.00019409358,-0.23056635,-2.2395315281623467,1079.2727272727273,-2.2395315278660166
1780000,1.4092062,0.00019351183,-0.21931046,-2.1966340453005753,960.0,-2.1886565083016953
1790000,1.4090972,0.0001929034,-0.23314084,-2.1937131764875217,985.2727272727273,-2.217569036917253
1800000,1.4089794,0.00019229988,-0.16012588,-1.4166453886269168,730.3636363636364,-1.4677540821333726
1810000,1.408938,0.00019171534,-0.24644269,-2.186904961780573,966.6923076923077,-2.190971843277415
1820000,1.4087983,0.00019110597,-0.18603757,-1.8440447052009403,752.1,-1.8707772276618264
1830000,1.4086046,0.00019049025,-0.22286437,-2.221713917941088,939.75,-2.2217139061540365
1840000,1.4082505,0.00018989576,-0.22661413,-2.0554690554907378,753.1818181818181,-2.055469061840664
1850000,1.4078414,0.00018928542,-0.24182065,-2.2795417756379512,1038.6923076923076,-2.279541733746345
1860000,1.4076177,0.00018869461,-0.2747698,-2.1961599597495725,922.6363636363636,-2.1961599615487186
1870000,1.4075648,0.00018809545,-0.22097689,-2.1538452670951798,965.5454545454545,-2.153845260089094
1880000,1.4076242,0.00018748827,-0.28054196,-2.0875815394907615,840.2307692307693,-2.0875815118734655
1890000,1.4076833,0.00018690106,-0.24773803,-1.9332876677138053,732.1818181818181,-1.9332876747304744
1900000,1.4076804,0.00018629446,-0.22620262,-2.1886716971380844,1004.2222222222222,-2.228263637982309
1910000,1.4076236,0.00018569296,-0.24418569,-2.31628968514916,1233.5555555555557,-2.2718543622642757
1920000,1.4075278,0.00018510639,-0.24640335,-2.0558735788411773,913.1666666666666,-2.0558735728263855
1930000,1.40737,0.00018450998,-0.22083679,-2.819012257244645,1496.6666666666667,-2.950482585467398
1940000,1.4072502,0.00018389433,-0.2316617,-2.8275757832970054,1299.6666666666667,-2.7215431571006774
1950000,1.4073757,0.00018329087,-0.2357215,-2.3295291664877107,852.1428571428571,-2.3928776333729425
1960000,1.4076087,0.00018270049,-0.24629892,-2.243267787115959,823.1666666666666,-2.201292206134115
1970000,1.4077069,0.00018209877,-0.23735994,-3.424357461458486,1685.0,-3.4243574970298343
1980000,1.4077296,0.00018149847,-0.23219305,-3.1187176835883292,1466.5,-3.1187176425009966
1990000,1.4077569,0.0001808909,-0.1751676,-2.5652757287801555,1169.5,-2.5652757013837495
2000000,1.407855,0.00018030129,-0.20903742,-3.3564911427286765,1647.3333333333333,-3.3564911211530366
2010000,1.4079151,0.00017969892,-0.23922701,-2.8689179362729194,1420.1,-2.8689179457724094
2020000,1.4079136,0.00017909147,-0.22053745,-2.435673857733491,990.375,-2.4356738422065973
2030000,1.4078325,0.00017849392,-0.15185717,-2.2627519422676414,932.25,-2.262751951813698
2040000,1.4075603,0.00017788212,-0.18919526,-4.089181455764144,2730.5,-4.062617754936218
2050000,1.4073303,0.00017729345,-0.1927117,-3.104904427425936,1302.8333333333333,-3.26448954641819
2060000,1.4076161,0.00017670757,-0.19783361,-3.687099225469865,2245.75,-3.687099199742079
2070000,1.4078596,0.00017610416,-0.22184432,-3.1604834565271935,1735.0,-3.160483459631602
2080000,1.408095,0.00017550668,-0.17785022,-2.892666429746896,1257.0,-2.892666459083557
2090000,1.4083952,0.00017489897,-0.18779393,-3.8026726332526386,2252.285714285714,-3.8026726820639203
2100000,1.408476,0.00017429506,-0.1552029,-2.9687955372733996,1456.0,-2.968795470893383
2110000,1.4084079,0.00017370956,-0.17228456,-3.7537568602710962,2642.4,-3.753756844997406
2120000,1.4083043,0.00017310955,-0.18552077,-3.5496614803948128,1873.6666666666667,-3.5496614823738732
2130000,1.4080638,0.00017249725,-0.19951594,-2.3079359967261555,1047.0,-2.3079359769821166
2140000,1.4078013,0.00017189707,-0.2029975,-3.421958770344241,2076.6666666666665,-3.4219587768117585
2150000,1.4075434,0.00017129113,-0.19233668,-1.9954515081745656,910.1818181818181,-1.995451499115337
2160000,1.4073995,0.00017069836,-0.15768728,-2.8304466692886003,1494.5,-2.830446667969227
2170000,1.4071751,0.00017009575,-0.18684737,-2.4340953084174544,1198.857142857143,-2.2046605981886387
2180000,1.4068098,0.00016949108,-0.20676371,-2.2712357549129853,1017.0,-2.4636691696941853
2190000,1.4065372,0.0001689022,-0.11733567,-2.085510506061837,809.5,-2.0855105072259903
2200000,1.4065541,0.00016829549,-0.1806443,-2.975350671657361,2111.3,-2.9753506653010846
2210000,1.4066393,0.00016768661,-0.20874077,-2.9705804594688945,1600.4444444444443,-2.970580432150099
2220000,1.4066405,0.00016709525,-0.18801521,-2.022072520615025,823.4545454545455,-2.0220725035125557
2230000,1.4066396,0.00016649955,-0.14221403,-1.7137271777194525,711.1428571428571,-1.7137272102492196
2240000,1.4066262,0.0001658922,-0.20430732,-2.13556559396569,1309.0,-2.135565575550903
2250000,1.406643,0.00016530677,-0.2561947,-2.4600820851822696,1265.0,-2.4600820802152157
2260000,1.4065709,0.00016469623,-0.2744583,-2.017964245793833,991.2727272727273,-2.0179642391475765
2270000,1.4063715,0.0001641022,-0.26079088,-2.3201523185375015,1062.857142857143,-2.3201523210321153
2280000,1.4061762,0.00016350044,-0.16487269,-2.6012922823429108,1334.3333333333333,-2.60129231835405
2290000,1.4060836,0.00016288209,-0.17349023,-3.1624135750379145,1851.857142857143,-3.162413589656353
2300000,1.4060433,0.00016228895,-0.18297479,-2.224029837855293,1150.8333333333333,-2.224029871324698
2310000,1.405939,0.00016169553,-0.18872888,-2.0760484866720312,1299.6666666666667,-2.0760484859347343
2320000,1.4057611,0.00016110738,-0.18040334,-2.165935435823889,1489.5555555555557,-2.6136658382602036
2330000,1.4056808,0.00016051394,-0.15549913,-2.963632579524225,1754.0,-2.337983950972557
2340000,1.4055806,0.00015991204,-0.23517351,-2.6389896948821843,1459.7777777777778,-2.6389897018671036
2350000,1.4056463,0.00015930297,-0.2174765,-2.1511900351470103,885.0,-2.1511900424957275
2360000,1.4057122,0.00015868699,-0.20357801,-2.258997461083345,1212.8,-2.258997458219528
2370000,1.405771,0.00015809499,-0.21847764,-2.5518690877361223,1362.125,-2.551869060844183
2380000,1.4058877,0.00015749906,-0.19019058,-2.0542314025806263,918.625,-2.0542313773185015
2390000,1.4059464,0.00015689479,-0.17758071,-2.9006259253947064,1858.1666666666667,-2.9006259130934873
2400000,1.4061431,0.00015629297,-0.21496186,-2.0177959389518945,904.8,-2.017795941233635
2410000,1.4063702,0.00015570801,-0.20797336,-2.54267770711643,1289.3333333333333,-2.7247303143143653
2420000,1.4064153,0.00015510892,-0.22866917,-4.237251886089022,3019.3333333333335,-3.58604259416461
2430000,1.4063821,0.00015449738,-0.25700626,-2.9080877742914404,1910.8333333333333,-2.9413816705346107
2440000,1.4062551,0.00015390439,-0.23193955,-1.867642405866222,759.4545454545455,-1.9238267472634714
2450000,1.4059443,0.00015329977,-0.18055767,-2.1637465057040877,899.6666666666666,-2.163746473689874
2460000,1.4056159,0.00015269671,-0.22259451,-1.6466820610803552,1176.75,-1.6466820612549782
2470000,1.4053308,0.00015210015,-0.20845349,-2.9862679584018355,2232.5714285714284,-2.986267992428371
2480000,1.4051689,0.00015150342,-0.20115438,-2.3750272441941958,1074.2307692307693,-2.375027229006474
2490000,1.405276,0.00015090856,-0.19659036,-2.3735847273908024,1105.7142857142858,-2.3735846983534947
2500000,1.4055401,0.00015029607,-0.19229606,-2.2634569166361223,888.2857142857143,-2.263456955552101
2510000,1.4058089,0.00014969427,-0.1851248,-3.0497318457812073,1576.0,-3.049731805920601
2520000,1.4058958,0.0001491004,-0.15450557,-4.138092509082829,2576.0,-4.65255706012249
2530000,1.4058353,0.00014850059,-0.15680134,-4.0186947010923175,2394.4,-3.8671061415225267
2540000,1.4058372,0.00014790533,-0.16279987,-2.5893337728339247,1486.25,-2.5893337801098824
2550000,1.4058628,0.00014730256,-0.15829706,-3.6694493596223765,2427.25,-3.6694493489339948
2560000,1.40595,0.00014668377,-0.1952402,-2.326037494488992,1077.9,-2.3260374918580053
2570000,1.4058551,0.00014608401,-0.17648456,-1.971082499367185,1018.0,-1.9710825085639954
2580000,1.4056113,0.00014550408,-0.16585676,-2.826944157920985,1601.3333333333333,-2.8269441665874586
2590000,1.4054989,0.00014490908,-0.21580844,-2.853418646923577,1487.6666666666667,-2.853418655693531
2600000,1.4055132,0.00014430757,-0.17882405,-3.857535189134069,2255.5,-3.8575351561109223
2610000,1.4055518,0.00014370495,-0.18950953,-2.7709345942363144,1542.0,-2.7709346041083336
2620000,1.4055799,0.00014309397,-0.17087443,-2.0509381011361256,1085.75,-2.0509380847215652
2630000,1.4054079,0.00014250686,-0.21461853,-2.9831040639740727,1651.4166666666667,-3.1159002604809674
2640000,1.4050632,0.00014191252,-0.19603929,-2.183577550885578,879.8888888888889,-2.0482833782831826
2650000,1.4049908,0.00014130939,-0.19475286,-2.3273377644829454,1559.8,-2.396113726620873
2660000,1.4051156,0.00014071052,-0.23607768,-2.8223805785237346,1467.625,-2.822380540892482
2670000,1.4052248,0.0001401039,-0.17294753,-1.8854002478241454,1110.6,-1.8854002494364976
2680000,1.4052186,0.00013949053,-0.20151219,-2.095491261628922,1068.0,-2.0954912662506104
2690000,1.4051273,0.00013887993,-0.18914223,-2.497183809959097,1174.625,-2.497183826752007
2700000,1.4051373,0.00013829012,-0.23491244,-2.4961262907433723,1099.5714285714287,-2.4961263218096326
2710000,1.4051349,0.00013770514,-0.17379895,-2.5101153979543596,1316.4,-2.5101154029369352
2720000,1.4051982,0.00013710238,-0.19612616,-3.0606011737545487,1931.75,-3.06060120370239
2730000,1.4052912,0.00013650423,-0.1915923,-2.579360496252775,1168.857142857143,-2.5793605287160193
2740000,1.4052168,0.00013590846,-0.20976849,-2.4065719403442927,1230.75,-2.406571935862303
2750000,1.4050256,0.00013529554,-0.20285097,-3.012324616213196,1685.7142857142858,-3.0123246674026762
2760000,1.4048241,0.0001346942,-0.1948583,-3.033198056393303,1635.25,-3.033198047429323
2770000,1.4046594,0.0001341117,-0.19908251,-2.966776431625476,1953.5,-2.9667764380574226
