Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
3335000,1.9861226,0.00029999999,-1.6145304422825575,240.0,2.9563468,-1.6145304441452026
3340000,1.8212879,0.00029999999,-1.9923604453603427,381.6666666666667,3.4226062,-1.9923604130744934
3345000,1.7023789,0.00029999999,-1.5664937805267982,581.5,3.532336,-1.5664937887340784
3350000,1.8165119,0.00029999999,None,None,3.6427436,None
3355000,2.0271337,0.00029999999,-1.539763032575138,769.5,3.5868297,-1.539762980537489
3360000,1.8599526,0.00029999999,-1.2137941853143275,1579.0,3.557559,-1.2137941420078278
3365000,1.7746922,0.00029999999,None,None,3.522805,None
3370000,1.8206171,0.00029999999,None,None,3.4660537,None
3375000,1.8779217,0.00029999996,-2.1088204375701025,1791.0,3.3907523,-2.1088204169645905
3380000,1.8949752,0.00029999999,None,None,3.4267685,None
3385000,1.8579744,0.00029999999,None,None,3.4028618,None
3390000,1.8193713,0.00029999999,None,None,3.360155,None
3395000,1.8544616,0.00029999999,None,None,3.3944585,None
3400000,2.0997694,0.00029999996,None,None,3.2920976,None
3405000,2.1113763,0.00029999996,-5.78532905341126,4109.5,3.265525,-5.4976430386304855
3410000,1.975507,0.00029999999,-5.037752926291432,4731.0,3.226865,-5.382840266916901
3415000,2.0760255,0.00029999999,-8.590098531683907,4981.0,3.3757799,-8.590098549744912
3420000,2.174293,0.00029999999,-5.8603898962028325,4981.0,3.3798356,-5.86038976162672
3425000,2.0275784,0.00029999999,None,None,3.3905766,None
3430000,2.257858,0.00029999999,None,None,3.3502102,None
3435000,2.1496139,0.00029999999,-6.7324601871271925,3807.0,3.2976887,-6.732460206995408
3440000,2.2885935,0.00029999999,-7.704046784318052,4981.0,3.2676625,-7.704046726226807
3445000,2.2810853,0.00029999999,-2.061448105610907,1866.0,3.2241359,-2.0614481046795845
3450000,2.2717545,0.00029999999,None,None,3.2295508,None
3455000,2.477297,0.00029999999,-8.502159982337616,4981.0,3.1838748,-8.502159997820854
3460000,2.3874338,0.00029999996,-4.518478909274563,2820.0,3.1545632,-4.518478840589523
3465000,2.3986704,0.00029999999,None,None,3.1248515,None
3470000,2.3599126,0.00029999999,None,None,3.1261027,None
3475000,2.4044201,0.00029999996,None,None,3.0998158,None
3480000,2.450794,0.00029999999,-9.782065509120002,4138.0,3.09393,-9.782065436244011
3485000,2.4162114,0.00029999999,-9.66381408739835,4981.0,3.1099238,-9.66381399333477
