Steps,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Policy/GAIL Reward
60000,-1.4637346,-0.46405694,-4.1088643,9.999998e-05,-1.8715953766065165,4981.0,-1.7084382777737284,942.9665132815188
65000,-1.4229188,-0.37586766,-3.6822987,9.9999976e-05,None,None,-3.666324556572363,578.021586894989
70000,-1.4226402,-0.5696502,-2.552068,9.9999976e-05,None,None,None,None
75000,-1.9073269,-0.83492666,-6.040705,9.9999976e-05,None,None,None,None
80000,-2.2566133,-1.0978364,-3.1219056,9.9999976e-05,None,None,None,None
85000,-2.2645812,-1.3521435,-0.5625087,9.9999976e-05,None,None,None,None
90000,-2.6251998,-1.2897899,-2.7011306,9.9999976e-05,None,None,None,None
95000,-2.9495857,-1.3866857,-7.1566377,9.9999976e-05,None,None,None,None
100000,-3.0451035,-1.5695914,-4.2007637,9.9999976e-05,None,None,None,None
105000,-3.0793445,-1.2095716,-2.858224,9.9999976e-05,None,None,None,None
110000,-3.185614,-1.5059581,-1.1302823,9.9999976e-05,None,None,None,None
115000,-3.1778731,-1.7064257,-4.5287585,9.9999976e-05,None,None,None,None
120000,-3.0038917,-1.3404007,-4.2996364,9.999998e-05,-4.382353123735811,4981.0,-3.98669681227131,1039.6151212210004
125000,-3.3362489,-1.2369978,0.1738439,9.9999976e-05,None,None,-8.734569050837308,302.02743101119995
130000,-3.3750122,-1.6703222,-1.0740108,9.9999976e-05,None,None,None,None
135000,-3.5635285,-1.2466285,-0.6887674,9.9999976e-05,None,None,None,None
140000,-3.5082932,-1.1478623,-1.2836877,9.9999976e-05,None,None,None,None
145000,-3.399445,-1.021238,-1.536921,9.9999976e-05,None,None,None,None
150000,-3.9873614,-1.4486581,-0.49874687,9.9999976e-05,None,None,None,None
155000,-4.049499,-1.4653,-0.77906686,9.9999976e-05,None,None,None,None
160000,-3.8949132,-1.367562,-4.8677335,9.9999976e-05,None,None,None,None
165000,-4.5328817,-1.3887619,-3.6264842,9.9999976e-05,None,None,None,None
170000,-4.6245885,-1.8516338,-4.349633,9.9999976e-05,None,None,None,None
175000,-4.492721,-1.3724838,-0.8400874,9.9999976e-05,None,None,None,None
180000,-5.4344463,-2.1124663,-4.588294,9.999998e-05,-3.2278709212387184,4981.0,-2.3873050273396075,941.9596086726947
185000,-5.457475,-1.8812392,-2.1388464,9.9999976e-05,None,None,-12.474094315432012,275.74652817845345
190000,-6.000944,-2.4206483,-1.542356,9.9999976e-05,None,None,None,None
195000,-6.1211114,-2.6863275,-2.482124,9.9999976e-05,None,None,None,None
200000,-6.0712047,-2.5902505,0.2636169,9.9999976e-05,None,None,None,None
205000,-6.3118963,-2.609796,0.27474102,9.9999976e-05,None,None,None,None
210000,-6.2946134,-2.1727204,-0.16558869,9.9999976e-05,None,None,None,None
215000,-6.2724915,-2.1658432,-0.04517567,9.9999976e-05,None,None,None,None
220000,-6.4456367,-2.562832,-2.7040775,9.9999976e-05,None,None,None,None
225000,-6.7952995,-2.0810413,-4.6269507,9.9999976e-05,None,None,None,None
230000,-6.7768965,-2.1130195,-1.7874788,9.9999976e-05,None,None,None,None
235000,-7.045708,-2.0782123,-2.3781705,9.9999976e-05,None,None,None,None
240000,-7.1694508,-2.1736226,0.11543495,9.999998e-05,-4.369920897533423,4981.0,-3.421513138881313,844.9343730292537
245000,-7.3383393,-2.592261,0.2249858,9.9999976e-05,None,None,-14.802407247945666,219.77374593913555
250000,-7.5963383,-2.4841115,-0.2957449,9.9999976e-05,None,None,None,None
255000,-7.5161543,-2.6097162,-0.22909856,9.9999976e-05,None,None,None,None
260000,-7.559832,-2.3489878,0.37180352,9.9999976e-05,None,None,None,None
265000,-8.004038,-2.6038373,0.7497149,9.9999976e-05,None,None,None,None
270000,-7.7049866,-1.9333229,3.2020595,9.9999976e-05,None,None,None,None
