Steps,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Losses/Q1 Loss,Losses/Q2 Loss,Policy/Entropy Coeff,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
1025000,16.067715,0.075568855,-16.07439,0.034684837,0.034768585,0.010864266,6.4268155,0.00029999999,-21.82644827105105,4981.0,-23.00178501009941
1030000,15.9231415,0.0015340252,-16.013641,0.000567272,0.000568278,0.010658501,6.266692,0.00029999999,None,None,None
1035000,15.803696,0.026843846,-15.89582,0.01270007,0.012711162,0.010426847,6.2453656,0.00029999999,-20.12607483402826,3744.5,-20.126074731349945
1040000,15.7688675,0.0060346895,-15.791138,0.0012518914,0.0012485927,0.010261837,6.180199,0.00029999999,-28.51208264566958,4981.0,-28.512082397937775
1045000,15.710327,0.035492584,-15.751833,0.016793402,0.016766716,0.01013044,6.3204174,0.00029999999,None,None,None
1050000,15.638054,0.002812722,-15.700032,0.0007160102,0.0007245962,0.00989669,6.292705,0.00029999999,-41.317693281918764,3532.0,-41.31769287586212
1055000,15.740191,0.0010654379,-15.653738,0.00044898305,0.00042870833,0.009656038,6.316048,0.00029999996,None,None,None
1060000,15.683514,0.05806951,-15.653099,0.025773179,0.02593207,0.009506004,6.119484,0.00029999999,-41.385322539601475,4591.5,-41.38532270491123
1065000,15.550039,0.13839523,-15.643227,0.062313106,0.06248524,0.009364517,6.1413503,0.00029999999,-14.517376933246851,1818.5,-14.51737704873085
1070000,15.298742,0.057327542,-15.532619,0.024327513,0.02472552,0.0092347525,6.3976383,0.00029999999,-8.27146030869335,1585.0,-8.271460309624672
1075000,15.474928,0.105323315,-15.428908,0.048398778,0.04885385,0.009101937,6.4430623,0.00029999996,-36.65152097120881,4981.0,-36.65152049064636
1080000,15.406262,0.07566057,-15.468261,0.034407947,0.034509096,0.008983089,6.254831,0.00029999996,-19.59655659013827,3199.0,-19.596556518759048
1085000,15.308354,0.28224394,-15.444211,0.1280878,0.12810507,0.0088681765,6.1385217,0.00029999999,-5.271550140942314,1053.2857142857142,-5.271550165755408
1090000,15.211975,0.26069316,-15.357313,0.11361984,0.113757625,0.008721288,6.1259985,0.00029999996,-8.863386590778827,1467.0,-8.863386487960815
1095000,15.468054,0.30253792,-15.227729,0.13747104,0.13763234,0.008535679,6.0919495,0.00029999996,-5.169173990841955,1266.0,-5.1691739782691
1100000,15.110211,0.123976775,-15.182653,0.057418652,0.05757253,0.008385286,6.263347,0.00029999996,-7.790076372524102,861.0,-7.790076533953349
1105000,15.100917,0.15642695,-15.152621,0.0755504,0.075644664,0.008292986,6.2312455,0.00029999999,-16.115746118768584,3446.0,-16.115746088325977
1110000,15.059383,0.16331355,-15.080636,0.075348325,0.075781174,0.008166045,5.679855,0.00029999999,-7.05222138379597,1004.1111111111111,-7.733812011778355
1115000,15.006436,0.4475921,-15.009589,0.20374222,0.20322007,0.008033403,6.2328258,0.00029999996,-3.5627178947574327,534.7142857142857,-3.228562150682722
1120000,14.966646,0.6391191,-14.985704,0.3039277,0.30472285,0.007918314,6.2605677,0.00029999999,-3.828476894367486,490.4,-3.835358753800392
1125000,15.07164,0.36667386,-14.993459,0.16793995,0.16771509,0.007828676,6.4061956,0.00029999999,-8.657077045179904,1260.0,-8.657077014446259
1130000,14.84408,0.2786369,-14.997279,0.13288088,0.13253789,0.0076507935,5.8996515,0.00029999996,-11.355148858763277,1354.8,-11.355148899555207
1135000,14.998258,0.0063701854,-14.934172,0.0016349021,0.0016884159,0.0074962666,5.985637,0.00029999996,-9.651985467101136,1592.6666666666667,-9.651985419914126
1140000,14.90507,0.081160165,-14.916667,0.039146036,0.039198026,0.007407881,5.731099,0.00029999999,-8.348218862588206,906.3333333333334,-8.34821911652883
1145000,14.830153,0.1499533,-14.873692,0.07106447,0.07130592,0.0072539174,5.699201,0.00029999999,-4.490153940045275,768.0,-4.490153978268306
1150000,14.832485,0.22310266,-14.822775,0.10634457,0.106538326,0.007085573,5.7016244,0.00029999996,-8.627384149158994,1135.0,-8.627384185791016
1155000,14.889841,0.2723096,-14.812484,0.13093911,0.1305826,0.0069586677,5.5913024,0.00029999996,-7.573278767677645,1109.3333333333333,-7.573278705279033
1160000,15.053693,0.17588487,-14.971569,0.08142336,0.08123538,0.006850512,5.7164097,0.00029999999,-19.47520578932017,2513.0,-19.475205659866333
1165000,14.922801,0.12890817,-15.05065,0.06037734,0.05980295,0.006748165,5.7891083,0.00029999999,None,None,None
1170000,14.65932,0.00235417,-14.944332,0.0007794639,0.00084388914,0.0066422867,5.7821703,0.00029999999,None,None,None
1175000,14.697653,0.0025612088,-14.728983,0.0009779363,0.0010057657,0.006546422,5.5392838,0.00029999999,-9.466369286179543,923.0,-9.466369390487671
1180000,14.856781,0.0024308157,-14.7202635,0.0009996447,0.0009864772,0.006423349,5.5754337,0.00029999999,None,None,None
1185000,14.586882,0.063891195,-14.706897,0.030680673,0.030843614,0.006279769,5.5141263,0.00029999999,-19.822537533938885,1892.0,-19.822537422180176
1190000,14.522198,0.14225294,-14.630391,0.06910276,0.06942941,0.0061693834,5.5366235,0.00029999999,-11.557339720241725,1718.2,-11.557339656352998
1195000,14.194221,0.4796111,-14.455098,0.22830595,0.22878139,0.006100274,5.233925,0.00029999996,-8.185084474544661,1585.952380952381,-8.5269869890064
1200000,14.223653,0.6821437,-14.285078,0.32615796,0.32707316,0.006002584,5.372364,0.00029999999,-1.9880478406208568,213.8,-1.9297737966884265
1205000,14.341942,0.80516756,-14.182602,0.3880253,0.38662267,0.0059298486,5.26811,0.00029999999,-3.6172761768102646,385.0,-3.617276191711426
1210000,14.815593,0.12624191,-14.410571,0.059704978,0.06018889,0.0058551165,5.3591104,0.00029999999,-6.302546847611666,689.0,-6.3025466203689575
1215000,14.584323,0.026658723,-14.594267,0.01245672,0.012557396,0.0057279076,5.4045033,0.00029999999,-11.485582958906889,1145.0,-11.485583066940308
1220000,14.48315,0.049539678,-14.57196,0.023357166,0.023313845,0.005586007,5.2033057,0.00029999996,None,None,None
1225000,14.340067,0.041188177,-14.470018,0.019653518,0.019520158,0.0054855766,5.508919,0.00029999999,-6.782561446074396,1546.0,-6.782561480998993
1230000,14.33204,0.0040338696,-14.38211,0.0015389742,0.0015289928,0.0053775343,5.371987,0.00029999999,-20.678324330598116,2163.5,-20.678324341773987
1235000,14.315715,0.19260782,-14.327503,0.09228986,0.09206234,0.005259482,5.6490855,0.00029999999,-14.473452649544924,1586.5,-14.473452746868134
1240000,14.020231,0.33504054,-14.232936,0.16308253,0.16269861,0.005207256,4.97867,0.00029999996,None,None,None
1245000,13.763186,0.18828613,-14.056526,0.08822156,0.08817928,0.005163458,4.30504,0.00029999996,-10.25678300174574,1933.3333333333333,-10.256782998641333
1250000,13.71092,0.28985447,-13.838652,0.13781306,0.13927886,0.0051028254,4.8440413,0.00029999996,-12.543300147845663,1944.5454545454545,-12.54330008273775
1255000,13.687522,0.49955818,-13.770163,0.2350267,0.2363635,0.0050099343,4.8669734,0.00029999996,-2.7567213651080453,429.29411764705884,-2.7567213949035194
1260000,13.793772,0.5004833,-13.69137,0.2392756,0.23913424,0.0049205543,5.4990535,0.00029999996,-9.482192401774228,1951.0,-9.482192397117615
1265000,14.095897,0.4278573,-13.833132,0.20542869,0.2053771,0.0048735947,5.7430234,0.00029999996,-10.838556938959906,1882.6666666666667,-10.838556945323944
1270000,13.926732,0.09042462,-13.931269,0.03885975,0.03883792,0.004819214,5.1242404,0.00029999999,-39.64030359685421,4453.0,-39.640303418040276
1275000,13.858221,0.07096888,-13.931523,0.0339766,0.033802457,0.0047351443,4.8994684,0.00029999999,-8.010960526298732,1290.5,-8.010960519313812
1280000,13.53159,0.26193723,-13.84609,0.12362952,0.12413711,0.004644268,4.5295544,0.00029999999,-5.557726756048699,756.3333333333334,-5.557726800441742
1285000,13.492345,0.1481469,-13.683847,0.06585266,0.06644325,0.004561321,4.4789357,0.00029999999,-9.081207771164676,1951.0,-9.081207672754923
1290000,13.629425,0.07471398,-13.54344,0.034345835,0.034394503,0.0044868495,4.370538,0.00029999999,-10.322152746841311,1544.0,-10.322152853012085
1295000,13.496754,0.12021194,-13.5686655,0.057403408,0.057226416,0.004400739,4.1750956,0.00029999999,-8.783837071573362,1647.3,-8.783837063610553
1300000,13.362843,0.25660083,-13.518719,0.11980619,0.119906545,0.0043212646,4.6471906,0.00029999996,-2.476488106511533,276.4,-2.476488101482391
1305000,13.23889,0.28517967,-13.3838215,0.13783737,0.13805942,0.004273511,4.681163,0.00029999996,-3.3559662792889866,454.15,-3.355966280400753
1310000,13.171645,0.40835464,-13.325558,0.19389834,0.19433704,0.00421664,4.0294313,0.00029999999,-2.4817234434885904,329.0,-2.4817234352231026
1315000,13.560929,0.28547093,-13.286118,0.13813704,0.13856357,0.004168348,4.8340898,0.00029999999,-7.2931475342872245,1086.5,-7.293147454659144
1320000,13.502701,0.27606115,-13.373633,0.13297233,0.13207911,0.00409859,4.759083,0.00029999999,-12.196301782581335,1470.5,-14.068974614143372
1325000,13.088315,0.3888923,-13.340123,0.17886348,0.1787288,0.0040422617,4.6352735,0.00029999999,-5.95953789730133,742.0909090909091,-5.698987886309624
1330000,13.139959,0.15776491,-13.219261,0.07747664,0.077664234,0.0039946996,4.323811,0.00029999999,-5.0620183652887745,511.3333333333333,-5.062018473943074
1335000,13.178431,0.13256656,-13.15837,0.062351048,0.06277425,0.0039478038,3.933764,0.00029999999,-4.9627798004075885,590.5,-6.224675178527832
1340000,13.100414,0.11502711,-13.178787,0.053369675,0.054245003,0.0038975913,3.8552082,0.00029999996,-5.671633892052341,885.0,-5.277483987808227
1345000,13.001408,0.12312006,-13.138897,0.058368187,0.05850471,0.0038338022,3.8268907,0.00029999999,-8.987802188533047,1042.6666666666667,-8.987802147865295
1350000,13.186757,0.11998771,-13.159538,0.056848392,0.056752793,0.0037511133,3.874308,0.00029999999,-7.2325857328251,1113.0,-5.800992131233215
1355000,13.196885,0.087039955,-13.158159,0.040057536,0.040221177,0.0036686389,4.0717206,0.00029999999,-4.332808937877417,635.0,-6.498494118452072
1360000,13.113326,0.047054518,-13.141792,0.021471288,0.021471327,0.0036105667,3.4703596,0.00029999999,None,None,None
1365000,13.0248995,0.08897691,-13.094754,0.040807854,0.04068715,0.003573423,3.5738137,0.00029999996,None,None,None
1370000,13.171745,0.0012567654,-13.072433,0.00048958365,0.00048813663,0.0034989968,3.7783349,0.00029999996,None,None,None
1375000,13.00489,0.0009220342,-13.018618,0.0003881204,0.00038750865,0.0034013682,3.4909468,0.00029999999,None,None,None
1380000,12.958973,0.00080873497,-12.977199,0.0003389631,0.00035718814,0.00333836,3.493367,0.00029999996,-15.745276663452387,2730.0,-15.745276689529419
1385000,12.971857,0.010355054,-12.928231,0.00490124,0.004904461,0.0032388472,3.541978,0.00029999999,-34.03538951650262,4981.0,-34.03538930416107
1390000,12.84271,0.00088069175,-12.869751,0.0003956822,0.00037951572,0.0031476754,3.4055943,0.00029999999,None,None,None
1395000,12.8139515,0.063945435,-12.834926,0.031325214,0.031069389,0.0030985528,3.4138222,0.00029999999,-31.429086982272565,4798.0,-31.429087221622467
1400000,12.631274,0.17970994,-12.7239685,0.08747974,0.08768733,0.0030562978,3.5711904,0.00029999999,-22.393010372888636,3314.181818181818,-24.370160901546477
1405000,12.70209,0.23793903,-12.682671,0.11453597,0.11484356,0.003016031,3.748325,0.00029999999,-14.162618125711257,2110.6666666666665,-10.589644918839136
1410000,12.7823515,0.30060035,-12.665243,0.14313407,0.14362012,0.0029530344,4.143474,0.00029999996,-5.6110742433617515,593.6666666666666,-10.223141565918922
1415000,12.429691,0.16341211,-12.683266,0.074002594,0.074014604,0.0028963496,3.311423,0.00029999996,-6.797296807169914,802.75,-6.797296822071075
1420000,12.208422,0.07184384,-12.513035,0.033625983,0.03350971,0.0028461497,4.007759,0.00029999996,-9.083806989714503,1215.0,-9.083806872367859
1425000,12.520618,0.09105738,-12.3442955,0.04221832,0.042275168,0.002795181,4.0780735,0.00029999999,-5.398357562720776,697.0,-5.398357629776001
1430000,12.612027,0.029428238,-12.452918,0.013909477,0.013975104,0.002744375,3.7017052,0.00029999999,None,None,None
1435000,12.588646,0.020609252,-12.564966,0.009763515,0.009853924,0.002697089,3.1669173,0.00029999999,None,None,None
1440000,12.740097,0.00205993,-12.590928,0.00085026387,0.0008387952,0.0026384303,3.411035,0.00029999999,None,None,None
1445000,12.635058,0.0013957578,-12.665514,0.0005857541,0.0005825618,0.0025757058,3.3805392,0.00029999999,None,None,None
1450000,12.532984,0.0023299544,-12.62356,0.00094103813,0.0009327134,0.0025357348,3.3463879,0.00029999999,None,None,None
1455000,12.534698,0.0017459962,-12.520754,0.0007397665,0.0007209553,0.0024777893,3.274853,0.00029999996,-29.36067256052047,2841.5,-29.360671997070312
1460000,12.426547,0.0013012554,-12.459715,0.000582764,0.000585087,0.0023996318,3.4548497,0.00029999999,-16.707604702096432,4981.0,-16.70760453492403
1465000,12.355036,0.0011216955,-12.38957,0.0004471584,0.00045861717,0.002333743,3.2975621,0.00029999996,-19.51540998648852,4981.0,-19.515410140156746
1470000,12.330312,0.0010172081,-12.327985,0.00046372862,0.00046604124,0.0022827068,3.134182,0.00029999999,None,None,None
1475000,12.237664,0.0011365099,-12.289662,0.0004851802,0.0005037729,0.0022532835,3.218918,0.00029999996,-20.96609368454665,4451.0,-20.966094195842743
1480000,12.161107,0.0010285708,-12.239914,0.0004249602,0.00045014557,0.0022187962,3.2377737,0.00029999999,-27.726346507435665,3738.0,-27.726346760988235
1485000,12.087342,0.17844799,-12.169403,0.08568489,0.08586853,0.002190542,2.9876711,0.00029999999,-22.795059480518102,4260.4,-22.795059424638747
1490000,11.975581,0.026891034,-12.119108,0.011750402,0.011775465,0.0021719916,3.0774999,0.00029999999,-14.597418827936053,3416.6666666666665,-14.597418894370398
1495000,11.912443,0.0016557536,-11.954272,0.0007020513,0.00070388784,0.002143044,3.089952,0.00029999999,-24.312339090664562,4981.0,-24.31233924130599
1500000,12.019098,0.0018685105,-11.935109,0.0008591763,0.0008281432,0.0021101919,2.834714,0.00029999996,-6.374045955017209,960.0,-6.374045968055725
1505000,12.079487,0.0016935888,-11.975145,0.0007131999,0.00071865186,0.0020786284,3.1023796,0.00029999999,-11.553965348750353,1406.0,-11.553965091705322
1510000,12.04764,0.0015951161,-12.028694,0.0007045284,0.00071879185,0.0020547393,3.027016,0.00029999996,-5.153430863749236,1215.0,-5.153430879116058
1515000,11.972221,0.10290827,-12.00281,0.046061393,0.04614867,0.0020343375,2.574356,0.00029999999,-10.48707773691664,1993.6666666666667,-8.035298585891724
1520000,12.223765,0.1536855,-11.957587,0.07158414,0.07144483,0.002008988,2.81016,0.00029999999,-12.000853366282007,2256.909090909091,-12.283335285882155
1525000,11.980083,0.1876312,-11.956067,0.08564805,0.08560426,0.0019735708,3.8458807,0.00029999996,-7.770476573767762,1172.6666666666667,-7.7704766392707825
1530000,12.110389,0.27193218,-12.016964,0.12830617,0.12805426,0.0019400711,3.8069372,0.00029999996,None,None,None
1535000,11.741057,0.02469344,-11.997208,0.010897001,0.010773924,0.0019144883,2.7671888,0.00029999999,None,None,None
1540000,11.877207,0.0014809011,-11.854478,0.0005883546,0.0006249581,0.0018826952,2.4197307,0.00029999999,-7.402382453903556,1483.0,-7.402382552623749
1545000,11.955813,0.0021868737,-11.811334,0.0009366117,0.0008861917,0.0018572164,2.4793427,0.00029999996,None,None,None
1550000,11.789766,0.0010518671,-11.874589,0.00045642263,0.00045493298,0.0018290421,2.3470197,0.00029999999,-10.077459828462452,1960.0,-10.077459890395403
1555000,11.6357765,0.08022885,-11.789503,0.038980648,0.038662903,0.0017968817,2.3508387,0.00029999996,-13.393697769381106,2187.0,-13.393697768449783
1560000,11.62074,0.059650254,-11.704708,0.02772934,0.027902868,0.0017710096,1.874345,0.00029999999,-17.26503551658243,2496.5,-17.265035174787045
1565000,11.046127,0.13585211,-11.536636,0.06538812,0.06539938,0.0017428627,2.7896926,0.00029999999,-9.360822954719575,2145.0,-9.360822999229034
1570000,10.757368,0.19476695,-11.118989,0.08853942,0.08859886,0.0017186648,2.1828275,0.00029999999,-3.9200845314422623,621.2,-3.9846600713208318
1575000,10.912025,0.36553335,-10.893264,0.17509228,0.17615844,0.0017114993,2.8892171,0.00029999999,-2.6255903784950663,236.37142857142857,-2.6443687438964845
1580000,11.267619,1.1400548,-10.904577,0.54788244,0.5477517,0.0017071166,4.0640855,0.00029999999,-1.6410310511580772,111.64444444444445,-1.6287081294589572
1585000,11.263118,1.3044931,-11.082504,0.618143,0.6187817,0.001701501,2.1062224,0.00029999999,-1.6101989559261356,119.60975609756098,-1.6126662260148583
1590000,11.062269,1.1189153,-11.049264,0.5441255,0.54528815,0.0017189969,3.8163311,0.00029999996,-1.6903886078147305,121.97619047619048,-1.7210483841779756
1595000,10.688325,1.1056885,-11.0180235,0.53624725,0.538652,0.0017210117,2.4165852,0.00029999996,-2.0269870879128575,152.61290322580646,-1.9577910900115967
1600000,10.862719,0.8183642,-10.83137,0.38687557,0.38977602,0.0017351828,3.4923503,0.00029999996,-1.8166130019936901,129.2051282051282,-1.8478394135450706
1605000,10.903361,0.8817992,-10.869257,0.41425133,0.42738843,0.0017285144,3.2719662,0.00029999996,-1.9501475325947546,204.1304347826087,-1.9242121058961619
1610000,10.537872,0.778955,-10.92304,0.35456616,0.37593418,0.0017289974,2.368215,0.00029999996,-1.7687585668119772,118.75,-1.7914069132371382
1615000,10.805271,1.0896486,-10.768895,0.5155523,0.51664793,0.0017321605,1.79304,0.00029999996,-1.623112887410181,126.42857142857143,-1.5663716495037079
1620000,11.243459,0.616899,-10.795555,0.2975846,0.29731327,0.0017283715,1.8834864,0.00029999996,-5.386843017819855,553.7777777777778,-5.386842992570665
1625000,11.31853,0.1665818,-11.120966,0.08172408,0.08228162,0.0017261561,2.3216197,0.00029999999,-2.5706014558672905,260.0,-2.5706013441085815
1630000,11.40622,0.055432238,-11.340468,0.027072037,0.026906407,0.0017209463,1.482915,0.00029999999,-8.341725409030914,628.0,-8.34172511100769
1635000,11.307797,0.004396064,-11.363233,0.001408109,0.0014532061,0.0017136694,1.1280595,0.00029999996,None,None,None
1640000,11.528689,0.009604748,-11.352088,0.004465955,0.0044727004,0.0016865694,0.7912933,0.00029999999,None,None,None
1645000,11.500769,0.001453162,-11.4190035,0.00065755635,0.0006327001,0.0016509643,0.7562414,0.00029999999,None,None,None
1650000,11.508431,0.0016108471,-11.491276,0.00071747374,0.00065004535,0.0016313652,0.5406362,0.00029999999,None,None,None
1655000,11.454546,0.0020298082,-11.475932,0.00083001953,0.0008666863,0.0016184087,0.4801501,0.00029999999,None,None,None
1660000,11.487377,0.0021506846,-11.446598,0.0009595691,0.0010015898,0.0015963864,0.5956288,0.00029999999,None,None,None
1665000,11.311937,0.0020810994,-11.387611,0.00095818663,0.00095177494,0.0015599806,0.38618717,0.00029999996,None,None,None
1670000,11.197043,0.0014569453,-11.310923,0.0006033323,0.00059184345,0.0015310284,0.20353211,0.00029999999,-16.889329528436065,3209.0,-16.889329373836517
1675000,11.080709,0.0015796417,-11.193884,0.00066263037,0.00071406143,0.0015119829,0.39714533,0.00029999999,-11.335036914446391,3488.0,-11.335036963224411
1680000,11.069211,0.076936305,-11.121377,0.038407136,0.038017545,0.0014988926,0.45397824,0.00029999996,None,None,None
1685000,11.165022,0.015745353,-11.048691,0.007516121,0.0075444523,0.0014826191,0.2212059,0.00029999999,None,None,None
1690000,11.126691,0.019985806,-11.065546,0.009644202,0.009612196,0.0014540129,-0.25768885,0.00029999999,-19.84174329591915,4981.0,-19.841743302345275
1695000,10.850117,0.00101705,-11.034368,0.00042961456,0.0004177255,0.0014146818,-0.026966847,0.00029999999,-15.91174722839302,4881.333333333333,-15.911747107903162
1700000,10.650051,0.09895267,-10.790845,0.048838675,0.048683982,0.0013846618,0.22465217,0.00029999999,-14.136677583243,4981.0,-14.136677645146847
1705000,10.468967,0.0035781988,-10.683712,0.0013842861,0.0012276835,0.0013661324,0.2908303,0.00029999996,-14.692788733751513,4981.0,-14.69278872013092
1710000,10.443014,0.005592274,-10.46769,0.0025751223,0.0024412526,0.0013435292,0.050234206,0.00029999996,-10.59111655788729,2731.5,-10.591116547584534
1715000,10.45876,0.016088873,-10.437352,0.007696161,0.0076233163,0.0013163463,-0.0258207,0.00029999996,-8.257035472546704,1835.0,-8.25703550875187
1720000,10.345394,0.076553605,-10.3846,0.036796782,0.036751132,0.0012910004,-0.22839288,0.00029999999,None,None,None
1725000,10.195368,0.009421546,-10.36539,0.0034639593,0.0034556729,0.0012741298,-0.27158406,0.00029999996,-19.865919299423695,3103.0,-19.865919172763824
1730000,10.287428,0.005846352,-10.2692,0.0027241735,0.0027491832,0.0012581313,-0.353427,0.00029999996,None,None,None
1735000,10.286921,0.021450788,-10.244379,0.010331138,0.0103047835,0.0012394855,-0.45187065,0.00029999999,-16.054286126513034,2744.0,-16.054286062717438
1740000,10.262896,0.006577339,-10.258266,0.0028682647,0.0028364968,0.001223236,-0.5986123,0.00029999999,None,None,None
1745000,10.275584,0.004821156,-10.230742,0.0023018743,0.0022717554,0.0012072007,-0.54216397,0.00029999999,None,None,None
1750000,10.134874,0.0024480834,-10.220817,0.001147819,0.0011355412,0.0011852676,-0.56390524,0.00029999999,None,None,None
1755000,10.133842,0.0019151724,-10.148113,0.00090715423,0.00090344396,0.0011631304,-0.6473897,0.00029999999,None,None,None
1760000,10.117178,0.0020110547,-10.093867,0.0009547889,0.0009709163,0.0011468793,-0.71352583,0.00029999999,None,None,None
1765000,9.995389,0.0022674447,-10.064654,0.0010322909,0.0010395956,0.0011264068,-0.6610934,0.00029999999,-14.755606491467915,4745.0,-14.755606710910797
1770000,10.001818,0.012179887,-9.974439,0.0057259104,0.0057466063,0.0011007569,-0.7779949,0.00029999999,-17.48599128613326,4169.833333333333,-15.945313253998757
1775000,9.821253,0.013838773,-9.905133,0.006331027,0.0067150686,0.0010779228,-0.3607071,0.00029999996,-22.421652909833938,4617.0,-23.805517703294754
1780000,9.911122,0.016983878,-9.860943,0.008009997,0.008013801,0.001053487,-0.5414521,0.00029999999,-15.050621915647449,3526.3333333333335,-15.050622036059698
1785000,9.916986,0.0017720219,-9.833286,0.0007622392,0.0007439895,0.0010336686,-0.53173584,0.00029999999,-12.99563414498698,4981.0,-12.995634138584137
1790000,9.950208,0.0009877342,-9.9070215,0.000468242,0.00038037734,0.0010216582,-0.67883205,0.00029999999,-12.492187074463194,3649.6666666666665,-12.492186983426413
1795000,10.012368,0.02368908,-9.930286,0.011102319,0.011049657,0.0010128106,-0.8105817,0.00029999996,-18.750759273651056,4981.0,-18.750759199261665
1800000,9.783139,0.0320117,-9.905182,0.0149481855,0.014967284,0.0009886334,-0.6915255,0.00029999999,-5.439248766750097,554.0,-5.43924868106842
1805000,9.750619,0.003579264,-9.799507,0.00073129573,0.0007868569,0.0009653658,-0.61565953,0.00029999999,-19.22208341769874,4981.0,-19.222083687782288
1810000,9.854396,0.0005790686,-9.753661,0.00023992028,0.00023890486,0.00094794884,-0.94079316,0.00029999996,None,None,None
1815000,9.829425,0.00042712133,-9.779596,0.00018833611,0.0001900746,0.0009315045,-1.0739883,0.00029999999,-21.770737853832543,4981.0,-21.770737767219543
1820000,9.810933,0.00039403167,-9.808519,0.00017062512,0.00016891527,0.00091730774,-1.1917024,0.00029999999,None,None,None
1825000,9.696306,0.016878204,-9.782749,0.007977529,0.008003382,0.00090218155,-1.2013737,0.00029999999,-16.203082330990583,2478.0,-16.203082382678986
1830000,9.724949,0.024634846,-9.777649,0.011661879,0.011683172,0.0008871509,-1.0302467,0.00029999999,-22.899728102609515,3743.0,-22.899728059768677
1835000,9.558439,0.052686654,-9.672248,0.024755409,0.024835326,0.00086858653,-0.6500791,0.00029999999,-19.167421460384503,3400.0,-19.167421758174896
1840000,9.191294,0.078228086,-9.532459,0.036024813,0.036058925,0.0008562844,-0.538955,0.00029999999,-15.765854601748288,2697.4285714285716,-15.7658545928342
1845000,9.04563,0.09311404,-9.277408,0.04380105,0.043608095,0.0008457761,-0.53046066,0.00029999999,-10.496410828200169,1336.25,-10.496410757303238
1850000,8.917858,0.11060804,-9.132796,0.051828805,0.05212539,0.00083877845,1.2410271,0.00029999996,-10.511160463577003,1337.5,-11.158569001234495
1855000,8.976308,0.04603177,-9.018323,0.021146724,0.021992316,0.00083598745,0.7952053,0.00029999999,-7.704187795364608,1162.3333333333333,-6.301853269338608
1860000,9.025421,0.10451889,-8.96504,0.05115756,0.051193655,0.00083277014,0.050762594,0.00029999996,-4.875659395979407,543.5,-4.875659495592117
1865000,8.949325,0.055088885,-8.99847,0.026669858,0.026477937,0.00083179446,0.15312439,0.00029999996,-6.7467611918512445,895.3846153846154,-6.746761218859599
1870000,8.88651,0.23049387,-9.002404,0.109839275,0.10994141,0.000828758,0.14604555,0.00029999999,-3.2625252017363287,364.5,-3.346280726519498
1875000,8.9315605,0.18682593,-8.961402,0.08767336,0.08760614,0.0008275934,-0.18665905,0.00029999999,-4.183516454533674,472.5,-3.978816204600864
1880000,9.061421,0.2560405,-8.988759,0.12234902,0.12362033,0.0008529506,1.0239686,0.00029999996,-4.8790591698683174,593.0,-4.879059139225218
1885000,9.1596985,0.20776671,-9.10901,0.09815731,0.101560704,0.0008931527,1.7709986,0.00029999999,-6.959588580997661,783.0,-6.9595886667569475
1890000,9.218794,0.15799598,-9.227387,0.07381446,0.07436261,0.00089767686,0.29787746,0.00029999999,-5.779783504549414,453.75,-6.338679353396098
1895000,8.992895,0.10152001,-9.2158985,0.049041476,0.049209893,0.00089856907,0.54027575,0.00029999996,-6.984896137999992,659.3333333333334,-5.814340273539226
1900000,9.274644,0.048230387,-9.102951,0.022560706,0.022628691,0.0008917701,-0.8183025,0.00029999999,None,None,-7.614763259887695
1905000,9.45365,0.018061297,-9.178389,0.0085129645,0.008503903,0.0008874358,-0.119073085,0.00029999999,None,None,None
1910000,9.293167,0.00079365674,-9.3559265,0.00030773733,0.00030314008,0.0008821318,-0.3228943,0.00029999999,None,None,None
1915000,9.156512,0.024830282,-9.308405,0.012274036,0.012256681,0.0008742464,-0.9011351,0.00029999996,-9.288356500910595,2052.0,-9.288356363773346
1920000,9.319949,0.0016781933,-9.243156,0.00035675228,0.00036204283,0.0008670013,-0.9218599,0.00029999996,None,None,None
1925000,9.190729,0.0190938,-9.250883,0.00912917,0.009096385,0.0008584957,-0.9552408,0.00029999996,-21.335581293329597,2765.0,-21.3355815410614
1930000,9.472629,0.016796093,-9.321787,0.008157295,0.0081768315,0.00084883336,-1.2651423,0.00029999999,None,None,None
1935000,9.516641,0.027433366,-9.384031,0.012854379,0.012948741,0.0008340476,-1.5058781,0.00029999996,None,None,None
1940000,9.416596,0.00037967385,-9.448546,0.00013610063,0.00014130406,0.0008199175,-1.0288492,0.00029999999,None,None,None
1945000,9.46504,0.00057586294,-9.4195795,0.00026026127,0.00025801014,0.00080305914,-1.4546982,0.00029999999,None,None,None
1950000,9.412131,0.00110044,-9.4040165,0.0004958968,0.00050733367,0.0007859859,-1.3784742,0.00029999999,-16.551638988545164,4981.0,-16.551638834178448
1955000,9.325908,0.00043084356,-9.365182,0.00018068966,0.00018320027,0.0007721026,-1.6402096,0.00029999996,None,None,None
1960000,9.307229,0.00018408206,-9.305242,8.344934e-05,8.1267135e-05,0.00075843424,-1.7841475,0.00029999999,-22.302328710638296,4981.0,-22.30232876042525
1965000,9.237883,0.00023364156,-9.275014,0.00010924805,9.915426e-05,0.0007482738,-1.7871901,0.00029999999,None,None,None
