Steps,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Policy/GAIL Reward
60000,5.9268827,5.6411314,5.6172657,0.00029999996,-5.003759953239762,4981.0,-5.0295700393326115,648.6172139861367
65000,5.899205,5.515297,6.041931,0.00029999999,None,None,-4.719849351793528,369.8176941871643
70000,5.94583,5.5777617,5.3223324,0.00029999999,None,None,None,None
75000,6.6633286,6.2314935,5.895784,0.00029999999,None,None,None,None
80000,7.3062234,6.549878,5.803545,0.00029999999,None,None,None,None
85000,7.3320045,6.34699,6.1203856,0.00029999999,None,None,None,None
90000,7.7935944,6.5928917,6.306797,0.00029999999,None,None,None,None
95000,8.415717,6.882145,5.9126973,0.00029999999,None,None,None,None
100000,8.444061,7.1749406,5.361922,0.00029999999,None,None,None,None
105000,8.844868,7.489496,5.9688897,0.00029999999,None,None,None,None
110000,9.566454,7.3460183,5.876349,0.00029999999,None,None,None,None
115000,9.57911,7.493699,5.5756817,0.00029999999,None,None,None,None
120000,9.826209,7.53698,5.702463,0.00029999996,-1.2953727111171247,4981.0,-1.8034300208938392,680.9268954558806
125000,10.200661,8.101239,5.779583,0.00029999999,None,None,4.2932578613981605,771.8533363342285
130000,10.280433,7.796057,6.299356,0.00029999999,None,None,None,None
135000,11.112776,7.794429,6.256907,0.00029999999,None,None,None,None
140000,11.144887,7.9830046,6.04137,0.00029999999,None,None,None,None
145000,11.290159,8.424512,5.3364415,0.00029999999,None,None,None,None
150000,12.141955,8.181051,5.609316,0.00029999999,None,None,None,None
155000,12.154213,8.314242,5.4712234,0.00029999999,None,None,None,None
160000,12.100748,8.329348,5.995762,0.00029999999,None,None,None,None
165000,12.801462,7.779216,6.3473434,0.00029999999,None,None,None,None
170000,12.83745,7.9934564,6.226105,0.00029999999,None,None,None,None
175000,12.854871,8.047465,6.1324306,0.00029999999,None,None,None,None
180000,13.57976,8.161147,6.097056,0.00029999996,-3.7308667460605043,4981.0,-3.7606677967811595,588.7059482010928
185000,13.650475,9.031953,5.2268906,0.00029999999,None,None,-3.403055873233825,533.1196823120117
190000,14.134106,8.4565525,5.265268,0.00029999999,None,None,None,None
195000,14.28761,8.2547865,5.8353615,0.00029999999,None,None,None,None
200000,14.328305,8.259617,5.545578,0.00029999999,None,None,None,None
205000,14.701846,7.9998693,5.6195817,0.00029999999,None,None,None,None
210000,14.840625,8.141547,5.7610993,0.00029999999,None,None,None,None
215000,14.788684,7.5422106,6.2218394,0.00029999999,None,None,None,None
220000,15.147672,7.588186,5.9743752,0.00029999999,None,None,None,None
225000,15.387713,7.6808906,5.4681563,0.00029999999,None,None,None,None
230000,15.437407,8.193533,5.30464,0.00029999999,None,None,None,None
235000,15.675031,8.186601,5.3759003,0.00029999999,None,None,None,None
240000,15.977862,7.606287,5.4588914,0.00029999996,0.02536129169281291,4981.0,-0.09785290304783055,606.4484499286522
245000,16.05618,8.399503,4.831877,0.00029999999,None,None,1.380717223888496,577.5383117198944
250000,16.252611,7.6730924,5.91176,0.00029999999,None,None,None,None
255000,16.253214,7.473462,5.749293,0.00029999999,None,None,None,None
260000,16.333523,7.882776,5.7594376,0.00029999999,None,None,None,None
265000,16.629482,7.332915,5.977632,0.00029999999,None,None,None,None
270000,16.646233,7.477998,6.088285,0.00029999999,None,None,None,None
275000,16.717432,7.2496796,5.813097,0.00029999999,None,None,None,None
280000,16.886297,6.9880495,5.936779,0.00029999999,None,None,None,None
285000,16.881697,7.009989,5.1840096,0.00029999999,None,None,None,None
290000,16.938868,7.1105585,5.2192135,0.00029999999,None,None,None,None
295000,17.261307,6.7513194,5.924814,0.00029999999,None,None,None,None
300000,17.186148,6.5758476,5.6604133,0.00029999996,-1.831211052497262,4981.0,-2.334259744908195,626.5972057093273
305000,17.447208,6.9007964,5.4902577,0.00029999999,None,None,3.7023230189224705,394.9341861307621
310000,17.365616,6.5262604,5.1000695,0.00029999999,None,None,None,None
315000,17.325489,6.10867,5.835335,0.00029999999,None,None,None,None
320000,17.532976,6.0710893,5.6588783,0.00029999999,None,None,None,None
325000,17.60104,6.2742853,6.0557857,0.00029999999,None,None,None,None
330000,17.627436,5.7702827,6.0257163,0.00029999999,None,None,None,None
335000,17.77757,5.7738323,5.8462253,0.00029999999,None,None,None,None
340000,17.811165,5.335502,5.2092175,0.00029999999,None,None,None,None
345000,17.842232,5.7689924,5.3278613,0.00029999999,None,None,None,None
350000,17.825846,5.3750777,5.183443,0.00029999999,None,None,None,None
355000,17.907907,5.6671867,5.1365128,0.00029999999,None,None,None,None
360000,17.981476,6.3826313,4.4998612,0.00029999996,-4.795906170301653,4981.0,-4.424832886222496,621.541422332383
365000,17.956097,5.7386904,5.4279757,0.00029999999,None,None,-8.87771178316325,259.32517282664776
370000,17.95095,5.4683113,5.9594674,0.00029999999,None,None,None,None
375000,17.97312,5.04973,5.704779,0.00029999999,None,None,None,None
380000,17.99829,5.5764213,4.5369086,0.00029999999,None,None,None,None
385000,17.973701,5.0835485,4.782028,0.00029999999,None,None,None,None
390000,17.974642,5.496602,5.225329,0.00029999999,None,None,None,None
395000,18.00458,4.760941,6.1600266,0.00029999999,None,None,None,None
400000,17.96212,4.4520936,5.9180512,0.00029999999,None,None,None,None
405000,17.977299,4.667858,5.978031,0.00029999999,None,None,None,None
410000,18.037258,4.6473126,6.3400764,0.00029999999,None,None,None,None
415000,18.069944,4.8999076,6.10799,0.00029999999,None,None,None,None
420000,18.04885,4.75336,5.2937245,0.00029999996,-4.912982878898522,4981.0,-4.943008676679297,472.971934821118
425000,18.050522,5.240883,3.3716743,0.00029999999,None,None,-4.582700856029987,222.49190938472748
430000,18.006008,4.282711,5.328431,0.00029999999,None,None,None,None
435000,17.92521,4.279728,7.154539,0.00029999999,None,None,None,None
440000,17.944109,4.2066593,6.8709683,0.00029999999,None,None,None,None
445000,17.97049,4.3076754,6.084858,0.00029999999,None,None,None,None
450000,17.998129,4.321588,4.2989993,0.00029999999,None,None,None,None
455000,17.98125,3.6648471,5.1438727,0.00029999999,None,None,None,None
