Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
10000,1.4189384,0.0002997083,-1.0066711606718053,52.51336898395722,-0.15844278,-1.0066724144002444
20000,1.4189384,0.00029910394,-1.0069426091843294,54.10989010989011,-0.16401577,-1.0069404539171156
30000,1.4187276,0.0002985013,-1.0068485819405855,53.752747252747255,-0.32159266,-1.0068432262965612
40000,1.4187146,0.00029789706,-1.0067322405130679,53.24864864864865,-0.34164995,-1.0067293225107967
50000,1.4181659,0.0002972968,-1.0068956132163294,54.8,-0.44470063,-1.0069116660336543
60000,1.4181004,0.00029669676,-1.006848635404642,53.637362637362635,-0.4736304,-1.006830718347935
70000,1.4182328,0.0002960972,-1.0067784761407574,51.857142857142854,-0.5803754,-1.006804107358216
80000,1.418257,0.00029549917,-1.006841617919469,54.01092896174863,-0.5853964,-1.0068412789931664
90000,1.4187814,0.00029490536,-1.007012863546563,54.49162011173184,-0.65742767,-1.0069879353046418
100000,1.4189223,0.00029430442,-1.0069916358229047,53.80874316939891,-0.68141925,-1.0069996164144714
110000,1.4183841,0.00029370072,-1.0071014181630538,55.24293785310734,-0.7005416,-1.0071083583400748
120000,1.4182031,0.00029310008,-1.0071922103871769,55.438202247191015,-0.71227604,-1.0071880395492812
130000,1.4177134,0.00029249446,-1.0073272282292467,56.97126436781609,-0.72138214,-1.007312882153285
140000,1.4174997,0.00029189457,-1.0069340989582118,53.5,-0.750806,-1.006962892118391
150000,1.4168833,0.00029129905,-1.0071595650138492,55.74431818181818,-0.7415735,-1.007133016478544
160000,1.4165343,0.000290698,-1.0074103070931377,58.47337278106509,-0.7261788,-1.0074285091388793
170000,1.4163672,0.0002900984,-1.007433452556485,57.5,-0.73989385,-1.0074170200448287
180000,1.4162554,0.00028949935,-1.007355684756219,57.73529411764706,-0.74221605,-1.007366687410018
190000,1.4156542,0.00028890034,-1.0078922886008512,61.75625,-0.72758734,-1.0078836649656295
200000,1.4151515,0.0002883017,-1.0077791158036686,61.685534591194966,-0.7314409,-1.0077898479857534
210000,1.4149814,0.00028770123,-1.007768917768783,61.27329192546584,-0.744125,-1.0077547604993264
220000,1.4147943,0.0002870998,-1.0078441679357615,61.9748427672956,-0.7433223,-1.0078485769295842
230000,1.4145995,0.00028649988,-1.008085012772308,63.577922077922075,-0.73420954,-1.008093920621005
240000,1.4143339,0.0002859,-1.0081348240877466,64.1038961038961,-0.74549043,-1.008122234375446
250000,1.414247,0.00028529903,-1.0081537178867668,64.74342105263158,-0.73636216,-1.0081621267293628
260000,1.4141024,0.00028469905,-1.0084476947188885,66.87074829931973,-0.7296785,-1.008415777667039
270000,1.4141219,0.0002840976,-1.0082272746620125,65.21710526315789,-0.7412637,-1.0082298681924218
280000,1.4141618,0.00028349776,-1.0084308207244612,65.62666666666667,-0.7416107,-1.0084398714701335
290000,1.4142889,0.00028289916,-1.0083304539005642,65.7248322147651,-0.7450502,-1.0083437565989142
300000,1.4146005,0.0002822983,-1.0089255834126547,71.6159420289855,-0.7132574,-1.0089045417481575
310000,1.4144706,0.00028170095,-1.0089612173154388,70.81294964028777,-0.72153085,-1.0089723266285957
320000,1.414028,0.0002811045,-1.0089739803450932,71.37410071942446,-0.7247536,-1.0089680668261412
330000,1.4139149,0.00028050534,-1.0091937801537851,74.37878787878788,-0.71164286,-1.009212826237534
340000,1.4132917,0.00027990175,-1.009154045626659,73.1037037037037,-0.71807516,-1.0091133303112454
350000,1.4132844,0.00027929546,-1.009260823276188,74.26315789473684,-0.7138198,-1.0092608104074807
360000,1.4132379,0.00027869205,-1.0094265410990024,76.84615384615384,-0.70710105,-1.0094218697658806
370000,1.413274,0.00027809167,-1.0096495797294815,77.13385826771653,-0.6999898,-1.009663812816143
380000,1.4136811,0.0002774962,-1.009689504941297,77.97619047619048,-0.7050779,-1.0097304260919964
390000,1.4136709,0.0002768998,-1.009485464654972,77.453125,-0.7069126,-1.0094495145604014
400000,1.412983,0.00027629695,-1.0101680648404616,83.67796610169492,-0.6808772,-1.010165119575242
410000,1.412983,0.00027569412,-1.0101646220021951,82.74789915966386,-0.686504,-1.0101558961788146
420000,1.4124377,0.00027510241,-1.0107018534584482,88.070796460177,-0.6759893,-1.0107132778379373
430000,1.4124223,0.00027450334,-1.0103739297051577,84.71551724137932,-0.69475025,-1.0103811639650115
440000,1.4125153,0.0002739036,-1.0111758238994994,92.05607476635514,-0.6685252,-1.0111613741109722
450000,1.4125232,0.00027330295,-1.0112351511186648,93.39622641509433,-0.6715452,-1.0112806990180376
460000,1.4124589,0.00027269687,-1.0117809263654776,95.98058252427184,-0.6842856,-1.0117629809594415
470000,1.4124488,0.00027209555,-1.0114438111606219,96.7156862745098,-0.69327784,-1.0113938893739354
480000,1.4121547,0.00027150137,-1.0118647880724165,99.14,-0.69729257,-1.0119385168515145
490000,1.4120845,0.0002709054,-1.0120722983794457,100.17171717171718,-0.7022424,-1.0120136230581938
500000,1.4111915,0.0002703013,-1.0124905006046236,106.56989247311827,-0.69832987,-1.0124757652000715
510000,1.410869,0.00026970042,-1.0130200745916227,111.1590909090909,-0.69400835,-1.0130328142655676
520000,1.4104974,0.00026910243,-1.0136121487710625,115.4235294117647,-0.67696524,-1.0136006171381924
