Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss
250000,1.3577973,0.00027524357,-0.16001734,-0.4277777841521634,248.0,-0.4000000073796227,0.001212705,0.070321046
255000,1.3555964,0.0002747355,-0.16869192,-0.38333333904544514,248.0,-0.38333333945936626,0.001269636,0.07292243
260000,1.3528188,0.00027423052,-0.16434719,-0.41111111723714405,248.0,-0.3888888967533906,0.0010160777,0.0659046
265000,1.3509411,0.0002737261,-0.16456613,-0.40555556159880424,248.0,-0.4318181906234134,0.0013297566,0.060496636
270000,1.3488399,0.0002732761,-0.1538343,-0.31111111574702793,248.0,-0.31363637068054895,0.0010234584,0.06282437
275000,1.347632,0.00027276785,-0.14556374,-0.36666667213042575,248.5,-0.37894737759703084,0.0010458288,0.06914529
280000,1.3463974,0.00027225958,-0.13841513,-0.3055555601086881,248.0,-0.3055555634200573,0.0008265299,0.07104076
285000,1.3455306,0.00027175463,-0.14280865,-0.37407407964821215,248.0,-0.41000000908970835,0.0011372427,0.07617052
290000,1.3451694,0.0002712502,-0.1442925,-0.40555556159880424,248.0,-0.37727273628115654,0.0009296287,0.07211983
295000,1.3437543,0.00027074266,-0.15297358,-0.43888889542884296,248.0,-0.4190476295493898,0.0010025207,0.07045198
300000,1.3423468,0.00027023457,-0.16153033,-0.4166666728754838,248.0,-0.4166666770146953,0.0010749456,0.0723279
305000,1.3406332,0.00026972964,-0.1547639,-0.3888888946837849,248.0,-0.37777778630455333,0.0010580502,0.067363285
310000,1.338733,0.00026922522,-0.15505019,-0.3222222270237075,248.0,-0.3863636444915425,0.0010496873,0.059885055
315000,1.3383471,0.0002687752,-0.14616497,-0.32777778266204727,248.0,-0.3000000065023249,0.0008778828,0.060389288
320000,1.3385525,0.00026826694,-0.14394514,-0.37222222776876557,248.5,-0.3684210600821595,0.0010291802,0.06627486
325000,1.3377014,0.0002677587,-0.14462717,-0.32777778266204727,248.0,-0.32777778390381074,0.0008772762,0.067876235
330000,1.3386588,0.00026725372,-0.1466151,-0.351851857094853,248.0,-0.3900000091642141,0.0010244772,0.058345072
335000,1.3388683,0.0002667493,-0.14116228,-0.2944444488320086,248.0,-0.25909091464497824,0.0007139022,0.064890556
340000,1.337921,0.00026624175,-0.13630624,-0.3777777834071053,248.0,-0.38571429359061377,0.000996013,0.07213416
345000,1.3353887,0.00026573372,-0.124584556,-0.25555555936363006,248.0,-0.25555556101931465,0.0007548527,0.073059626
350000,1.3333417,0.00026522874,-0.113123514,-0.30740741198813476,248.0,-0.33888889476656914,0.0010143155,0.067021534
355000,1.3320435,0.00026472437,-0.113145724,-0.32777778266204727,248.0,-0.2954545518891378,0.0008595745,0.060403366
360000,1.3317243,0.00026427428,-0.114198446,-0.34444444957706666,248.0,-0.3545454615219073,0.0010313371,0.062194265
365000,1.330558,0.00026376604,-0.122691944,-0.25555555936363006,248.5,-0.24210526794195175,0.0009428743,0.07423047
370000,1.3289163,0.00026325777,-0.118625864,-0.3166666713853677,248.0,-0.3166666742828157,0.00095696165,0.069674104
375000,1.3273587,0.00026275284,-0.12275107,-0.3555555608537462,248.0,-0.3350000072270632,0.00093735603,0.065705925
380000,1.3264008,0.00026224842,-0.12546961,-0.38333333904544514,248.0,-0.38181819089434366,0.0011274935,0.06828876
385000,1.324738,0.00026174088,-0.12823054,-0.27222222627864945,248.0,-0.3000000051799275,0.0010247511,0.07168024
390000,1.3229262,0.00026123278,-0.1267079,-0.33888889393872684,248.0,-0.33888889518049026,0.0009554644,0.06843542
395000,1.3214922,0.00026072783,-0.119503476,-0.3222222270237075,248.0,-0.3388888964222537,0.0009324145,0.07598363
400000,1.3203813,0.00026022343,-0.12417199,-0.30000000447034836,248.0,-0.304545461115512,0.0008860355,0.06414917
405000,1.3197616,0.00025977343,-0.115612075,-0.283333337555329,248.0,-0.2681818225167014,0.0008003253,0.062437776
410000,1.3195947,0.00025926513,-0.1286812,-0.361111116492086,248.5,-0.368421061258567,0.0009292848,0.07183459
415000,1.318949,0.0002587569,-0.13114598,-0.3222222270237075,248.0,-0.32222222950723434,0.00085936085,0.058338106
420000,1.3179419,0.00025825194,-0.11673101,-0.2444444480869505,248.0,-0.2300000049173832,0.00076934596,0.07254603
425000,1.3163705,0.0002577475,-0.11328487,-0.23888889244861072,248.0,-0.26363636925816536,0.0009294902,0.06544981
430000,1.3153492,0.00025723997,-0.100876525,-0.2777777819169892,248.0,-0.26190476758139475,0.0006874501,0.073705725
435000,1.3146732,0.0002567319,-0.09401335,-0.26666667064030963,248.0,-0.2666666727099154,0.0007188893,0.07213241
440000,1.3146067,0.00025622695,-0.09087592,-0.2518518556047369,248.0,-0.21666667155093616,0.000707028,0.065049924
445000,1.3134537,0.00025572252,-0.0975017,-0.2111111142569118,248.0,-0.23181818594986742,0.00071794225,0.07169372
450000,1.3130006,0.00025527252,-0.098588996,-0.2444444480869505,248.0,-0.2727272788232023,0.0007674227,0.06799902
455000,1.3114355,0.00025476422,-0.0914236,-0.2166666698952516,248.5,-0.20526316134553207,0.00062152935,0.06995592
460000,1.309855,0.000254256,-0.08349327,-0.2111111142569118,248.0,-0.21111111549867523,0.0006619077,0.080057025
465000,1.3078265,0.00025375103,-0.078697935,-0.2074074104980186,248.0,-0.22000000365078448,0.000668628,0.0758768
470000,1.3063502,0.00025324666,-0.07606608,-0.25555555936363006,248.0,-0.21363636749711903,0.0005193326,0.06848701
475000,1.3041966,0.0002527391,-0.07886275,-0.23888889244861072,248.0,-0.2571428623937425,0.00072828867,0.0697983
480000,1.3022605,0.000252231,-0.0797068,-0.2500000037252903,248.0,-0.2500000049670537,0.0008283744,0.06635493
485000,1.3017902,0.000251781,-0.0791924,-0.22777778117193115,248.0,-0.2277777815858523,0.0006025062,0.057376917
490000,1.300614,0.00025127604,-0.08155268,-0.29259259695256196,248.0,-0.29090909558263695,0.0008807976,0.062499568
495000,1.2991424,0.00025077164,-0.09677885,-0.31111111574702793,248.0,-0.32272727956826036,0.00091348856,0.06624866
500000,1.2978172,0.00025026337,-0.102028824,-0.20000000298023224,248.5,-0.18947368781817586,0.00069058134,0.060058493
505000,1.2973946,0.0002497551,-0.10186149,-0.31111111574702793,248.0,-0.3111111174027125,0.0010328052,0.07279658
510000,1.2967911,0.00024925015,-0.11283155,-0.2962963007114552,248.0,-0.3263157966889833,0.00096168026,0.067760974
515000,1.2969836,0.00024874572,-0.11057464,-0.26666667064030963,248.0,-0.256521744572598,0.0006932928,0.06438227
520000,1.2968551,0.00024823818,-0.10390413,-0.3222222270237075,248.0,-0.3095238159100215,0.00083627814,0.07217755
525000,1.2958033,0.0002477301,-0.10740633,-0.32777778266204727,248.0,-0.32777778638733757,0.0010375866,0.066286586
530000,1.2937802,0.0002472801,-0.1087348,-0.30000000447034836,248.0,-0.30000000819563866,0.0009800883,0.07171115
535000,1.2923247,0.00024677513,-0.10455064,-0.27407407815809604,248.0,-0.2954545518891378,0.00089741364,0.06633891
540000,1.2906482,0.0002462707,-0.10911243,-0.25555555936363006,248.0,-0.24090909653089262,0.0008184966,0.06449558
545000,1.2894548,0.00024576247,-0.10420733,-0.20555555861857203,248.5,-0.2052631621298037,0.00073911954,0.06888133
550000,1.2885481,0.0002452542,-0.10058367,-0.26666667064030963,248.0,-0.2666666731238365,0.0007897079,0.061672732
555000,1.2869226,0.00024474924,-0.10885594,-0.27407407815809604,248.0,-0.3052631644041915,0.00082272873,0.067627326
560000,1.2839974,0.00024424482,-0.10323272,-0.30000000447034836,248.0,-0.24545455012809148,0.0009961803,0.05610611
565000,1.2834673,0.00024373728,-0.107107975,-0.27222222627864945,248.0,-0.29545455087314954,0.00082662445,0.0661987
570000,1.2824312,0.00024322925,-0.104717925,-0.27222222627864945,248.0,-0.27222222710649174,0.000835242,0.06603505
575000,1.2799402,0.00024277922,-0.10472641,-0.2944444488320086,248.0,-0.29444445048769313,0.0010473556,0.06257498
580000,1.2783527,0.00024227425,-0.108390905,-0.19629629922133904,248.0,-0.18095238435836064,0.0007365509,0.07036926
585000,1.2782799,0.00024176983,-0.09387733,-0.13333333532015482,248.0,-0.16956522056589957,0.00059323467,0.06518621
590000,1.2775927,0.00024126156,-0.09110924,-0.2444444480869505,248.5,-0.23157895199562373,0.00070699095,0.071944326
595000,1.2759917,0.00024075332,-0.0942317,-0.3333333383003871,248.0,-0.3333333399560716,0.00092265266,0.06869699
600000,1.2736279,0.00024024837,-0.10694134,-0.2962963007114552,248.0,-0.3157894811347911,0.00092312275,0.082121804
605000,1.2723658,0.00023974395,-0.106683716,-0.2888888931936688,248.0,-0.2909090976146134,0.00090239116,0.07497197
610000,1.270247,0.00023923643,-0.09756124,-0.19444444734189245,248.0,-0.19545454904437065,0.0007969015,0.067622684
615000,1.2678118,0.00023872833,-0.089408934,-0.25555555936363006,248.0,-0.2555555614332358,0.0007908093,0.067689985
620000,1.2666101,0.00023827834,-0.08442317,-0.2777777819169892,248.0,-0.2777777815030681,0.0009002836,0.07069841
625000,1.2660867,0.00023777336,-0.08407267,-0.19259259546244586,248.0,-0.17619047917070843,0.00053342286,0.07681028
630000,1.2649002,0.00023726896,-0.08040195,-0.22777778117193115,248.0,-0.2409090961922299,0.0006135345,0.07364668
635000,1.2636782,0.0002367607,-0.078328356,-0.1777777804268731,248.5,-0.17500000447034836,0.00057992403,0.07043613
640000,1.2605697,0.00023625242,-0.07923324,-0.2111111142569118,248.0,-0.2111111150847541,0.0005740485,0.06392076
645000,1.2593722,0.00023574744,-0.078981236,-0.2185185217746982,248.0,-0.20000000337236806,0.0006015842,0.06813925
650000,1.2579015,0.00023524303,-0.07782154,-0.2111111142569118,248.0,-0.23636364124038003,0.0006284699,0.07259202
655000,1.2571337,0.00023473552,-0.078128934,-0.20555555861857203,248.0,-0.20000000433488327,0.0006340696,0.069341995
660000,1.256151,0.00023422741,-0.07654401,-0.2166666698952516,248.0,-0.21666667113701502,0.0007529827,0.073686466
665000,1.255137,0.00023377742,-0.082371466,-0.2222222255335914,248.0,-0.2222222255335914,0.00070099626,0.06250298
670000,1.2531339,0.00023327247,-0.07922359,-0.23333333681027094,248.0,-0.24285714754036494,0.0007427345,0.07665406
675000,1.2510482,0.00023276803,-0.08230949,-0.26666667064030963,248.0,-0.2454545504667542,0.0006406264,0.071914405
680000,1.2489887,0.0002322598,-0.08292039,-0.18888889170355266,248.5,-0.20000000335276127,0.00071865506,0.06732734
685000,1.2473664,0.00023175153,-0.073100224,-0.15555555787351397,248.0,-0.15555555828743511,0.00048006242,0.0680648
690000,1.2471659,0.00023124654,-0.07858732,-0.23703704056916414,248.0,-0.28947369048469945,0.00091374305,0.06904092
695000,1.2462754,0.00023074217,-0.08133652,-0.2111111142569118,248.0,-0.19545454938303342,0.00064194476,0.06616861
700000,1.2446657,0.00023023461,-0.07239837,-0.17222222478853333,248.0,-0.15909091180021112,0.00048388875,0.06446991
705000,1.2435282,0.00022972652,-0.06764938,-0.18888889170355266,248.0,-0.1888888921174738,0.0006273249,0.068925254
710000,1.2423079,0.00022927651,-0.0702272,-0.18333333606521288,248.0,-0.18333333689305517,0.00053817977,0.06950407
715000,1.2421815,0.00022877156,-0.068536535,-0.19629629922133904,248.0,-0.18571428919122332,0.0005249602,0.063692115
720000,1.2425127,0.00022826715,-0.074921586,-0.17222222478853333,248.0,-0.1863636401566592,0.00071561197,0.07440131
725000,1.24106,0.0002277589,-0.07284327,-0.2222222255335914,248.5,-0.22000000402331352,0.00067926774,0.07318242
730000,1.2400757,0.00022725062,-0.07018389,-0.1777777804268731,248.0,-0.17777778208255768,0.00060895586,0.073023
735000,1.2394655,0.00022674567,-0.06968771,-0.2074074104980186,248.0,-0.22631579402245974,0.0005270297,0.06877969
