Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
2780000,1.1833779,0.00013331097,-1.1706334512680245,92.54545454545455,0.72419727,-1.1706334966601748
2785000,1.3558503,0.0001330606,-1.0742023137867676,123.52631578947368,0.83222103,-1.0678621670860495
2790000,1.257029,0.00013274633,-1.0351121657035127,103.32,0.7549884,-1.0630671024322509
2795000,1.3353975,0.00013245494,-1.4690787776194951,123.775,0.7396615,-1.4310778146836816
2800000,1.2784824,0.00013214553,-1.4453166915756233,112.11363636363636,0.59093237,-1.4453167245426977
2805000,1.3239132,0.00013183756,-0.9900457705109866,115.5813953488372,0.48529893,-0.9894500679913021
2810000,1.2693249,0.00013155464,-0.6053666017817348,108.30434782608695,0.41564792,-0.6012399326200071
2815000,1.1979148,0.00013125842,-0.6670125507765988,115.2,0.2640903,-0.6714499251710044
2820000,1.1370832,0.00013096337,0.020777292047796436,106.57142857142857,0.27730846,0.0017522977931158884
2825000,1.3215244,0.00013065395,-0.38753806639324023,121.6829268292683,0.20037484,-0.35320735668263786
2830000,1.4120001,0.0001303559,-0.6012462110158165,137.25,0.137266,-0.6286102642078657
2835000,1.250952,0.00013005604,-0.6780794437094128,124.21428571428571,0.08621519,-0.6780794734756151
2840000,1.2585945,0.00012975147,-0.6450586617088208,131.68421052631578,0.045055285,-0.7593735456466675
2845000,1.2114424,0.00012944457,-0.9557266808764325,109.84444444444445,-0.01490252,-0.8446898661346899
2850000,1.3361541,0.00012914305,-0.44576663089528185,130.78947368421052,-0.06967269,-0.46687626289693934
2855000,1.2650868,0.00012885302,-0.3727015393361171,127.425,-0.123532064,-0.29728548265993593
2860000,1.3904539,0.00012854583,-1.0599663170983433,132.40625,-0.17150953,-1.1731753626372665
2865000,1.451688,0.00012824229,-0.038109787930605106,169.2962962962963,-0.19133337,-0.02655131259450206
2870000,1.4373776,0.00012794002,-1.3832169661993405,190.1304347826087,-0.27857852,-1.338746901601553
2875000,1.3662918,0.00012763841,-0.8138369767317837,173.78378378378378,-0.2588687,-0.852843812149432
2880000,1.4304847,0.00012734527,0.05381906287041039,191.66666666666666,-0.20943004,0.044595283057008474
2885000,1.4339812,0.00012703829,-0.6181096913432191,216.15384615384616,-0.2056922,-0.48696777854974455
2890000,1.2671291,0.00012672298,-0.060941911040395605,152.02777777777777,-0.1844341,-0.13025648234965834
2895000,1.32971,0.00012643698,-0.18765442515400754,116.57142857142857,-0.22020553,-0.18765445940551304
2900000,1.3256214,0.00012613529,-0.36884707072263806,136.37142857142857,-0.1729469,-0.36884710362979345
2905000,1.321422,0.00012585025,0.8426190415191096,197.875,-0.20496984,0.8426190440853437
2910000,1.3125021,0.0001255502,-0.04608352000895064,147.54054054054055,-0.1580126,-0.11912724353735232
2915000,1.3221667,0.00012524947,-0.22785302334963328,133.0,-0.22329271,-0.11922014110228595
2920000,1.2917284,0.00012495468,0.06443882888130853,157.73333333333332,-0.1939098,0.026552877118510586
2925000,1.2978181,0.00012465133,-0.05568516479254895,164.9090909090909,-0.16661993,-0.08846131199970841
2930000,1.3411722,0.00012436186,-0.4133826354802425,151.64285714285714,-0.2240464,-0.364881509336932
2935000,1.3225805,0.00012405452,-0.1617780106371659,183.03333333333333,-0.19358791,-0.16177803799510002
2940000,1.3785146,0.00012375081,-0.08262360901005229,155.2962962962963,-0.22906259,-0.08262364842273572
2945000,1.3503709,0.0001234482,-0.32321772890581585,284.95454545454544,-0.15264016,-0.2708630952097121
2950000,1.3562589,0.00012315794,-0.5078615133720632,167.75,-0.17711118,-0.5514235737777892
2955000,1.2869905,0.00012285006,0.42722223085050887,191.4814814814815,-0.13828866,0.4272222176746086
2960000,1.4393973,0.00012255945,-0.3279593332495381,260.9375,-0.11530619,-0.3087071632345518
2965000,1.409887,0.00012226262,-0.1332915412296978,300.3157894736842,-0.17140579,-0.15746408384293317
2970000,1.3190744,0.00012195129,-1.0700679760429703,265.85714285714283,-0.20856886,-1.0680590657517315
2975000,1.374361,0.00012164576,0.8647854530674651,179.07142857142858,-0.20175138,0.7966808810316283
2980000,1.411318,0.00012133935,0.9845535186985637,248.30769230769232,-0.09359582,1.2278002370924999
2985000,1.3411387,0.00012104729,0.3621565387787606,298.85714285714283,-0.10867016,0.2577672675251961
2990000,1.2789416,0.000120758785,-0.15437549946933646,200.57894736842104,-0.075978346,-0.21249961728851
2995000,1.3390583,0.000120443656,0.3527727249822116,292.0833333333333,-0.07823958,0.2860945537686348
3000000,1.2652487,0.00012015369,-0.2493520443302838,157.54545454545453,-0.06452795,-0.1301569938659668
3005000,1.4116147,0.00011986529,-0.3924426837000003,151.46153846153845,-0.048770893,-0.3924426528123709
3010000,1.331162,0.00011955478,1.1862577545784734,277.08,-0.03289829,1.2328038352231185
3015000,1.2526754,0.00011926219,1.03461976821107,239.7037037037037,-0.043229487,1.0001387574842997
3020000,1.1708893,0.000118949756,0.7951270437890798,162.875,-0.0411645,0.79512700997293
3025000,1.3036104,0.000118650416,2.2881251275456305,415.72727272727275,0.05492433,2.68875338435173
3030000,1.3859984,0.00011835723,1.9651256680934404,268.1818181818182,0.15667252,0.7301051369444891
3035000,1.3528455,0.00011805316,1.9709824331975294,344.25,0.1752713,2.732220109265584
3040000,1.3787975,0.00011776066,3.99435213988595,591.3,0.2630805,4.605858276953869
3045000,1.2464004,0.00011745588,3.2601087301251517,455.6923076923077,0.19448373,2.919443713767188
3050000,1.3543277,0.000117148054,0.2066644993873827,182.73333333333332,0.21140537,0.20666449069976806
3055000,1.3484408,0.00011686134,0.988720275687001,958.0,0.2583118,0.9887203127145767
3060000,1.3396583,0.00011655526,0.9261175790128959,430.125,0.17269687,0.926117455586791
3065000,1.4101729,0.00011625865,-0.8456573702895867,872.75,0.22285768,-0.8456571418792009
3070000,1.3277428,0.00011595324,2.4130828778469486,560.2857142857143,0.16830362,2.4130828455090523
3075000,1.2662019,0.00011564983,0.5572173176805235,373.1111111111111,0.16010222,0.6028753402916824
3080000,1.2543089,0.0001153417,0.8886378594398766,239.76190476190476,0.17127028,0.6171443905415279
3085000,1.3099098,0.000115046496,0.7608800148752076,209.33333333333334,0.15223235,1.2330312594771384
3090000,1.2642395,0.000114752365,1.0525789155709997,378.1111111111111,0.22995052,1.1336843901697327
3095000,1.2612071,0.000114454524,0.4883365928888755,253.66666666666666,0.17457913,0.5284580166141192
3100000,1.3647608,0.000114164155,0.061012313378000727,375.0,0.24946514,-0.1127245306968689
3105000,1.3526268,0.000113836184,0.7727441473362805,418.72727272727275,0.22308567,0.7727440995248881
3110000,1.4150922,0.000113517366,1.5923840443013735,341.1666666666667,0.29020244,1.1450712352991104
3115000,1.277526,0.000113234855,-0.2897857580857238,788.6363636363636,0.1944928,0.0534419707643489
3120000,1.2841783,0.00011294894,3.2351722760748394,822.0,0.18897909,3.2351722518603006
3125000,1.2881501,0.0001126518,2.110450059620317,417.0,0.19837703,2.1104501235214146
3130000,1.2532468,0.00011234369,0.19596150396240167,299.6666666666667,0.13923113,0.19596164636313915
3135000,1.3507209,0.00011204385,0.15776035950198597,386.44444444444446,0.18016018,0.15776044833991262
3140000,1.2218074,0.000111737114,1.4567301033434474,311.90909090909093,0.21154514,1.456730224869468
3145000,1.4277045,0.00011145167,1.394264958730825,412.3333333333333,0.24018751,1.49827179312706
3150000,1.3994573,0.00011114938,6.2173530740644765,2383.0,0.25245884,4.253969758749008
3155000,1.3467236,0.00011084371,1.6597791251181964,1075.5,0.23996781,2.1530993250863895
3160000,1.3452034,0.000110546236,1.6905125238372927,715.3333333333334,0.21438642,1.690512292087078
3165000,1.387432,0.00011024708,-0.05002859157078395,210.33333333333334,0.22831488,-0.050028434256091714
3170000,1.4131215,0.00010994895,6.125181555709105,917.5,0.24867508,6.125181704759598
3175000,1.4541997,0.00010964772,None,None,0.271101,None
3180000,1.321849,0.000109348,7.378298796985367,1654.5,0.21678847,7.37829861479501
3185000,1.3132159,0.000109046465,1.4176757370662265,622.0909090909091,0.23352595,1.4176758351651104
3190000,1.3589705,0.000108740314,3.774838007317885,377.2,0.27586678,3.7748379528522493
3195000,1.3955866,0.000108450295,2.5926684343897555,909.6666666666666,0.31252494,0.8179018292576075
3200000,1.4047039,0.00010814429,5.832635932888479,1184.3333333333333,0.29500905,7.719535320997238
3205000,1.3507767,0.00010782907,2.394810160244041,1216.2857142857142,0.2363704,2.1556468680500984
3210000,1.3336301,0.00010754251,3.107347216943708,426.3333333333333,0.25791782,3.107347122497029
3215000,1.4082311,0.00010724509,5.576883786900377,865.6666666666666,0.2891855,5.576883882284164
3220000,1.3508667,0.000106945816,4.238206373893588,950.7142857142857,0.27054548,4.238206574992676
3225000,1.3721855,0.000106643216,0.8601587719895178,535.5,0.28559867,0.8601589249446988
3230000,1.3544539,0.000106355445,1.210343205292702,445.75,0.31257445,1.2103431914001703
3235000,1.324947,0.000106062485,3.9724127730951864,1395.625,0.2650682,3.97241302812472
3240000,1.3120013,0.0001057677,1.2255546954976733,902.8333333333334,0.3058236,1.6928819291293622
3245000,1.3340421,0.00010545713,1.8512185322664056,523.8333333333334,0.25834876,1.6233492228560722
3250000,1.3033957,0.0001051542,2.225935196626849,503.61538461538464,0.26021966,2.042753343237564
3255000,1.3965709,0.000104850784,-1.0307015312309886,274.0,0.3013167,1.6967075914144516
3260000,1.443208,0.00010455608,9.333608139506168,1787.5,0.3250323,9.333607736974955
3265000,1.3947604,0.000104260944,5.098474052513029,986.8,0.3250292,5.098474271595478
3270000,1.3872747,0.000103959486,1.5486679152137792,1761.3333333333333,0.34098965,1.5486682454744976
3275000,1.3265694,0.000103660495,2.882129082285587,676.25,0.33024985,2.882129167439416
3280000,1.4149823,0.00010336243,-0.6705555895773614,1921.0,0.34417015,-0.6705555990338326
3285000,1.3796422,0.00010305871,3.2884032124101394,1275.6,0.32443678,3.288403316214681
3290000,1.4031872,0.00010275051,2.3020807308228086,995.0,0.30603147,2.302080661058426
3295000,1.398941,0.000102442486,None,None,0.3296536,None
3300000,1.3918679,0.00010214613,6.311384775234728,2399.0,0.29501283,6.31138487579301
