Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
8010000,1.3682619,0.0001499148,-0.059909996,-0.5906706155591464,405.72222222222223,-0.5906706187460158
8020000,1.3684818,0.000149721,-0.08049358,-0.3066917820944495,568.7142857142857,-0.2697375178337097
8030000,1.3686739,0.00014953349,-0.074186385,-0.5399638504208674,458.8888888888889,-0.5665856064542344
8040000,1.3688117,0.00014934802,-0.034285925,-0.28578630729559035,691.6,-0.22339849932385342
8050000,1.3687549,0.00014916045,-0.020271923,0.3192083408846104,494.64285714285717,0.2206467525412639
8060000,1.3686672,0.00014896608,-0.07447096,-0.6502877132184545,546.6666666666666,-0.6502876991613044
8070000,1.3686607,0.00014877928,-0.09554952,-0.4104536000158987,654.5454545454545,-0.379620999984798
8080000,1.3686315,0.0001485963,-0.10523888,-0.5339430417921643,594.5,-0.5688760705292225
8090000,1.3686115,0.00014840833,-0.08201208,-0.5381371720682687,513.0555555555555,-0.5381371759188672
8100000,1.3684434,0.00014822143,-0.10840831,-0.32853324596632133,433.7037037037037,-0.3285332560815193
8110000,1.3681896,0.00014802974,-0.088104114,-0.2519005239263061,423.32,-0.23482258691607663
8120000,1.3681769,0.00014783871,-0.10348583,-0.4559199574108458,397.72727272727275,-0.4648699828059129
8130000,1.3683155,0.00014765371,-0.15583375,-0.39777666437633646,505.46666666666664,-0.5082548021871064
8140000,1.3684359,0.00014746524,-0.15046287,-0.4615032805415103,511.28,-0.39956401729096586
8150000,1.3685586,0.00014727625,-0.18260212,-0.3892882856778756,475.0,-0.389288289295066
8160000,1.3686603,0.00014709255,-0.15752041,-0.39033744196404724,492.4761904761905,-0.39033744178180185
8170000,1.3686922,0.00014690761,-0.17019476,-0.8354498623748441,519.75,-0.8354498574044555
8180000,1.3687192,0.00014672018,-0.13491963,-0.7470405784891531,521.7142857142857,-0.7470405974114934
8190000,1.3686798,0.00014653408,-0.07568663,-0.07419042665627786,421.32,-0.10800012748222798
8200000,1.3685864,0.00014634413,-0.1507017,-0.8161352710746238,399.9583333333333,-0.76375318163385
8210000,1.368543,0.00014615896,-0.1218748,-0.8654745285277707,504.8235294117647,-0.8462774909825789
8220000,1.3683684,0.00014597185,-0.17335898,-0.5826941646117024,518.2631578947369,-0.5826941618303719
8230000,1.3681293,0.00014578315,-0.12866224,-0.7670754585248384,483.9583333333333,-0.7551745401452417
8240000,1.3680154,0.00014559817,-0.11803022,-0.9293802158241306,485.95,-0.9346857526383939
8250000,1.367945,0.0001454071,-0.06426945,-0.7953019099402202,574.7333333333333,-0.795301907385389
8260000,1.3681968,0.00014521644,-0.08053968,-0.7033228598855203,572.0,-0.6850059713776174
8270000,1.3684975,0.00014502804,-0.0819312,-0.4053931827454815,499.94444444444446,-0.40724721752728027
8280000,1.3685508,0.00014483897,-0.11771796,-0.8667188243795992,521.047619047619,-0.8640530957352548
8290000,1.3685952,0.0001446537,-0.12960078,-0.4462840533267895,451.0,-0.47481437205252325
8300000,1.3688623,0.00014446724,-0.12571082,-0.2943582948952864,545.1578947368421,-0.2943583063683228
8310000,1.3690008,0.0001442824,-0.07294021,-0.7613056737624758,444.05263157894734,-0.7613056831453976
8320000,1.3690252,0.00014409759,-0.13023543,-0.4020972649527003,567.578947368421,-0.3662958022000061
8330000,1.3689842,0.00014390773,-0.1516708,-0.777880846178564,435.39130434782606,-0.7890743081225082
8340000,1.3690481,0.00014372177,-0.10779634,-0.6286755685470876,475.1578947368421,-0.6046002254717879
8350000,1.369071,0.00014353717,-0.12779517,-0.5012514691477311,637.1333333333333,-0.5041080345710118
8360000,1.3690796,0.00014334454,-0.15101646,-0.8160968383738127,574.2380952380952,-0.8127170239264766
8370000,1.3691424,0.0001431559,-0.11442982,-0.7694292638533577,466.2631578947368,-0.7708671298368197
8380000,1.3692478,0.00014297108,-0.12657203,-0.7221484307827066,576.1666666666666,-0.7400795065944916
8390000,1.3693982,0.00014278184,-0.15735349,-0.518557930850875,615.375,-0.5185579229728319
8400000,1.3695885,0.00014259016,-0.15686566,-0.7578649587820493,541.2105263157895,-0.7578649570871341
8410000,1.3696945,0.00014240203,-0.15213245,-0.8181730645977344,401.0416666666667,-0.8181730737754455
8420000,1.3696632,0.000142218,-0.15015,-0.6229985824297182,424.08,-0.6229985730350017
8430000,1.3696116,0.00014202867,-0.1286447,-0.5553464535397851,456.5263157894737,-0.5268585651906
8440000,1.369597,0.00014183906,-0.10967726,-0.8524564336370936,570.6111111111111,-0.8638076033247145
8450000,1.3696382,0.00014165441,-0.19028567,-0.4922483081719838,428.84,-0.4922483151778579
8460000,1.3697022,0.00014147094,-0.180865,-0.6559608767320242,379.7083333333333,-0.6559608804915721
8470000,1.3697021,0.00014128334,-0.17154612,-0.7110500827381786,436.3809523809524,-0.7110500698465676
8480000,1.3696952,0.00014109239,-0.20516133,-0.7372643121405937,548.7142857142857,-0.7618958642240614
8490000,1.369685,0.0001409044,-0.108364366,-0.5448622682524729,523.625,-0.49278829619288445
8500000,1.3696365,0.00014071792,-0.13345362,-0.30127094458657666,659.0,-0.29284854902653024
8510000,1.3695433,0.00014052857,-0.2217439,-0.3761636936491414,522.1,-0.41599283336351317
8520000,1.369431,0.00014034117,-0.1262549,-0.7833284573086227,544.7777777777778,-0.7833284649790989
8530000,1.369152,0.00014015159,-0.14005792,-0.7265126926504308,467.85714285714283,-0.7117931412998587
8540000,1.3689023,0.00013996298,-0.16649216,-0.7991761734010652,517.0454545454545,-0.7978982655331492
8550000,1.3687723,0.0001397819,-0.16976728,-0.34852140831636086,469.11764705882354,-0.3874379068923493
8560000,1.3686466,0.00013959777,-0.15436232,-0.44721848245995044,594.2631578947369,-0.557920513726357
8570000,1.3685327,0.00013940703,-0.1285521,-0.5616559885139313,422.6818181818182,-0.4700440581402053
8580000,1.3684511,0.00013921877,-0.13725002,-0.582606781348295,498.8,-0.5826067769899964
8590000,1.3683313,0.00013903284,-0.12739424,-0.6444487115110556,416.5,-0.6444487219753986
8600000,1.368202,0.0001388438,-0.14515173,-0.20545289131102132,447.2083333333333,-0.16816205454423375
8610000,1.3680291,0.0001386522,-0.15522054,-0.38359331623036674,370.81481481481484,-0.4078629192497049
8620000,1.3678594,0.00013846294,-0.13520975,-0.4259058723526488,456.0,-0.42590586527843366
8630000,1.3676877,0.00013827914,-0.17642762,-0.605623819200327,395.17391304347825,-0.6056238058549555
8640000,1.3676279,0.000138095,-0.15549406,-0.435024381306513,517.8095238095239,-0.4350243660488299
8650000,1.3676162,0.00013790972,-0.1464539,-0.46962058632466086,450.7368421052632,-0.4696205877944043
8660000,1.3675432,0.00013771933,-0.09354699,-0.36057122356578475,476.77272727272725,-0.3605712322856892
8670000,1.3675469,0.00013753037,-0.10607185,-0.4348148258280465,418.5416666666667,-0.4348148174855548
8680000,1.3675534,0.00013734242,-0.15208869,-0.4541475505575363,516.4,-0.4541475550737232
8690000,1.3675028,0.00013715519,-0.17868869,-0.6862411438740214,459.7368421052632,-0.68624114931414
8700000,1.3674532,0.00013696653,-0.13863315,-0.904603253173072,582.0,-0.9046032475307584
8710000,1.3673314,0.00013677783,-0.05684999,-0.5660902816131343,480.2631578947368,-0.5660902946991356
8720000,1.3672346,0.00013659308,-0.098828055,-0.4943169847635242,559.0,-0.4943169749031464
8730000,1.3672613,0.00013640632,-0.12806213,-0.4876694227919374,568.3636363636364,-0.48766942927613854
8740000,1.3673269,0.00013621619,-0.11231298,-0.4294493295535424,460.5,-0.42944931696084415
8750000,1.3673561,0.00013602844,-0.11587405,-0.820744415774243,482.94444444444446,-0.8207444110885262
8760000,1.3673153,0.00013584501,-0.15142308,-0.6672670801005097,488.05,-0.6672670733649284
8770000,1.3672326,0.00013565482,-0.112438194,-0.6446701886537388,480.875,-0.6278101222832566
8780000,1.3671131,0.00013546948,-0.13681409,-0.8483508626660822,502.6842105263158,-0.857555896230042
8790000,1.3669465,0.00013528064,-0.1488216,-0.46699637969900126,420.0869565217391,-0.46699637283935497
8800000,1.3668381,0.00013508764,-0.14731638,-0.6063425077854145,414.8076923076923,-0.6063425086008815
8810000,1.3667427,0.0001349036,-0.15989245,-0.6146543419350304,436.9047619047619,-0.614654338519488
8820000,1.3666056,0.00013471828,-0.0693783,-0.35171393975033427,589.8666666666667,-0.35171394447485604
8830000,1.3664198,0.00013453374,-0.10957698,-0.5601147915396723,471.5,-0.5601147873327136
8840000,1.366245,0.00013434127,-0.13267,-0.7649229093638662,511.22727272727275,-0.7514903681086642
8850000,1.3661536,0.00013414986,-0.09032597,-0.8779860443055874,517.5714285714286,-0.8856687865389342
8860000,1.3661861,0.00013396335,-0.14693256,-0.5915827900443338,417.39130434782606,-0.5690061179921031
8870000,1.3662089,0.0001337813,-0.1520916,-0.9681467812285215,481.5238095238095,-0.9736069071699273
8880000,1.3660902,0.00013359652,-0.159724,-0.669674661906486,434.0952380952381,-0.6696746527616467
8890000,1.3660183,0.00013340417,-0.13063075,-0.5562045262539125,489.1818181818182,-0.6481994501359406
8900000,1.3659534,0.00013321708,-0.10008957,-0.5398426817509493,465.6842105263158,-0.4440661109052598
8910000,1.3660553,0.00013302972,-0.23089124,-0.8147727123165774,463.4583333333333,-0.8147727076429874
8920000,1.3661361,0.00013283872,-0.17157269,-0.7481245293655727,476.36842105263156,-0.7481245395580405
8930000,1.3661766,0.00013265207,-0.057960782,-0.5306030496191981,646.7142857142857,-0.5282554163669164
8940000,1.3662019,0.00013246873,-0.10135734,-1.001614364423164,595.8421052631579,-0.9795897636096924
8950000,1.3663089,0.00013228018,-0.11746186,-0.7328673451647774,506.4375,-0.7328673357260413
8960000,1.3663994,0.00013209405,-0.1536402,-0.5074339776157021,494.45454545454544,-0.507433994249864
8970000,1.3664513,0.00013191001,-0.12135239,-0.9628925880551833,559.625,-0.9628926118602976
8980000,1.3664311,0.0001317187,-0.10472521,-0.5347161949788036,479.75,-0.5347161856479943
8990000,1.3663821,0.00013153303,-0.1391459,-0.6904501193981988,609.1176470588235,-0.6904501110205755
9000000,1.3664553,0.00013134471,-0.08272237,-0.3254803164984748,652.0,-0.3254802915533738
9010000,1.3665714,0.0001311575,-0.10231104,-0.6919621580995486,530.1904761904761,-0.6919621724990153
9020000,1.3665957,0.00013097395,-0.09869566,-0.39449028404551034,453.0869565217391,-0.36577913499521936
9030000,1.3665949,0.00013078298,-0.15042067,-0.8665552379559655,411.95652173913044,-0.873204422610191
9040000,1.3666376,0.00013059289,-0.14636594,-0.6532367944938332,429.27272727272725,-0.6532367924651639
9050000,1.3665904,0.00013040585,-0.14898092,-0.6320133505269907,480.1904761904762,-0.6320133446494028
9060000,1.3664733,0.00013021943,-0.17133412,-0.5049018366116798,472.6666666666667,-0.5049018416376341
