Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
135000,1.4405756,0.00028676985,-0.18942428,0.006189608,0.06439114,-1.0285714289971761,694.8571428571429,-1.0285714289971761
140000,1.4416714,0.00028625614,-0.17834996,0.0015851158,0.06958014,-1.0,1459.0,-1.0
145000,1.442832,0.00028576015,-0.16038068,0.0017080692,0.06940379,-0.8,1123.4,-0.8
150000,1.4449956,0.00028525142,-0.1193011,0.0015680569,0.07438788,-0.9333333373069763,1852.3333333333333,-0.9333333373069763
155000,1.4446336,0.00028476832,-0.1436588,0.0030932948,0.071936585,-0.9000000009934107,1193.6666666666667,-0.9000000009934107
160000,1.445795,0.00028424678,-0.16104044,0.0043563806,0.060154643,-1.133333335320155,856.8333333333334,-1.133333335320155
165000,1.4463085,0.00028373674,-0.13533027,0.002347892,0.06312794,-1.080000001192093,592.2,-1.080000001192093
170000,1.4472095,0.00028322707,-0.14844759,0.00459262,0.073388666,-1.133333335320155,1116.8333333333333,-1.133333335320155
175000,1.4477273,0.0002827647,-0.16893636,0.0018584059,0.072097376,-1.1000000014901161,1324.0,-1.1000000014901161
180000,1.44659,0.00028226033,-0.16057204,0.00234672,0.0717012,-1.0,774.1666666666666,-1.0
185000,1.4478211,0.00028173835,-0.11385451,0.0029163724,0.06558087,-0.9600000023841858,1195.8,-0.9666666686534882
190000,1.4475882,0.00028126655,-0.123065345,0.0017004465,0.07004458,-0.8000000007450581,1353.5,-0.8000000007450581
195000,1.447017,0.00028073337,-0.1634345,0.0027729452,0.06817764,-1.1500000022351742,795.0,-1.1500000022351742
200000,1.4461532,0.0002802426,-0.1713146,0.004279716,0.06932546,-1.080000001192093,1063.6,-1.080000001192093
205000,1.4446306,0.00027973772,-0.16341278,0.0014347917,0.06652677,-1.0400000005960464,735.6,-1.0400000005960464
210000,1.4445043,0.00027924374,-0.1395995,0.0028353399,0.06787904,-0.6500000022351742,1883.75,-0.6500000022351742
215000,1.4437696,0.00027875,-0.15850893,0.0045690853,0.07188769,-1.133333335320155,683.1666666666666,-1.133333335320155
220000,1.4441073,0.00027823713,-0.20576194,0.0033584787,0.066059865,-1.0,686.4,-1.0
225000,1.443876,0.00027777083,-0.16636212,0.004209808,0.06242627,-1.1666666691501935,1015.5,-1.1666666691501935
230000,1.4440902,0.00027724224,-0.107631415,0.0012968259,0.06687692,-0.5,1157.5,-1.0
235000,1.4453928,0.00027678156,-0.12268081,0.0036270542,0.06613946,-0.9666666686534882,1371.6666666666667,-0.8285714302744184
240000,1.4469864,0.00027625708,-0.15598969,0.00409165,0.06321871,-1.1000000014901161,796.3333333333334,-1.1000000014901161
245000,1.4490787,0.0002757805,-0.11712004,0.002760974,0.068686545,-0.75,953.25,-0.75
250000,1.4502238,0.00027524948,-0.15045795,0.0025215289,0.06781095,-1.2500000037252903,1408.25,-1.2500000037252903
255000,1.450839,0.00027474566,-0.13685682,0.004337932,0.074190915,-1.025000000372529,730.375,-1.025000000372529
260000,1.4514939,0.0002742469,-0.1689969,0.00197323,0.06707635,-0.9200000017881393,1083.8,-0.9200000017881393
265000,1.4514402,0.00027376073,-0.160817,0.004122812,0.063864484,-0.8000000007450581,923.5,-0.8000000007450581
270000,1.4506215,0.0002732472,-0.13871238,0.0034115592,0.06749781,-1.050000000745058,1338.0,-1.050000000745058
275000,1.4503073,0.0002727391,-0.17233986,0.0009886851,0.059664443,-1.2000000029802322,1360.6666666666667,-1.2000000029802322
280000,1.449414,0.00027221558,-0.15447152,0.004175709,0.07395502,-1.050000000745058,832.0,-1.050000000745058
285000,1.4493188,0.00027175076,-0.15591653,0.003277317,0.06360335,-0.7200000017881394,1556.2,-0.7200000017881394
290000,1.4503655,0.00027124255,-0.1158974,0.003464078,0.06307532,-1.0,693.25,-1.0
295000,1.4511117,0.00027073693,-0.115492985,0.0029637304,0.064219646,-0.8,1142.0,-0.8
300000,1.4506327,0.00027024932,-0.1534333,0.00273791,0.07125944,-0.6000000014901161,1775.5,-0.7333333343267441
305000,1.4503834,0.0002697603,-0.13348782,0.0014294286,0.067001104,-0.9500000029802322,1550.75,-0.9500000029802322
310000,1.4496717,0.0002692335,-0.09842865,0.0019850363,0.067709856,-1.2000000029802322,1033.0,-1.2000000029802322
315000,1.4489775,0.00026877175,-0.15383795,0.0028393937,0.06444738,-0.9000000009934107,1236.0,-0.9000000009934107
320000,1.4489906,0.0002682503,-0.08962116,0.0038470335,0.07522256,-0.866666667163372,976.1666666666666,-0.866666667163372
325000,1.4481201,0.00026773315,-0.14605224,0.0034312643,0.062908486,-1.1500000022351742,1229.5,-1.1500000022351742
330000,1.4475363,0.00026726312,-0.14822055,0.0019853446,0.072450496,-1.0,715.0,-1.0
335000,1.4476128,0.00026675532,-0.16073582,0.002920571,0.068233125,-1.0000000042574746,1480.857142857143,-1.0000000042574746
340000,1.4474884,0.00026624108,-0.18055788,0.004728196,0.058074124,-0.9428571441343853,844.1428571428571,-0.9428571441343853
345000,1.4457787,0.00026571794,-0.11128855,0.002535202,0.063448146,-1.0666666676600773,615.3333333333334,-1.0666666676600773
350000,1.4461135,0.00026525607,-0.17863774,0.0024509414,0.06852289,-0.8800000011920929,1221.0,-0.8800000011920929
355000,1.4472898,0.00026476086,-0.14891069,0.0052578333,0.061104424,-0.866666667163372,770.1666666666666,-0.866666667163372
360000,1.4483985,0.00026426764,-0.13689086,0.0015503177,0.068717934,-0.8800000011920929,980.4,-0.8800000011920929
365000,1.4468004,0.00026371595,-0.122388534,0.0018121973,0.06600261,-0.6400000005960464,1384.2,-0.6400000005960464
370000,1.4468896,0.00026325675,-0.12013586,0.0038716157,0.078592435,-1.0,738.0,-1.0
375000,1.4467049,0.00026276868,-0.1171811,0.005344074,0.07049727,-0.9250000007450581,1050.75,-0.9250000007450581
380000,1.4462193,0.00026224472,-0.09331453,0.003970195,0.061072577,-1.0,850.75,-1.0
385000,1.446276,0.0002617608,-0.09217081,0.0010462468,0.06323428,-0.8000000019868215,1120.6666666666667,-0.8000000019868215
390000,1.4462769,0.00026126945,-0.07748279,0.0033413703,0.07416933,-1.0,1662.75,-1.0
395000,1.4451569,0.00026078077,-0.053359598,0.0013094906,0.06690034,-1.2000000029802322,1925.0,-1.2000000029802322
400000,1.4451257,0.0002602481,-0.08727925,0.0017362075,0.067536235,-0.9000000009934107,1323.1666666666667,-0.9000000084439913
405000,1.4461923,0.00025974395,-0.06186158,0.0032745842,0.06840882,-0.7333333343267441,1184.6666666666667,-0.7333333343267441
410000,1.4468328,0.00025925756,-0.05139737,0.0033111158,0.07137875,-1.050000000745058,1311.25,-1.050000000745058
415000,1.4466249,0.0002587268,-0.042164396,0.0012898295,0.06437215,-1.3000000044703484,1706.5,-1.3000000044703484
420000,1.4455087,0.00025824405,-0.050276797,0.0031741012,0.071055144,-0.8666666696468989,1950.3333333333333,-0.8666666696468989
425000,1.4452614,0.00025774995,-0.05862438,0.00037155606,0.07413717,-0.8000000044703484,2105.0,-0.8000000044703484
430000,1.4445786,0.0002572427,-0.035948858,0.0011248732,0.07269904,-0.4000000059604645,2724.0,-0.4000000059604645
435000,1.4444578,0.0002567797,-0.034258317,0.0011217194,0.063571416,-0.6000000014901161,1812.5,-0.6000000014901161
440000,1.4443201,0.00025626578,-0.03367719,0.0016030312,0.06896192,-0.5200000017881393,2089.2,-0.5200000017881393
445000,1.4448445,0.00025577014,-0.019900495,0.0022326785,0.06892529,-0.7000000029802322,1523.5,-0.7000000029802322
450000,1.4450669,0.0002552406,-0.03857944,0.00043981607,0.07214791,-0.6000000014901161,1622.5,-0.6000000014901161
455000,1.4464687,0.00025475785,-0.049606998,0.0031259712,0.058239445,-0.8500000014901161,1213.0,-0.8500000014901161
460000,1.4469467,0.0002542254,-0.03896443,0.001172447,0.073899806,-0.46666666865348816,2001.6666666666667,-0.46666666865348816
465000,1.4465165,0.00025374984,-0.06638358,0.0035143252,0.063932866,-0.9500000029802322,1396.5,-0.9500000029802322
470000,1.4468014,0.00025324125,-0.06878203,0.0031880334,0.068142295,-1.0,1264.0,-1.0
475000,1.4488229,0.00025276685,-0.090275064,0.003692775,0.070458874,-1.0400000005960464,674.0,-1.0400000005960464
480000,1.4495027,0.0002522452,-0.09200533,0.0013823814,0.067782395,-0.8000000019868215,1440.3333333333333,-0.8000000019868215
485000,1.4495031,0.0002517779,-0.08643536,0.0027531916,0.060633864,-1.0666666676600773,1687.6666666666667,-1.0666666676600773
490000,1.448424,0.00025122167,-0.079574704,0.003993819,0.07587453,-0.9142857151372092,1444.142857142857,-0.9142857151372092
495000,1.4479786,0.00025072802,-0.048545126,0.0029347206,0.068735145,-0.9500000029802322,780.75,-0.9500000029802322
500000,1.4493366,0.0002502491,-0.08578451,0.004147693,0.060599394,-0.9428571441343853,936.1428571428571,-0.9428571441343853
505000,1.4501805,0.0002497381,-0.087856784,0.0029063243,0.065556385,-1.0,857.25,-1.0
510000,1.4496771,0.00024926907,-0.10689079,0.0038634764,0.07526918,-1.0333333338300388,478.6666666666667,-1.0333333338300388
515000,1.4502742,0.0002487651,-0.1246415,0.0017339834,0.06534361,-0.9000000022351742,1139.0,-0.9000000022351742
520000,1.44891,0.0002482541,-0.13049541,0.0012302158,0.075635135,-0.3500000014901161,1841.0,-0.3500000014901161
525000,1.4476248,0.00024774804,-0.11449421,0.004231919,0.070182785,-1.0400000005960464,917.4,-1.0400000005960464
530000,1.4477876,0.00024723719,-0.08416964,0.0022394387,0.061256126,-0.75,1228.0,-1.0
535000,1.4485064,0.00024671515,-0.07666739,0.0030703058,0.07013986,-1.0,706.5,-0.8
540000,1.4487505,0.00024623453,-0.119773,0.0036884877,0.06553278,-0.9333333348234495,1320.0,-0.9333333348234495
545000,1.449127,0.00024572955,-0.12150265,0.003255633,0.06177673,-0.6666666666666666,1089.6666666666667,-0.6666666666666666
550000,1.4483279,0.00024527573,-0.13823391,0.0039967992,0.062230118,-1.2000000029802322,1016.25,-1.2000000029802322
555000,1.4468746,0.00024474904,-0.14354393,0.0035503767,0.062475547,-1.1000000014901161,741.1666666666666,-1.1000000014901161
560000,1.4452078,0.0002442795,-0.13068716,0.0026921586,0.06938658,-0.8571428592715945,1091.857142857143,-0.8571428656578064
565000,1.4459343,0.00024375107,-0.122165725,0.007518212,0.06067141,-0.9000000022351742,1143.25,-0.9000000022351742
570000,1.4441278,0.00024325094,-0.16734874,0.0019330196,0.06428002,-1.0,688.3333333333334,-1.0
575000,1.4432143,0.00024275505,-0.16111425,0.004728848,0.068246335,-1.0000000016556845,964.6666666666666,-1.0000000016556845
580000,1.4427654,0.00024222212,-0.13695067,0.0028595114,0.06528549,-1.0666666676600773,368.3333333333333,-1.0666666676600773
585000,1.4417515,0.00024176414,-0.14231476,0.0026063772,0.0670478,-0.8800000011920929,1429.4,-0.8800000011920929
590000,1.4420573,0.00024124821,-0.09571847,0.00193834,0.06650077,-1.0,1722.6666666666667,-1.0
595000,1.4421823,0.00024074125,-0.07339534,0.003170005,0.073001176,-0.75,1286.0,-0.75
600000,1.4423048,0.00024023853,-0.054373108,0.0011538989,0.06751438,-1.2000000029802322,1214.5,-1.2000000029802322
605000,1.4431677,0.00023974071,-0.11189263,0.00790399,0.07012441,-1.0888888902134366,1089.2222222222222,-1.0888888902134366
610000,1.4444379,0.00023922873,-0.15214862,0.004443337,0.07202168,-1.1000000014901161,761.1666666666666,-1.1000000014901161
615000,1.4447976,0.00023874317,-0.18893532,0.00424329,0.06251276,-1.0,589.1666666666666,-1.0
620000,1.4440284,0.00023827178,-0.1604152,0.004521801,0.06940934,-1.2000000029802322,809.3333333333334,-1.2000000029802322
625000,1.4436986,0.00023773941,-0.18327066,0.003974954,0.0661965,-0.8888888905445734,1168.6666666666667,-0.8888888905445734
630000,1.443925,0.00023725159,-0.17676423,0.004824201,0.06874597,-1.0285714289971761,393.57142857142856,-1.0285714289971761
635000,1.4451762,0.00023675252,-0.2345513,0.004712943,0.07217324,-1.0285714289971761,689.8571428571429,-1.0285714289971761
640000,1.4459245,0.00023621386,-0.22559406,0.0047560353,0.06869697,-0.8000000003311369,738.5555555555555,-0.8000000052981906
645000,1.447059,0.00023573465,-0.22593547,0.0055093477,0.06604606,-1.1250000018626451,698.125,-1.1250000018626451
650000,1.4475852,0.00023526848,-0.20781925,0.0052119633,0.06738272,-1.0333333338300388,524.8333333333334,-1.0333333338300388
655000,1.4485751,0.00023476679,-0.16010854,0.0015534684,0.06368447,-1.0,770.5,-1.0
660000,1.4506981,0.00023424746,-0.14701302,0.00094310124,0.064443275,-1.1000000014901161,1004.75,-1.1000000014901161
665000,1.452664,0.00023372933,-0.115521744,0.0042385655,0.07762663,-0.7666666681567827,1733.3333333333333,-0.7666666681567827
670000,1.45287,0.00023325969,-0.13755302,0.004032331,0.0695918,-1.050000000745058,666.75,-1.050000000745058
675000,1.4537827,0.000232757,-0.15953386,0.0050860597,0.061584372,-1.080000001192093,1029.2,-1.080000001192093
680000,1.4545354,0.00023226233,-0.14087495,0.004379815,0.061251182,-1.0,619.1666666666666,-1.0
685000,1.4547131,0.00023176688,-0.15401295,0.00447648,0.06092473,-0.7666666681567827,1296.1666666666667,-0.7666666681567827
690000,1.4543049,0.00023122787,-0.13423535,0.0018837033,0.071900085,-1.050000000745058,689.0,-1.050000000745058
695000,1.4530815,0.00023074819,-0.13849308,0.00352716,0.064245455,-1.1600000023841859,912.8,-1.1600000023841859
700000,1.4529824,0.00023023855,-0.09389589,0.005810934,0.06327544,-1.050000000745058,726.25,-1.050000000745058
705000,1.4529276,0.00022971761,-0.16699076,0.0034722155,0.07061484,-1.0000000021287374,1305.7142857142858,-0.9666666686534882
710000,1.4529512,0.00022923596,-0.11504595,0.0033313276,0.060446978,-0.7333333343267441,1654.3333333333333,-0.8500000014901161
715000,1.4526677,0.00022876592,-0.12774344,0.0026708047,0.067999616,-1.0666666676600773,327.0,-1.0666666676600773
720000,1.4532707,0.00022825436,-0.14044778,0.002482241,0.075181134,-1.0,755.2,-1.0
725000,1.4520583,0.0002277622,-0.116638936,0.003829763,0.06541615,-0.5666666676600774,1598.1666666666667,-0.5666666676600774
730000,1.4503433,0.00022726794,-0.30203196,0.005894859,0.07455619,-0.9818181829019026,692.1818181818181,-0.9800000011920929
735000,1.4505278,0.00022676012,-0.21280259,0.004523494,0.06648052,-1.0,535.75,-1.0
740000,1.4505315,0.00022624052,-0.2746553,0.0058106193,0.076643094,-1.080000001192093,776.3,-1.080000001192093
745000,1.4504033,0.00022575914,-0.19884707,0.0027299318,0.07151769,-1.0666666676600773,574.6666666666666,-1.0666666676600773
750000,1.4510357,0.00022523111,-0.2192232,0.0069688982,0.07462721,-1.025000000372529,892.25,-1.025000000372529
755000,1.4506568,0.00022474291,-0.17636484,0.0020695669,0.07350975,-1.0,567.0,-1.0
760000,1.4506569,0.0002242255,-0.18884198,0.0031698532,0.06826649,-0.9600000023841858,1124.6,-0.9600000023841858
765000,1.4509131,0.00022375496,-0.1273351,0.0035092016,0.06749855,-1.0666666676600773,1070.6666666666667,-1.0666666676600773
770000,1.4520907,0.00022326937,-0.16463014,0.0039146435,0.06935465,-1.0,500.0,-1.0
775000,1.4529258,0.00022275477,-0.15527762,0.002617675,0.060466856,-0.8857142861400332,1170.2857142857142,-0.8857142861400332
780000,1.4528228,0.00022225009,-0.16921872,0.0049958127,0.0696747,-0.9500000011175871,750.75,-0.9500000011175871
785000,1.45199,0.00022175614,-0.17669594,0.0042020353,0.057363942,-1.0400000005960464,616.6,-1.0400000005960464
790000,1.4518523,0.0002212515,-0.1788698,0.0041082804,0.06694225,-1.075000001117587,909.0,-1.075000001117587
795000,1.4526949,0.00022072351,-0.18671538,0.003002306,0.06693452,-1.0,530.4,-1.0
800000,1.452501,0.00022024925,-0.18526064,0.0029043863,0.05880251,-0.866666667163372,1060.8333333333333,-0.866666667163372
805000,1.4518924,0.00021978075,-0.1806079,0.004689136,0.06755886,-0.8571428571428571,781.2857142857143,-0.8571428571428571
810000,1.4511619,0.0002192573,-0.14245139,0.0039619724,0.05762539,-1.0285714289971761,858.2857142857143,-1.0
815000,1.4511969,0.00021876305,-0.14220025,0.002649458,0.063913494,-1.2000000029802322,504.5,-1.2000000029802322
820000,1.4511116,0.0002182668,-0.13583314,0.002156572,0.07255602,-1.1000000014901161,1118.0,-1.0666666676600773
825000,1.4507775,0.00021774495,-0.17795569,0.0071871188,0.06275124,-0.9333333339956071,951.2222222222222,-0.9600000008940697
830000,1.4503123,0.00021721577,-0.20827158,0.0029411586,0.076818846,-1.0,759.0,-1.0
835000,1.4499986,0.0002167488,-0.16683744,0.004500798,0.06506715,-1.057142857994352,535.8571428571429,-1.057142857994352
840000,1.4502174,0.00021623372,-0.17855665,0.002630638,0.061205044,-1.0333333338300388,891.6666666666666,-1.0333333338300388
845000,1.4491048,0.00021575592,-0.22049104,0.003329889,0.0612331,-1.0,375.1666666666667,-1.0
850000,1.4481565,0.00021523888,-0.1896415,0.0021057047,0.07018207,-1.0,706.0,-1.0
855000,1.4484658,0.0002147839,-0.13292222,0.0035745986,0.06236103,-0.7333333343267441,1286.1666666666667,-0.7333333343267441
860000,1.4481463,0.00021427614,-0.1880735,0.0034279367,0.07039083,-0.9200000017881393,1018.6,-0.9200000017881393
865000,1.4467199,0.00021374869,-0.181862,0.0018774008,0.075672,-1.0,701.75,-1.0
870000,1.4453286,0.00021326132,-0.21435425,0.0027410022,0.062008996,-1.0,1153.0,-1.0
875000,1.4446537,0.00021277921,-0.186801,0.004053152,0.06998276,-0.9428571441343853,911.7142857142857,-0.9428571441343853
880000,1.4440448,0.00021226822,-0.16302872,0.0030020769,0.06083575,-0.866666667163372,931.0,-0.866666667163372
885000,1.4440602,0.00021173935,-0.15672477,0.00190897,0.063694485,-0.866666667163372,884.3333333333334,-1.0400000005960464
890000,1.4433241,0.00021123866,-0.34629375,0.00607254,0.05999583,-1.0600000008940698,678.5,-0.9636363644491542
895000,1.4431103,0.00021071782,-0.23107587,0.007491041,0.06112219,-1.0,709.6,-1.0
900000,1.4434041,0.00021023523,-0.26007023,0.0031487623,0.057972055,-1.0400000005960464,880.2,-1.0400000005960464
905000,1.4423673,0.00020972267,-0.21819101,0.0037183147,0.059016682,-1.057142857994352,845.1428571428571,-1.057142857994352
910000,1.4429251,0.00020923624,-0.19395915,0.0036837794,0.07520086,-1.0400000005960464,615.2,-1.0400000005960464
915000,1.4430045,0.00020874341,-0.14792693,0.0036377348,0.067927666,-1.0400000005960464,916.0,-1.0400000005960464
920000,1.4438058,0.00020827043,-0.20016578,0.0024646549,0.07176414,-0.9000000022351742,1109.75,-0.9000000022351742
925000,1.443796,0.00020775414,-0.1607134,0.0054951166,0.07437526,-1.0000000016556845,920.2222222222222,-1.0000000016556845
930000,1.4439743,0.00020723794,-0.20370568,0.0056135096,0.06648926,-0.911111111442248,605.8888888888889,-0.911111111442248
935000,1.4436175,0.00020671012,-0.20901553,0.0022729891,0.06458775,-1.025000000372529,474.625,-1.025000000372529
940000,1.4439893,0.00020625308,-0.17711055,0.0038585842,0.0704357,-1.050000000745058,504.5,-1.050000000745058
945000,1.4438094,0.00020575925,-0.19364986,0.0019069624,0.067264594,-0.5500000007450581,1668.75,-0.5500000007450581
950000,1.4423528,0.00020525737,-0.13272817,0.0019704963,0.066609636,-1.050000000745058,933.0,-1.050000000745058
955000,1.4418677,0.000204756,-0.12834501,0.0037992503,0.06621155,-1.050000000745058,755.5,-1.050000000745058
960000,1.4408861,0.0002042504,-0.1665805,0.0030061689,0.06314702,-1.0000000018626451,1211.125,-1.0000000018626451
965000,1.4389504,0.00020375862,-0.12467472,0.0018358667,0.07514677,-1.0,1175.0,-1.0
970000,1.438311,0.00020321841,-0.1586658,0.0038011645,0.0702033,-1.0285714289971761,1227.5714285714287,-1.0285714289971761
975000,1.4385129,0.00020275985,-0.16333225,0.003795396,0.07102457,-1.0,490.6,-1.0
980000,1.4390358,0.00020221667,-0.20482917,0.0017096335,0.06965901,-0.8000000007450581,1233.25,-0.7333333343267441
985000,1.4401312,0.00020175661,-0.13864963,0.0019217267,0.07542615,-1.1000000014901161,1245.0,-1.0666666676600773
990000,1.4398838,0.00020122781,-0.13033107,0.0031351396,0.07177143,-0.7200000017881394,1463.6,-0.7200000017881394
995000,1.4391991,0.00020073366,-0.21272382,0.002813407,0.070645705,-0.8857142861400332,983.4285714285714,-0.8857142861400332
1000000,1.4392928,0.0002002602,-0.11766173,0.004079994,0.076792665,-0.9200000017881393,977.4,-0.9200000017881393
1005000,1.439311,0.0001997728,-0.11665934,0.0067307074,0.06457641,-1.1000000014901161,571.5,-1.1000000014901161
1010000,1.4388754,0.0001992763,-0.13008271,0.0028629692,0.07027013,-0.866666667163372,1138.0,-0.866666667163372
1015000,1.4391897,0.0001987416,-0.09119799,0.0032755118,0.06447857,-1.0,375.25,-1.0
1020000,1.4386033,0.00019826289,-0.17220823,0.004023011,0.058423012,-1.2000000029802322,870.1666666666666,-1.2000000029802322
1025000,1.4385307,0.0001977681,-0.18882713,0.0024551721,0.06668479,-0.7428571432828903,1090.0,-0.7428571432828903
1030000,1.4373202,0.00019723513,-0.15949667,0.002614291,0.07127224,-1.1000000014901161,755.8333333333334,-1.1000000014901161
1035000,1.4379474,0.00019670548,-0.118109375,0.0024154456,0.06766088,-1.1000000014901161,734.5,-1.1000000014901161
1040000,1.4384656,0.00019624471,-0.12409071,0.0031170796,0.07179125,-0.75,1238.5,-0.75
1045000,1.4387206,0.00019573346,-0.13111849,0.0019943714,0.06558053,-1.0,1076.75,-1.0
1050000,1.437892,0.00019525221,-0.1564022,0.0037276484,0.07698757,-0.8400000005960464,874.6,-0.8400000005960464
1055000,1.4379554,0.00019477119,-0.08954868,0.003090963,0.070590444,-0.7000000004967054,1365.3333333333333,-0.7000000004967054
1060000,1.4387081,0.00019420093,-0.17720278,0.003279556,0.07269658,-1.0,521.5555555555555,-1.0
1065000,1.4391125,0.00019374583,-0.17455664,0.004172089,0.065552786,-1.080000001192093,946.4,-1.080000001192093
1070000,1.4380563,0.00019323238,-0.11056548,0.003107461,0.06950173,-1.080000001192093,962.8,-1.080000001192093
1075000,1.4384146,0.00019274239,-0.1687624,0.0044323322,0.07637142,-0.9333333348234495,927.5,-0.9333333348234495
1080000,1.4388665,0.00019223428,-0.22723804,0.0036302756,0.07036631,-1.057142857994352,708.0,-1.057142857994352
1085000,1.4398794,0.00019175577,-0.15579835,0.004008677,0.060572594,-0.8000000007450581,1021.25,-0.8000000007450581
1090000,1.4413244,0.00019124121,-0.14040065,0.0043101218,0.06660767,-0.8000000007450581,1097.0,-0.8000000007450581
1095000,1.4426856,0.00019075093,-0.2024311,0.003847954,0.0706414,-0.9750000014901161,950.75,-0.9750000014901161
1100000,1.4436684,0.00019026101,-0.20225829,0.0048063947,0.07716788,-1.0400000005960464,848.2,-1.0400000005960464
1105000,1.4441239,0.00018978771,-0.19523253,0.0024228813,0.06895225,-1.0,705.0,-1.0
1110000,1.4450845,0.00018924092,-0.15659404,0.0029449093,0.068145774,-1.080000001192093,1061.8,-1.080000001192093
1115000,1.4457116,0.00018871538,-0.17616762,0.0017538086,0.06856899,-1.0400000005960464,1443.0,-1.0400000005960464
1120000,1.4455496,0.00018825551,-0.20196407,0.0039015247,0.06087552,-0.8000000007450581,1239.75,-0.8000000007450581
1125000,1.4452882,0.00018777025,-0.16066414,0.004406282,0.07560868,-1.0400000005960464,742.8,-1.0400000005960464
1130000,1.4449309,0.00018726157,-0.16246437,0.005512175,0.072197825,-1.057142857994352,839.5714285714286,-1.057142857994352
1135000,1.4445201,0.00018672291,-0.12796558,0.00051929813,0.07180914,-0.8000000019868215,1264.3333333333333,-0.8000000019868215
1140000,1.4451195,0.00018621334,-0.14109886,0.0042813434,0.06626975,-1.057142857994352,897.4285714285714,-1.0666666676600773
1145000,1.4455012,0.00018576595,-0.15726253,0.004306051,0.07115477,-1.0,911.6666666666666,-1.0
1150000,1.445841,0.00018526455,-0.23667753,0.0046840445,0.07602626,-1.0,714.25,-1.0
1155000,1.4460144,0.00018476792,-0.16883074,0.0041048704,0.072317794,-1.0,549.0,-1.0
1160000,1.4464029,0.00018424013,-0.18651764,0.0049271053,0.06688469,-1.0333333338300388,991.1666666666666,-1.0333333338300388
1165000,1.4463068,0.00018373458,-0.17880382,0.0034547625,0.071812116,-1.0857142869915282,833.8571428571429,-1.0857142869915282
