Steps,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
1210000,0.25383148,0.005022598,0.014079129,1.4064393,0.00022770984,1.2542311521829106,975.6666666666666,1.2542311946551006
1220000,0.259342,0.0013151077,0.018811876,1.4065312,0.00022708975,7.872783027589321,3221.0,7.872783109545708
1230000,0.2738834,5.955757e-05,0.018766413,1.406493,0.00022647971,14.291547316359356,4981.0,14.291547432541847
1240000,0.25537845,5.628557e-05,0.012663601,1.4063512,0.00022590271,14.249142475171539,4981.0,14.24914245804151
1250000,0.26675048,None,None,1.4061826,0.00022529814,None,None,None
1260000,0.28107005,5.474661e-05,0.014527547,1.4059427,0.00022469567,15.444351570680737,4981.0,15.444351732730865
1270000,0.28877005,5.908405e-05,0.023781426,1.4055301,0.00022410936,12.829182103901985,4981.0,12.829182133078575
1280000,0.2831641,0.0028127017,0.010706993,1.4052991,0.0002234905,11.522666370896332,4113.5,11.52266637980938
1290000,0.2753291,0.0028834553,0.012837607,1.4052804,0.00022288115,11.457740972563624,3983.4,11.45774102807045
1300000,0.26996985,0.0013473541,0.02229989,1.4055214,0.00022230715,15.342212726245634,4981.0,15.342212677001953
1310000,0.27171874,5.1860457e-05,0.013710951,1.405538,0.00022169996,8.372396170006445,3090.6666666666665,8.372396131356558
1320000,0.2709632,0.0038368378,0.01732113,1.4053748,0.00022108958,10.686136683604369,3835.0,10.686136772235235
1330000,0.25062513,0.0038700143,0.010707065,1.4051656,0.00022049273,5.3611045852303505,2332.0,5.361104726791382
1340000,0.25108486,8.910904e-05,0.015281269,1.4049242,0.00021989636,13.487330387346447,4981.0,13.487330436706543
1350000,0.25794718,5.1416264e-05,0.0099728545,1.4047015,0.00021930628,12.527257092180662,4501.0,12.527257084846497
1360000,0.26098278,0.0027414327,0.019397294,1.4045385,0.00021869819,4.459690291434526,2127.5,4.459690347313881
1370000,0.26228103,0.0025843468,0.014246728,1.4043628,0.00021807668,8.765758400026243,3625.4,8.765758395195007
1380000,0.27415273,0.0012760996,0.015425879,1.4040755,0.000217477,7.029715441012134,2981.3333333333335,7.029715478420258
1390000,0.26489285,0.0027028506,0.016948177,1.4037997,0.0002168975,10.67619162844494,4030.5,10.676191583275795
1400000,0.26270756,0.0012487281,0.012704758,1.4036554,0.00021630745,10.539104169933125,3892.5,10.539104208350182
1410000,0.2753151,0.0014157929,0.015938232,1.4037116,0.00021570646,10.564992128871381,4191.0,10.564992159605026
1420000,0.2860269,0.0027964006,0.015505415,1.4039565,0.00021509605,3.225639838104447,1392.0,3.225639899571737
1430000,0.28929225,0.004099649,0.01730321,1.4041628,0.00021449197,10.968197104521096,3845.5,10.968197152018547
1440000,0.28467208,0.0057181204,0.01649052,1.4041128,0.0002139012,10.24538073388006,3616.5,10.245380689700445
1450000,0.27551383,0.0014734304,0.0146839535,1.4039282,0.00021331325,6.078488133731298,2418.5,6.0784881338477135
1460000,0.25764552,0.005408864,0.018973911,1.4038868,0.00021271262,8.121757925953716,3236.5,8.121757835149765
1470000,0.26200196,9.511938e-05,0.017576369,1.4036169,0.00021210342,None,None,None
1480000,0.264816,0.0011638436,0.014869596,1.4032328,0.00021150464,3.063852496445179,1289.0,3.0638524889945984
1490000,0.26908216,4.5066547e-05,0.011317385,1.4030137,0.00021089283,13.666104755320703,4981.0,13.66610461473465
1500000,0.25220284,4.5048015e-05,0.0181112,1.4028308,0.00021029061,13.864728694742857,4847.0,13.864728704094887
1510000,0.25344774,0.0014129407,0.013199529,1.4025106,0.00020970505,14.020985120907426,4981.0,14.02098524570465
1520000,0.25436518,0.002586494,0.009848755,1.4024124,0.00020910302,7.150460772689257,2879.75,7.150460846722126
1530000,0.26328582,0.002438633,0.011556606,1.4027854,0.00020850913,5.3743673441931605,2123.0,5.374367356300354
1540000,0.2704851,None,None,1.4032271,0.00020789757,None,None,None
1550000,0.27809778,8.253005e-05,0.011477407,1.4031024,0.0002072797,11.430853948928416,4571.0,11.4308540225029
1560000,0.2719761,0.0012574091,0.014066658,1.4029236,0.00020668896,14.162242632050038,4981.0,14.162242650985718
1570000,0.25305954,6.8198024e-05,0.014113403,1.4027365,0.00020610474,15.760149050183827,4981.0,15.760149091482162
1580000,0.24846384,5.688698e-05,0.018204428,1.4026809,0.00020549691,13.847958004276734,4981.0,13.847958028316498
1590000,0.26632532,4.4772783e-05,0.016415246,1.402938,0.00020490224,13.119557158555835,4981.0,13.119557112455368
1600000,0.27126804,3.7503716e-05,0.012188519,1.4030241,0.00020432106,None,None,None
1610000,0.26804495,3.925777e-05,0.01441923,1.4028236,0.00020370181,12.971414987463504,4981.0,12.971414864063263
1620000,0.26364058,4.2733936e-05,0.014409747,1.4024798,0.00020308823,13.161914178728694,4981.0,13.161914244294167
1630000,0.25925747,4.6978977e-05,0.009701856,1.4020813,0.00020250403,14.08097653221921,4981.0,14.080976486206055
1640000,0.26652384,3.1076088e-05,0.017581502,1.4016681,0.0002018962,13.260347302490118,4981.0,13.260347202420235
1650000,0.27076918,4.1973162e-05,0.018262494,1.4012616,0.00020130153,12.66607239516452,4981.0,12.666072309017181
1660000,0.27900514,0.0013463116,0.013851245,1.4009228,0.000200718,5.15035984183487,2094.5,5.1503598019480705
1670000,0.2613652,0.0069137285,0.014210774,1.4006975,0.0002000991,5.95805712905955,2495.1666666666665,5.9580570956071215
1680000,0.26280385,0.0037334561,0.027628597,1.4005605,0.00019949418,12.421573140304341,4454.666666666667,12.421573142210642
1690000,0.25475004,0.004160682,0.016036648,1.4004033,0.00019890511,7.7116390420123935,2936.3333333333335,7.711638977130254
1700000,0.26775086,0.001408761,0.013810324,1.4002904,0.00019830404,0.2358528389595449,546.0,0.23585283756256104
1710000,0.2733037,4.2946012e-05,0.0109871775,1.4003166,0.0001977056,None,None,None
1720000,0.27555686,4.537385e-05,0.011177984,1.400322,0.00019708816,13.82646178198047,4981.0,13.826461777091026
1730000,0.27631453,0.001325658,0.020263424,1.4002436,0.00019647462,10.89479502106551,4064.2,10.894794982671737
1740000,0.2850923,5.5447286e-05,0.018555133,1.4001976,0.00019589312,13.8528051963076,4757.25,13.852805189788342
1750000,0.27200413,0.00088709925,0.021002797,1.4000399,0.00019530086,15.775926498510671,4981.0,15.775926426053047
1760000,0.27629012,0.0028725783,0.018790502,1.3997549,0.00019470514,7.111762381493463,2584.0,7.1117624416947365
1770000,0.28575733,0.0066022645,0.012413186,1.3993495,0.00019412297,6.0227805596077815,2320.75,7.24032524228096
1780000,0.28036803,0.0028342877,0.013390085,1.399215,0.00019351202,6.008329319767654,2267.0,4.7956017057100935
1790000,0.2661852,0.0047651925,0.01460402,1.3993095,0.00019289069,10.356655856687576,3697.2,10.356655877828597
1800000,0.280928,8.148698e-05,0.019148339,1.3995374,0.00019228569,None,None,None
1810000,0.2867342,5.0878545e-05,0.01621001,1.3994353,0.00019169143,None,None,None
1820000,0.28261083,5.114442e-05,0.021688294,1.3992736,0.00019111074,14.47422025713604,4981.0,14.474220231175423
1830000,0.27903634,None,None,1.3992971,0.0001905204,11.283201337471837,3868.0,11.283201344311237
1840000,0.28293014,0.0013163361,0.02129954,1.3994385,0.00018991384,14.473254132666625,4981.0,14.473254039883614
1850000,0.27712378,5.232021e-05,0.013745706,1.399506,0.00018931003,13.45698439865373,4494.0,13.456984415650368
1860000,0.27615637,0.0012998325,0.015934221,1.3993579,0.00018871606,4.987079648766667,2175.0,4.98707976937294
1870000,0.2886513,0.0026129496,0.014181966,1.3992609,0.00018810495,None,None,None
1880000,0.2886063,6.767429e-05,0.011825354,1.399342,0.00018749559,14.361875384114683,4981.0,14.361875504255295
1890000,0.2907564,4.4655582e-05,0.016839486,1.399429,0.00018690873,14.583757384680212,4981.0,14.583757251501083
1900000,0.29011407,4.201599e-05,0.014012847,1.399569,0.00018633276,11.691866112872958,4545.5,11.69186620414257
1910000,0.29341266,0.0013695378,0.010906147,1.3998392,0.0001857137,14.791994293872268,4910.4,14.791994392871857
1920000,0.28138462,0.0014851255,0.010874721,1.4000449,0.00018510007,10.94806013237394,3705.3333333333335,10.948060095310211
1930000,0.28867188,0.001466342,0.015462751,1.4000765,0.00018451139,2.9056513599934988,1287.5,2.905651316046715
1940000,0.29153353,0.004426802,0.017269667,1.4000942,0.00018390476,8.3494032838571,3130.0,8.349403301874796
1950000,0.289428,0.0014632583,0.018741433,1.4000659,0.00018331074,14.244471247540787,4981.0,14.24447114765644
1960000,0.29793876,0.0014917341,0.019896356,1.4000307,0.00018269246,13.656443713232875,4656.0,13.656443685293198
1970000,0.29935387,5.8929087e-05,0.017973874,1.4001061,0.00018207818,14.031926328316331,4981.0,14.031926363706589
1980000,0.29653272,3.910251e-05,0.012060453,1.4003079,0.00018150298,16.062164056813344,4981.0,16.062164068222046
1990000,0.29035425,0.0013894794,0.017912699,1.4004354,0.00018091079,12.41772010999072,4441.0,12.417720168828964
2000000,0.29975188,0.0014939943,0.019678839,1.4004434,0.00018030447,13.176190711790696,4465.0,13.176190711557865
2010000,0.309587,4.6873374e-05,0.019009376,1.4004662,0.00017971058,14.615964745171368,4981.0,14.615964710712433
2020000,0.31388092,4.342211e-05,0.013827969,1.4002999,0.00017909263,14.136157685890794,4981.0,14.136157810688019
2030000,0.3106163,4.677199e-05,0.014684658,1.3999043,0.00017848796,10.808136589592323,3471.5,10.808136597275734
2040000,0.3080985,0.0027561558,0.016647797,1.3994639,0.00017791982,14.633956713291505,4711.333333333333,14.633956670761108
2050000,0.31375217,8.601469e-05,0.017892512,1.3990916,0.00017731787,16.285161682404578,4952.0,16.28516169389089
2060000,0.3096047,0.001526881,0.015746584,1.3988758,0.00017669455,12.793847441207618,3911.75,12.793847426772118
2070000,0.315798,0.0015071311,0.016127491,1.3986869,0.000176099,8.326556134037673,3006.0,8.326556205749512
2080000,0.31690717,0.0014295429,0.010502165,1.3984289,0.00017550118,17.34719207137823,4981.0,17.347192138433456
2090000,0.31764668,5.091368e-05,0.019795112,1.39828,0.0001748995,15.694668606156483,4981.0,15.694668501615524
2100000,0.31544575,0.0029673274,0.015295133,1.3981692,0.00017430754,9.75687760770476,3314.6666666666665,9.756877561410269
2110000,0.3183279,0.0015289196,0.020356791,1.3981706,0.00017371206,15.773815639317036,4973.666666666667,15.773815671602884
2120000,0.3133478,0.0015700978,0.016224178,1.3982197,0.00017310785,13.726497296942398,4108.5,13.72649722546339
2130000,0.3158074,0.002410891,0.017073484,1.3982435,0.00017250584,7.053822317936768,2385.0,7.0538223286469774
2140000,0.32200593,None,None,1.3982424,0.000171902,7.226663016714156,2659.3333333333335,7.226663023233414
2150000,0.32638913,0.0029913015,0.011580812,1.3982531,0.00017130231,7.972589849145152,2673.0,7.972589820623398
2160000,0.327115,0.0029888004,0.011961653,1.3983775,0.00017070433,16.13261383736244,4981.0,16.132613867521286
2170000,0.32880536,7.531363e-05,0.017566081,1.3982754,0.00017010236,14.62482519238256,4330.0,14.624825209379196
2180000,0.3186068,0.0015308562,0.015672468,1.3982705,0.00016950582,4.544415824022144,1637.6,4.544415825605393
2190000,0.3173281,0.006908779,0.0111656375,1.3982404,0.00016891093,11.312031159628532,3381.5,11.312031164765358
2200000,0.3090533,0.0014396657,0.016617967,1.3982059,0.00016830512,15.320882297786738,4582.75,15.320882298052311
2210000,0.3118779,0.001512177,0.014175932,1.3981705,0.00016770355,16.780952490400523,4981.0,16.78095242381096
2220000,0.316693,5.565529e-05,0.017637929,1.3980982,0.00016710539,5.886545008048415,2111.0,5.88654500246048
2230000,0.32465,0.0014001052,0.013800825,1.398027,0.00016650777,16.760691163130105,4981.0,16.760691076517105
2240000,0.32071733,5.0041494e-05,0.022440383,1.3979408,0.00016590668,16.720898932001244,4981.0,16.72089887658755
2250000,0.31281734,5.4791337e-05,0.022440536,1.3979269,0.00016530437,16.02131096087396,4882.0,16.021310935417812
2260000,0.30243686,0.0015493571,0.012515847,1.39797,0.00016470248,16.632319464488926,4981.0,16.632319529851276
2270000,0.3041019,5.0881914e-05,0.016455146,1.3979512,0.00016410516,15.883080754429102,4981.0,15.883080750703812
2280000,0.317054,4.5945784e-05,0.01647144,1.3978943,0.00016350733,17.79923079442233,4981.0,17.79923051595688
2290000,0.319768,0.0015201127,0.01949518,1.3978845,0.00016288555,12.628492211923003,4119.0,12.628492146730423
2300000,0.3218889,6.9761925e-05,0.015726231,1.3979816,0.0001622865,15.965720758623016,4981.0,15.965720733006796
2310000,0.31656247,4.6267083e-05,0.019195518,1.3980336,0.00016170701,15.481312027201056,4981.0,15.481312021613121
2320000,0.31666988,3.8319293e-05,0.0131618185,1.3979032,0.00016110396,16.43923266892428,4981.0,16.439232736825943
2330000,0.31477666,4.4183074e-05,0.019266965,1.3977449,0.00016050387,15.048529522493482,4981.0,15.048529505729675
2340000,0.3173726,3.7637634e-05,0.016144225,1.3976945,0.00015990452,16.708230731310323,4981.0,16.70823100209236
2350000,0.31520215,3.6842466e-05,0.019104583,1.397735,0.0001592843,15.540437168907374,4981.0,15.54043734073639
2360000,0.316436,3.4202938e-05,0.0114811715,1.3977572,0.00015868577,16.66479559180637,4981.0,16.664795418580372
2370000,0.31910372,3.93092e-05,0.018420309,1.3977517,0.0001581085,14.290563534935549,4810.666666666667,14.290563613176346
2380000,0.31505305,0.0072107096,0.014787713,1.3975644,0.00015750637,6.584421910631742,2272.1666666666665,6.584421833356221
2390000,0.30791485,0.0054793996,0.022955278,1.3974258,0.00015690169,4.350847133249045,1717.6,4.350847125053406
2400000,0.3096472,0.0015740461,0.01967117,1.3974916,0.00015630251,9.25010520243086,3161.0,9.250104993581772
2410000,0.3157649,None,None,1.3977363,0.00015569442,17.82743809558451,4981.0,17.82743814587593
2420000,0.31518915,4.5645338e-05,0.015789207,1.3981227,0.00015509358,13.176170243804032,3789.3333333333335,13.176170190175375
2430000,0.30340144,0.0014641496,0.013259065,1.39823,0.00015449717,9.236135635622,3089.8333333333335,9.23613566160202
