Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Losses/Value Loss,Losses/Policy Loss,Environment/Cumulative Reward,Environment/Episode Length
1460000,-0.22962765,1.4118639,0.00021269979,0.0014663094,0.019296972,-10.117010568501428,3917.0
1470000,-0.22245178,1.4119309,0.00021209609,0.00015176098,0.016108071,None,None
1480000,-0.18699849,1.4120407,0.00021149925,0.000110840534,0.020295661,-8.524589207062187,4981.0
1490000,-0.14030811,1.4121703,0.00021091504,0.00033664066,0.014747462,-14.931383011280559,4635.0
1500000,-0.22666495,1.4121157,0.00021032435,8.7450106e-05,0.019474441,-8.858945139171556,4507.6
1510000,-0.16353814,1.4119762,0.00020970404,0.00034014587,0.015308154,None,None
1520000,-0.17609377,1.4120178,0.00020909458,5.1784682e-05,0.013711476,None,None
1530000,-0.19942869,1.4121771,0.00020850131,0.0031764945,0.018529596,-6.733320766567583,4444.5
1540000,-0.12068048,1.4121418,0.00020790372,0.0020392453,0.016149338,-16.12630117154913,4526.0
1550000,-0.18139522,1.4120181,0.00020730802,0.0033821452,0.025304923,-5.6592911889601965,3425.0
1560000,-0.16925716,1.4119009,0.00020671447,0.0020242683,0.017057244,-3.9489042341010645,2674.0
1570000,-0.27879968,1.4119694,0.00020612322,None,None,-10.71573542659947,4186.666666666667
1580000,-0.25694498,1.4120177,0.00020550675,0.0012168158,0.016285134,-11.505523091104502,3964.6666666666665
1590000,-0.27358425,1.4119021,0.00020489775,0.00048408404,0.017428769,-8.300567680911627,3341.0
1600000,-0.2132505,1.4118346,0.00020431247,0.001839941,0.02142855,-10.420669044193346,3661.5
1610000,-0.18335375,1.4118958,0.0002036938,0.00058989937,0.012107136,-5.914323447475908,2870.25
1620000,-0.1704692,1.4121666,0.0002030933,0.0032016714,0.012527454,-10.931459335261025,4939.0
1630000,-0.23929024,1.4122291,0.00020250955,0.00088037614,0.01964743,-5.5127013310945285,2843.0
1640000,-0.2846053,1.4122005,0.00020190161,0.0025306665,0.015527557,-7.476523538888432,3076.8
1650000,-0.16093203,1.4121808,0.00020130488,0.0020461972,0.018964728,-13.715285336249508,4981.0
1660000,-0.2031587,1.4120266,0.00020069811,0.0021241321,0.014876812,-6.218934499833267,3650.75
1670000,-0.24189636,1.4117678,0.00020008915,0.0015819594,0.018483426,-4.5278487949181,2029.25
1680000,-0.24204402,1.4114347,0.0001994944,0.0048140576,0.021260832,-4.294709139736369,1943.625
1690000,-0.22029263,1.4110631,0.0001988971,0.005588356,0.013517066,-3.758824112525742,1946.7142857142858
1700000,-0.19208282,1.4107758,0.00019830595,0.0044824923,0.021239888,-4.072470136607687,2435.0
1710000,-0.27310246,1.4106891,0.00019769881,0.0038016227,0.021001589,-3.883704819745617,2055.25
1720000,-0.2594178,1.4106565,0.00019708526,0.00413534,0.010996904,-5.547300781952799,2488.75
1730000,-0.26679406,1.4106102,0.000196502,0.002991478,0.020890918,0.6407505320385098,677.0
1740000,-0.318548,1.4106274,0.0001959048,0.0006337679,0.008077089,-10.799949344352353,3608.4
1750000,-0.21258192,1.4107298,0.00019529386,0.0014899354,0.011586111,-1.329562183120288,1431.3333333333333
1760000,-0.2958029,1.4107567,0.00019470033,0.0014174294,0.020387802,-8.229515296271225,2669.1666666666665
1770000,-0.14761107,1.4105942,0.00019410752,0.005397539,0.01453972,-2.2666099084017333,1896.8333333333333
1780000,-0.20996602,1.4105299,0.00019350662,0.0012059141,0.013408839,-7.011780938094792,2863.6666666666665
1790000,-0.20000236,1.4104866,0.0001929042,0.0023798018,0.014073472,-1.4724254019092768,714.0
1800000,-0.27174243,1.4104538,0.00019230807,0.0010094468,0.021909945,-4.124462330869089,1973.6666666666667
1810000,-0.20906186,1.4103909,0.00019171677,0.00016951357,0.012878249,-9.347657548882125,4981.0
1820000,-0.26753068,1.4103235,0.00019110167,0.002812261,0.021294884,-4.883816218259744,1971.6
1830000,-0.24271059,1.4102226,0.00019048699,0.00052012276,0.018025976,-8.880995523184538,2683.75
1840000,-0.18218334,1.410038,0.00018989926,0.0023962064,0.015102892,-4.95139549994686,3130.0
1850000,-0.22482449,1.4098265,0.0001893081,0.0012406694,0.013385553,-7.182057749421801,2781.0
1860000,-0.19867846,1.4096525,0.00018871542,None,None,-6.411494763335213,2621.6666666666665
1870000,-0.22272329,1.4094201,0.00018811328,0.0006085903,0.0141531,-5.503993839406758,2182.2
1880000,-0.29309863,1.4091578,0.00018750182,0.0023381189,0.0109610725,-6.671649140150596,2214.3333333333335
1890000,-0.21599722,1.4090043,0.00018689636,0.0017938399,0.016684903,-9.067782220826484,3129.8
1900000,-0.2545406,1.4088329,0.00018629913,0.0024833165,0.019557582,-5.111981761991046,1734.5
1910000,-0.21352267,1.4088144,0.00018570361,0.0010681929,0.011939577,-11.219474932935555,3310.25
1920000,-0.23165242,1.4089261,0.00018509189,0.0023309712,0.013410216,-5.828667851054343,2825.0
1930000,-0.23636425,1.4090592,0.00018448202,0.003114944,0.015095671,-6.784878772450611,2792.0
1940000,-0.15730657,1.4089996,0.00018389989,0.00013087127,0.018095013,-10.525908040232025,4981.0
1950000,-0.192526,1.4088372,0.00018331593,0.00036465045,0.017994843,-9.842066065330679,3880.0
1960000,-0.20319913,1.4088,0.00018270857,0.0013559132,0.023142664,-13.011930986773223,4904.0
1970000,-0.15427686,1.4088749,0.00018209677,0.0011254747,0.011631855,-5.575036325928522,4134.75
1980000,-0.17963696,1.4089094,0.00018150441,0.0021792636,0.012760752,-3.6858827975811437,2191.5
1990000,-0.16346721,1.4088161,0.00018090742,0.0027464102,0.014701433,-6.198131458795008,2442.8333333333335
2000000,-0.18766463,1.4085476,0.00018030996,0.0036867636,0.017852327,-5.315969881019555,2666.25
2010000,-0.16832687,1.4082147,0.0001797079,0.0016948503,0.010828676,-9.58245779783465,4702.0
2020000,-0.1275662,1.4078273,0.00017910589,0.00084040366,0.020041209,-9.12718654552009,3549.0
2030000,-0.12937827,1.4074906,0.00017850335,0.0012624535,0.016774667,-7.2205334344568355,2258.6666666666665
2040000,-0.16022342,1.4073008,0.00017790716,0.002750205,0.012871775,-8.701701660136072,4979.0
2050000,-0.111624464,1.4071794,0.0001773002,0.0034936878,0.015873212,-4.390428803434285,2271.5
2060000,-0.12961146,1.4070574,0.00017669052,0.0017382435,0.023389172,-2.851969068928156,2120.0
2070000,-0.21073191,1.4070244,0.00017611432,0.002757061,0.012987022,-6.098451680666767,3426.0
2080000,-0.19990833,1.4069207,0.00017550931,0.0040924405,0.011703585,-2.646207621359887,1569.0
2090000,-0.30346227,1.4069122,0.00017489637,0.0005032509,0.011504654,-7.938930062344298,1883.5
2100000,-0.19272412,1.4068937,0.00017429974,0.0024847402,0.013973183,-4.739390935952542,2595.5
2110000,-0.1980922,1.4068688,0.00017370188,0.00054543465,0.013550362,-9.692423872445943,3564.0
2120000,-0.17352727,1.4068522,0.00017309638,0.0011491161,0.017809926,-10.158214933617273,4006.75
2130000,-0.10614785,1.4068924,0.00017248608,0.002084895,0.015536197,-2.5498420166550204,2250.5
2140000,-0.152386,1.4069804,0.00017189859,0.00026752643,0.018165624,-9.01469431584701,3954.5
2150000,-0.121484526,1.4069787,0.00017131676,None,None,-6.620119470381178,3761.4
2160000,-0.27034658,1.4070551,0.00017070412,0.003649384,0.015642798,-5.375206478522159,1723.75
2170000,-0.2579517,1.4071442,0.00017009188,0.0026880375,0.01646075,-3.680736421192705,1862.25
2180000,-0.20104012,1.4071628,0.00016950186,0.005266492,0.004918043,0.30906865978613496,513.0
2190000,-0.2018544,1.4073228,0.00016889635,0.0012029178,0.013753143,-7.5659526659874246,4981.0
2200000,-0.16001023,1.4074196,0.00016829598,0.00049929606,0.011317908,-6.611354847802431,3873.0
2210000,-0.11724801,1.4072261,0.0001676985,0.0021253054,0.01800954,-6.987920986262907,3711.5
2220000,-0.18008348,1.4068861,0.00016710229,0.0025489877,0.017766025,-7.5559131451300345,4172.0
2230000,-0.18583722,1.4066895,0.00016651038,0.001835638,0.020610036,-2.3841828836884815,1879.0
2240000,-0.21551101,1.4065697,0.00016589994,0.0034435024,0.01653741,-9.328908316791058,2706.0
2250000,-0.24539323,1.4063213,0.00016530133,0.0015698686,0.013717983,-6.550923227875804,3441.0
2260000,-0.2792656,1.4061,0.00016470629,0.00017388335,0.019511545,-11.046086007423582,3950.5
2270000,-0.20772047,1.4059668,0.0001640938,0.0037802237,0.020839272,-2.284552690029765,1908.3333333333333
2280000,-0.22799933,1.40594,0.00016349956,0.0001737203,0.02078253,-6.149911865058432,3450.0
2290000,-0.1255816,1.4060395,0.00016289734,0.0011480948,0.0153923165,-6.902551460963878,3532.5
2300000,-0.19371043,1.4061873,0.0001622848,0.0055215713,0.017089855,-0.3687208654785839,901.8333333333334
2310000,-0.24276845,1.4062985,0.00016169548,0.0027202882,0.015681814,-13.255904790305067,4506.5
2320000,-0.2051669,1.4063311,0.00016110676,0.00028452874,0.013554645,-6.1711240112781525,2844.0
2330000,-0.20966327,1.4063613,0.00016049223,0.0019507335,0.017023772,-4.172628683096264,1887.6666666666667
2340000,-0.1587133,1.4064193,0.00015987533,0.0015511188,0.0174552,-9.979544171559004,4513.0
2350000,-0.11407612,1.4063773,0.00015929205,0.0021783598,0.011803646,-5.030454868489566,3111.0
2360000,-0.14445022,1.4062909,0.00015871713,0.00038159566,0.012895127,-6.375906337954802,3336.5
2370000,-0.18623357,1.4062475,0.00015810462,0.00054283335,0.016056156,-10.165257959393784,4981.0
2380000,-0.19067982,1.4061342,0.00015748205,0.00043624363,0.016734008,-7.726231627821107,4543.5
2390000,-0.23810382,1.4059647,0.0001568886,0.00019812754,0.018198134,-6.828762441989966,4981.0
2400000,-0.23364398,1.40588,0.00015630544,0.00052207377,0.019052498,-13.462609038533023,4421.0
2410000,-0.12595835,1.4060118,0.00015571753,0.0019830517,0.02244125,-3.807131518553433,3620.25
2420000,-0.14822379,1.4061244,0.00015510031,0.0017188961,0.015869508,-10.554573126602918,2927.0
2430000,-0.13516192,1.4061557,0.00015448256,0.002221837,0.015851699,-4.488360362816214,3065.3333333333335
2440000,-0.14649302,1.4060595,0.00015389024,None,None,-3.6152022723933137,2364.3333333333335
2450000,-0.117948316,1.4061018,0.0001532962,0.0029962359,0.011927466,-5.9310892620706,4115.5
2460000,-0.15068741,1.4060193,0.00015269576,0.0016738717,0.019611025,-3.170589182933327,2845.6666666666665
2470000,-0.23617099,1.406118,0.00015208873,0.0017245343,0.012850309,-7.293397059824201,3612.25
2480000,-0.1856869,1.406133,0.00015148056,0.0025146608,0.01766523,-5.795950021594763,2682.0
2490000,-0.17971364,1.4061224,0.00015089707,0.001780159,0.015649367,-8.032129239523783,3697.3333333333335
2500000,-0.1981239,1.4062828,0.0001502955,0.002609179,0.014294649,-6.495492001020466,3468.5
2510000,-0.21272527,1.406432,0.0001496883,0.002284597,0.013128141,-9.072931304147156,3201.6666666666665
2520000,-0.15199883,1.4064951,0.00014910309,0.002137543,0.013621076,-4.01785938028479,2878.0
2530000,-0.1257458,1.4065489,0.00014851306,0.0012035685,0.017865237,-10.12661436572671,4360.5
2540000,-0.1655128,1.4066494,0.0001479064,0.00031272307,0.016527735,-6.935288788168691,2979.6666666666665
2550000,-0.1505052,1.4067233,0.00014730422,0.0018732954,0.017588796,-5.699062813434284,4037.0
2560000,-0.27468354,1.406856,0.00014671161,0.0024282113,0.015078013,-5.8652623649686575,1011.0
2570000,-0.21126652,1.4070112,0.0001461015,0.00021005458,0.011372418,-8.49368204176426,4981.0
2580000,-0.13524005,1.4070318,0.00014550702,0.0012417473,0.016710004,-10.303524412835637,3857.6666666666665
2590000,-0.19164038,1.4070245,0.00014490688,0.0035630579,0.0128789395,-5.494573386691627,2355.0
2600000,-0.20443015,1.407003,0.00014429449,0.0020555235,0.019147554,-13.503879943241676,4232.333333333333
2610000,-0.12144563,1.4069198,0.00014369685,0.00087322626,0.020799398,-3.5841381460195407,2760.6
2620000,-0.18798923,1.406816,0.00014310707,0.003305307,0.012433228,-4.489193751127459,1848.0
2630000,-0.16102189,1.4067236,0.00014250814,0.0015735665,0.014892166,-3.8623640552686993,1998.75
2640000,-0.13200434,1.4067134,0.00014190383,0.0025971665,0.01940025,-7.22875329030212,3434.8
2650000,-0.17132056,1.4066277,0.0001413138,0.0025899822,0.01564135,-3.0154899090218046,1375.5
2660000,-0.17974532,1.4064159,0.00014071426,0.0029796392,0.014271485,-4.296163196365039,2579.8333333333335
2670000,-0.14564465,1.4063647,0.00014010372,0.002257237,0.015856786,-3.125487399083795,1822.5
2680000,-0.22596024,1.4064733,0.00013948344,0.001915577,0.01204894,-3.3849165118299425,1460.3333333333333
2690000,-0.32335392,1.4065319,0.00013888326,0.0006017525,0.013850752,-6.468993650662014,2477.0
2700000,-0.2853284,1.4065284,0.00013830017,0.0012651648,0.014736737,-9.327508368634152,3049.8
2710000,-0.090472266,1.4065895,0.00013770728,0.0011562831,0.013208971,-0.7521332596661523,1350.5
2720000,-0.12658763,1.4065316,0.00013710816,None,None,-6.3079257983814125,3330.4285714285716
2730000,-0.20877166,1.4064549,0.00013649899,0.003889941,0.01986133,-2.3585015001008287,1513.0
2740000,-0.27099228,1.4061631,0.00013589677,0.0019481335,0.016222587,-10.667063628323376,2078.0
