Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss
265000,1.3998569,0.00026062378,-0.034632757,-1.9333332840760704,4961.0,-1.9333328856931378,9.823309e-05,0.07519762
270000,1.3045602,0.00025990047,-0.041295815,-1.9999999494757503,4961.0,-1.9999995136167854,7.951271e-05,0.059533354
275000,1.3372518,0.0002591454,-0.03214878,None,None,None,6.7901594e-05,0.07293534
280000,1.3695421,0.00025837182,-0.032799337,-1.9999999494757503,4961.0,-1.9999995136167854,4.3048858e-05,0.06702363
285000,1.3750619,0.0002576482,-0.041362945,-1.9999999494757503,4961.0,-1.9999995136167854,5.061699e-05,0.0681772
290000,1.3552687,0.00025689276,-0.03922455,-1.9999999494757503,4961.0,-1.9999995136167854,5.3702737e-05,0.06799519
295000,1.368646,0.00025611915,-0.031438027,None,None,None,6.099411e-05,0.07078725
300000,1.4080317,0.00025539758,-0.0323357,None,None,None,0.00024990432,0.067466855
305000,1.3662338,0.00025464303,-0.039525203,None,None,None,3.607841e-05,0.073134914
310000,1.3296252,0.00025387242,-0.04071446,-1.9333332840760704,4961.0,-1.9333328558908154,5.800722e-05,0.06815648
315000,1.3460048,0.00025314913,-0.037958793,-1.9999999494757503,4961.0,-1.9999995136167854,5.0508414e-05,0.068651155
320000,1.3889377,0.00025239406,-0.033037774,None,None,None,3.2826123e-05,0.077304095
325000,1.3327335,0.00025162037,-0.032119017,-2.1214666299153273,3608.6666666666665,-2.12146630565015,0.0014668659,0.060455874
330000,1.4623024,0.00025089702,-0.03984149,-1.9999999494757503,4961.0,-1.9999995136167854,0.00072033727,0.0655834
335000,1.5082945,0.0002501445,-0.05017291,-2.0351999570072317,4221.666666666667,-2.035199601047983,0.0011944856,0.071745075
340000,1.5256733,0.00024937175,-0.065407425,None,None,None,9.762097e-05,0.074968316
345000,1.5528163,0.00024864636,-0.035108384,None,None,None,0.0002081724,0.064064756
350000,1.5543573,0.00024789546,-0.029453963,-1.600799982319586,2483.0,-1.6007998138666153,0.0012688296,0.06505679
355000,1.5302312,0.00024712458,-0.046898223,-1.9999999494757503,4961.0,-1.9999995136167854,0.0001023652,0.06607565
360000,1.5560191,0.00024637146,-0.038645137,-1.7999999532767106,4961.0,-1.7999996000435203,9.5266514e-05,0.07102466
365000,1.517732,0.00024562282,-0.038802527,None,None,None,4.5122706e-05,0.06469791
370000,1.5630581,0.00024487198,-0.037180863,-1.9999999494757503,4961.0,-1.9999995136167854,7.6105665e-05,0.07657762
375000,1.5762173,0.00024411899,-0.034737017,-1.9999999494757503,4961.0,-1.9999995136167854,7.008972e-05,0.0688729
380000,1.5519919,0.00024336997,-0.046802126,-1.9999999494757503,4961.0,-1.9999995136167854,5.472289e-05,0.0725801
385000,1.5866067,0.00024261973,-0.041867726,None,None,None,5.30143e-05,0.07252848
390000,1.5708185,0.00024186687,-0.040050972,None,None,None,4.6811463e-05,0.06574722
395000,1.5807123,0.00024111783,-0.040061764,-1.9999999494757503,4961.0,-1.9999995136167854,5.7421898e-05,0.0738498
400000,1.5324852,0.00024037322,-0.03636296,-1.9999999494757503,4961.0,-1.9999995136167854,4.0757186e-05,0.06495029
405000,1.5415447,0.00023962013,-0.036521014,-1.9999999494757503,4961.0,-1.9999995136167854,0.00013752498,0.06668804
410000,1.5746657,0.00023887152,-0.036269356,None,None,None,7.108078e-05,0.07061044
415000,1.5567777,0.00023812066,-0.038199417,-1.9999999494757503,4961.0,-1.9999995136167854,0.000121649515,0.07331231
420000,1.4609247,0.00023736765,-0.035248898,-1.7999999532767106,4961.0,-1.7999995404388756,7.776024e-05,0.06462578
425000,1.381084,0.00023661861,-0.03894603,-1.9999999494757503,4961.0,-1.9999995136167854,9.869324e-05,0.06542633
430000,1.4046488,0.00023586837,-0.035980176,None,None,None,0.00018779439,0.07320759
435000,1.4788023,0.00023511551,-0.045707677,None,None,None,7.032731e-05,0.060535245
440000,1.4702814,0.0002343665,-0.042169683,-1.9999999494757503,4961.0,-1.9999995136167854,0.00019979232,0.074626856
445000,1.500542,0.00023362186,-0.03837407,-1.9999999494757503,4961.0,-1.9999995136167854,5.586141e-05,0.061506294
450000,1.4393191,0.00023289549,-0.034670968,-2.036666630806091,3894.6666666666665,-2.0366663751968495,0.0002116322,0.07059221
455000,1.4856066,0.00023214075,-0.032585822,None,None,None,0.0019332237,0.06794865
460000,1.5328037,0.00023136853,-0.060445763,-1.7999999532767106,4961.0,-1.7999996000435203,0.00011625886,0.074485034
465000,1.5145183,0.00023064554,-0.041359585,-1.9999999494757503,4961.0,-1.9999995136167854,5.7282014e-05,0.072000116
470000,1.490816,0.00022988801,-0.043675672,-1.8999999513762305,4961.0,-1.8999995568301529,5.746183e-05,0.06671823
475000,1.5336057,0.00022911598,-0.036856636,None,None,None,4.5230452e-05,0.0673724
480000,1.5179237,0.00022839275,-0.040289108,-2.2171999692509416,3020.0,-2.217199668288231,4.0759784e-05,0.06400058
485000,1.4777881,0.00022764377,-0.048722655,-1.7661999667616328,3637.0,-1.766199740464799,0.002899429,0.067376316
490000,1.4250897,0.0002268763,-0.0749984,-2.154266628669575,3855.6666666666665,-2.1542662946352116,0.001342639,0.075175576
495000,1.4254582,0.00022614015,-0.08076158,-1.50146664516069,2236.3333333333335,-1.5014664796957125,0.0025876756,0.075274505
500000,1.5039467,0.00022539136,-0.059172165,None,None,None,0.00048648362,0.07026805
505000,1.5480254,0.00022462652,-0.062073223,None,None,None,0.00023011731,0.06866139
510000,1.5237513,0.00022388337,-0.055179883,None,None,None,8.832528e-05,0.06685075
515000,1.5259647,0.00022313539,-0.039906077,-1.9429999635467539,3579.5,-1.9429996338440105,0.0016690452,0.078181386
520000,1.5234092,0.00022237761,-0.041328184,None,None,None,6.5851906e-05,0.07437951
525000,1.4916679,0.00022164079,-0.039361738,-1.7999999532767106,4961.0,-1.7999995106365532,5.1020943e-05,0.07434772
530000,1.4522338,0.00022088957,-0.03355382,-1.8999999513762305,4961.0,-1.899999571731314,4.832595e-05,0.068821624
535000,1.4657224,0.00022012633,-0.039346788,-2.219066618611881,4843.0,-2.2190662211117647,0.0012585691,0.06900167
540000,1.4826572,0.00021936953,-0.043389063,-1.9999999494757503,4961.0,-1.9999995136167854,5.8060185e-05,0.08081727
545000,1.4883924,0.00021862265,-0.038378417,None,None,None,0.00019347513,0.06218975
550000,1.5263463,0.00021787845,-0.031783946,None,None,None,4.064073e-05,0.071656756
555000,1.5621389,0.00021712095,-0.030811869,-1.7019999810145237,2238.0,-1.7019998729228973,0.0012060163,0.0629044
560000,1.5084845,0.0002163763,-0.036281284,-1.8999999513762305,4961.0,-1.8999995270278305,4.3781554e-05,0.073554076
565000,1.5331922,0.00021563527,-0.04002147,None,None,None,4.6473437e-05,0.07116849
570000,1.5016848,0.00021487911,-0.03349419,-1.9999999494757503,4961.0,-1.9999995136167854,4.609776e-05,0.06783283
575000,1.4889301,0.00021412804,-0.036271993,-1.9999999494757503,4961.0,-1.9999995136167854,2.5291774e-05,0.07365301
580000,1.4947252,0.00021338055,-0.037769053,-1.8999999513762305,4961.0,-1.8999995419289917,3.395086e-05,0.07407228
585000,1.5087757,0.00021262084,-0.03961785,-1.9999999494757503,4961.0,-1.9999995136167854,4.7634938e-05,0.066207185
590000,1.5310731,0.00021187567,-0.03978933,None,None,None,3.698553e-05,0.06963661
595000,1.5230385,0.00021113422,-0.04472403,None,None,None,2.5890055e-05,0.06738244
600000,1.5047731,0.0002103745,-0.04457448,-1.9999999494757503,4961.0,-1.9999995136167854,3.7562528e-05,0.06270884
605000,1.5342622,0.00020962495,-0.039227135,-1.9999999494757503,4961.0,-1.9999995136167854,4.109838e-05,0.06408823
610000,1.6070468,0.00020888391,-0.03864475,None,None,None,9.099842e-05,0.0702128
615000,1.5762613,0.00020812778,-0.03561744,-1.9999999494757503,4961.0,-1.9999995136167854,3.1924174e-05,0.07420797
620000,1.4847083,0.00020737671,-0.038021468,-1.8999999513762305,4961.0,-1.8999995270278305,2.6807273e-05,0.056928463
625000,1.5194654,0.0002066292,-0.03621012,-1.9999999494757503,4961.0,-1.9999995136167854,3.6868023e-05,0.06953914
630000,1.557273,0.00020586919,-0.036721576,-1.5995999722217675,2728.0,-1.5995997068239376,3.5959296e-05,0.070368916
635000,1.5750837,0.00020512441,-0.038540434,None,None,None,0.0013704166,0.06641473
640000,1.511246,0.00020438303,-0.03905769,None,None,None,2.652109e-05,0.067741245
645000,1.4390861,0.0002036229,-0.039104573,-1.9999999494757503,4961.0,-1.9999995136167854,2.5254683e-05,0.06485509
650000,1.4766911,0.00020287374,-0.037042234,-1.9999999494757503,4961.0,-1.9999995136167854,4.168238e-05,0.069015175
655000,1.487513,0.0002021327,-0.04032064,None,None,None,3.1465093e-05,0.069762416
660000,1.4989997,0.00020137618,-0.03802637,-1.9999999494757503,4961.0,-1.9999995136167854,2.7909175e-05,0.072043486
665000,1.4918734,0.00020062548,-0.037248272,-1.9999999494757503,4961.0,-1.9999995136167854,3.6392277e-05,0.071396366
670000,1.504525,0.00019987827,-0.037101343,-1.9999999494757503,4961.0,-1.9999995136167854,3.365811e-05,0.07696477
675000,1.5141181,0.00019911765,-0.036088042,-1.9999999494757503,4961.0,-1.9999995136167854,1.9049017e-05,0.07346807
680000,1.4328245,0.00019837305,-0.035421886,None,None,None,1.5721784e-05,0.06138393
685000,1.4840292,0.00019763169,-0.038188424,None,None,None,3.2878987e-05,0.06181146
690000,1.4920658,0.00019687154,-0.038964152,-1.9999999494757503,4961.0,-1.9999995136167854,3.7476828e-05,0.056474112
695000,1.4529831,0.00019612238,-0.035714936,-1.9999999494757503,4961.0,-1.9999995136167854,3.4834866e-05,0.063525684
700000,1.4163921,0.00019538135,-0.036399134,None,None,None,7.904449e-05,0.07081213
705000,1.4822923,0.00019462484,-0.039306134,-1.9999999494757503,4961.0,-1.9999995136167854,3.4873214e-05,0.06465933
710000,1.4399941,0.00019387413,-0.04091139,-1.9999999494757503,4961.0,-1.9999995136167854,2.9962022e-05,0.063179955
715000,1.4796696,0.0001931269,-0.038244817,-1.9999999494757503,4961.0,-1.9999995136167854,8.850236e-05,0.07260982
720000,1.4311149,0.00019236632,-0.0386855,-1.9999999494757503,4961.0,-1.9999995136167854,2.9109155e-05,0.0595866
725000,1.4628386,0.00019162172,-0.03780502,None,None,None,2.824681e-05,0.07067442
730000,1.4787625,0.00019087992,-0.039908875,-2.0679999730200507,2650.0,-2.06799978017807,0.0009756707,0.07075172
735000,1.5430722,0.00019012045,-0.04038661,-1.7999999532767106,4961.0,-1.799999570241198,8.026809e-05,0.075630605
740000,1.4876565,0.00018937117,-0.04143809,-1.8999999513762305,4961.0,-1.8999995419289917,3.3265394e-05,0.070956945
745000,1.4449519,0.00018862962,-0.03945677,None,None,None,2.7267979e-05,0.07795231
750000,1.5039977,0.0001878739,-0.04103168,None,None,None,9.639592e-05,0.06895012
755000,1.5189264,0.00018712302,-0.036580693,-1.8999999513762305,4961.0,-1.8999995270278305,7.2912975e-05,0.06277119
760000,1.5468633,0.00018637502,-0.038003545,-1.7999999532767106,4961.0,-1.799999570241198,3.8028884e-05,0.0705391
765000,1.5455812,0.00018561532,-0.037811752,-1.9999999494757503,4961.0,-1.9999995136167854,2.3602923e-05,0.064116076
770000,1.4954841,0.00018487054,-0.039453737,None,None,None,5.6612207e-05,0.07046383
775000,1.5104667,0.00018412835,-0.03942668,-1.9999999494757503,4961.0,-1.9999995136167854,8.990043e-05,0.0743858
780000,1.5729445,0.00018336912,-0.034308564,-1.9999999494757503,4961.0,-1.9999995136167854,3.27353e-05,0.072600864
785000,1.5437282,0.00018261983,-0.03640173,-1.8999999513762305,4961.0,-1.8999995270278305,2.1551014e-05,0.07048652
790000,1.542496,0.00018187828,-0.036438882,None,None,None,1.5038456e-05,0.071971074
795000,1.5272306,0.00018112254,-0.035507847,None,None,None,9.1523485e-05,0.07283072
800000,1.5492946,0.00018037167,-0.034340993,-1.8999999513762305,4961.0,-1.8999995270278305,3.0364406e-05,0.06777833
805000,1.5372889,0.00017962366,-0.03728612,-1.9999999494757503,4961.0,-1.9999995136167854,2.1292683e-05,0.07879269
810000,1.5291371,0.00017886398,-0.038830325,-1.8999999513762305,4961.0,-1.899999571731314,2.334762e-05,0.06583308
815000,1.5915248,0.00017811918,-0.036993414,None,None,None,1.676599e-05,0.075031474
820000,1.5970538,0.000177377,-0.03912462,-1.9999999494757503,4961.0,-1.9999995136167854,1.5859152e-05,0.080231935
825000,1.5812197,0.00017661776,-0.03988976,-1.9999999494757503,4961.0,-1.9999995136167854,3.0712206e-05,0.069479324
830000,1.5419446,0.00017586847,-0.04063663,-1.9999999494757503,4961.0,-1.9999995136167854,6.817023e-05,0.06493488
835000,1.5834278,0.00017512692,-0.041325934,None,None,None,2.3725002e-05,0.07132758
840000,1.6293036,0.00017437118,-0.04069409,None,None,None,1.9209709e-05,0.074664116
845000,1.565092,0.00017362033,-0.040959507,-1.9999999494757503,4961.0,-1.9999995136167854,1.9307556e-05,0.06653171
850000,1.5257162,0.00017287231,-0.042580586,-1.9999999494757503,4961.0,-1.9999995136167854,2.217925e-05,0.07117237
855000,1.5389552,0.00017211262,-0.039784625,-1.8999999513762305,4961.0,-1.8999995419289917,2.9552983e-05,0.061059132
860000,1.4836892,0.00017136782,-0.04165399,None,None,None,2.6866852e-05,0.071369685
865000,1.5141181,0.00017062567,-0.037565116,-1.9999999494757503,4961.0,-1.9999995136167854,0.00014239551,0.074130446
870000,1.4953148,0.00016986609,-0.030713316,-2.4753999500971986,4900.0,-2.475399534101598,4.31134e-05,0.07755826
875000,1.469877,0.00016911731,-0.02953725,-1.9999999494757503,4961.0,-1.9999995136167854,0.001230629,0.06884197
880000,1.5655193,0.00016837569,-0.03137396,None,None,None,1.9058676e-05,0.06449935
885000,1.5817966,0.00016761977,-0.03546891,None,None,None,1.8392017e-05,0.07134503
890000,1.4248416,0.0001668681,-0.040695675,-2.126899958588183,4159.75,-2.126899598981254,0.0020411836,0.0661474
895000,1.4504958,0.0001661214,-0.045046262,None,None,None,0.0001351411,0.07437688
900000,1.3997043,0.00016536386,-0.04711321,-2.0289999664382776,3669.0,-2.028999683854636,0.0013811237,0.067131214
905000,1.3412118,0.00016461164,-0.055500902,-1.676799982902594,1679.0,-1.676799789071083,0.00253972,0.07138658
910000,1.4137303,0.0001638614,-0.055371836,-1.8171999793557916,2028.0,-1.8171997517347336,0.0012530369,0.066002324
915000,1.4243729,0.00016312851,-0.09286935,-2.1546399700804613,3162.2,-2.1546397387981413,0.003259291,0.07358058
920000,1.4232346,0.00016238408,-0.054731205,-1.7631999807199463,1894.0,-1.7631997764110565,0.0017279937,0.07072244
925000,1.3767368,0.00016161992,-0.10292464,-1.6041333180716417,1499.0,-1.6041331787904103,0.00079395936,0.0661259
930000,1.2767189,0.00016089054,-0.06944007,None,None,None,0.0015380235,0.069922045
935000,1.2702236,0.00016013635,-0.07860142,-2.0434666403064816,2589.0,-2.043466404080391,0.0018636609,0.0688274
940000,1.2408949,0.00015938761,-0.07091776,-2.198599969095085,3222.0,-2.1985997408628464,0.0018957808,0.06958635
945000,1.1300906,0.00015862274,-0.063240424,None,None,None,0.00012742935,0.07076448
950000,1.0378348,0.00015785478,-0.07236263,None,None,None,5.9311045e-05,0.07627459
955000,1.0080811,0.00015714414,-0.06847071,None,None,None,3.223633e-05,0.06895269
960000,0.9501601,0.00015637612,-0.06454118,-1.9999999494757503,4961.0,-1.9999995136167854,1.823963e-05,0.07080752
965000,0.93484646,0.00015560383,-0.0623461,None,None,None,1.5555052e-05,0.0621351
970000,0.8954589,0.00015489005,-0.062229443,-1.9999999494757503,4961.0,-1.9999995136167854,3.016484e-05,0.070324205
975000,0.98456025,0.00015412431,-0.04575617,-1.9999999494757503,4961.0,-1.9999995136167854,5.440245e-05,0.06665536
980000,0.98792374,0.00015335278,-0.041159254,-1.9999999494757503,4961.0,-1.9999995136167854,2.9741313e-05,0.06611066
985000,1.0456882,0.00015263891,-0.037278302,-1.8999999513762305,4961.0,-1.899999571731314,2.6263378e-05,0.06565398
990000,1.038566,0.0001518714,-0.032288782,None,None,None,1.291409e-05,0.07027221
995000,0.9215779,0.00015110346,-0.032606687,None,None,None,4.821577e-06,0.061807226
1000000,0.8750086,0.00015039279,-0.033577766,None,None,None,3.6636545e-06,0.065492265
1005000,0.86037916,0.00014962477,-0.03359796,-1.9999999494757503,4961.0,-1.9999995136167854,3.931329e-06,0.069805905
1010000,0.8123779,0.0001488545,-0.03240716,None,None,None,4.4217168e-06,0.05969988
1015000,0.8631637,0.0001481438,-0.04911794,-1.9999999494757503,4961.0,-1.9999995136167854,8.255252e-05,0.06525754
1020000,1.0438954,0.00014737541,-0.03731777,-1.9999999494757503,4961.0,-1.9999995136167854,6.968191e-05,0.076101094
1025000,1.0711734,0.00014660144,-0.030718273,-1.9999999494757503,4961.0,-1.9999995136167854,2.1060192e-05,0.07397126
1030000,1.0697708,0.00014588758,-0.027633615,-1.9999999494757503,4961.0,-1.9999995136167854,1.3446898e-05,0.07101548
1035000,0.97547036,0.00014511976,-0.045841813,-1.4703999881166965,1167.0,-1.4703999310731888,2.5851285e-05,0.065116495
1040000,0.96672213,0.00014435199,-0.048617866,None,None,None,0.00067221554,0.06806017
1045000,0.9426545,0.00014364136,-0.05312134,None,None,None,6.411214e-05,0.072533526
1050000,0.92091614,0.0001428736,-0.04332157,-1.9999999494757503,4961.0,-1.9999995136167854,1.2871808e-05,0.06561732
1055000,0.86323446,0.000142103,-0.04350331,None,None,None,3.596801e-06,0.074208684
1060000,0.80685747,0.00014139236,-0.04406181,-1.9999999494757503,4961.0,-1.9999995136167854,3.7018901e-06,0.066306986
1065000,0.9457297,0.0001406242,-0.036910452,-1.9999999494757503,4961.0,-1.9999995136167854,1.894137e-05,0.060242087
1070000,0.9870278,0.00013985016,-0.03593861,-1.9999999494757503,4961.0,-1.9999995136167854,2.211887e-05,0.06551128
1075000,1.041304,0.00013913616,-0.03756183,-1.9999999494757503,4961.0,-1.9999995136167854,9.528402e-06,0.06524232
1080000,1.024623,0.0001383687,-0.038345747,-1.9999999494757503,4961.0,-1.9999995136167854,6.150578e-06,0.06814335
1085000,0.95307416,0.00013759978,-0.038721997,-2.0539999733737204,2615.0,-2.0539997220039368,9.398068e-06,0.07506097
1090000,0.868985,0.00013689349,-0.054598857,None,None,None,0.001071623,0.0720961
1095000,0.8338649,0.00013614164,-0.059597265,-1.9999999494757503,4961.0,-1.9999995136167854,9.803366e-06,0.06376805
1100000,0.8550403,0.00013537119,-0.056325488,-2.105599972070195,2743.0,-2.1055997759103775,0.0016035342,0.072865345
1105000,0.8346479,0.00013464566,-0.05907855,-1.9999999494757503,4961.0,-1.9999995136167854,1.7177312e-05,0.06809145
1110000,0.87663215,0.0001338879,-0.054852825,-1.9999999494757503,4961.0,-1.9999995136167854,1.062733e-05,0.07515195
1115000,0.86421597,0.00013311768,-0.04952471,-1.9999999494757503,4961.0,-1.9999995136167854,9.273905e-06,0.06307973
1120000,0.80266184,0.0001323944,-0.04791384,-1.9999999494757503,4961.0,-1.9999995136167854,7.889018e-06,0.06796
1125000,0.7626059,0.00013163674,-0.047119256,-1.9999999494757503,4961.0,-1.9999995136167854,4.1316125e-06,0.06858968
1130000,0.751946,0.00013086556,-0.042960364,-1.9999999494757503,4961.0,-1.9999995136167854,3.7739774e-06,0.072493196
1135000,0.7101359,0.000130142,-0.04148474,None,None,None,1.7708102e-05,0.0638871
1140000,0.68288916,0.00012939044,-0.042019274,-1.9999999494757503,4961.0,-1.9999995136167854,1.723922e-05,0.06941796
1145000,0.7223364,0.000128619,-0.0423371,-1.9999999494757503,4961.0,-1.9999995136167854,4.0766918e-06,0.062157508
1150000,0.7007603,0.00012789431,-0.04262052,-1.9999999494757503,4961.0,-1.9999995136167854,7.3286556e-06,0.062001284
1155000,0.7123347,0.00012713655,-0.041597083,-1.9999999494757503,4961.0,-1.9999995136167854,7.2454623e-06,0.07065368
1160000,0.7194489,0.00012636634,-0.03984078,-1.9999999494757503,4961.0,-1.9999995136167854,8.818061e-06,0.06195639
1165000,0.6825892,0.00012564307,-0.0398494,-1.9999999494757503,4961.0,-1.9999995136167854,5.1358816e-06,0.06649081
1170000,0.65427846,0.0001248854,-0.03941159,-1.9999999494757503,4961.0,-1.9999995136167854,1.0583813e-06,0.060169
1175000,0.67348796,0.00012411422,-0.03801145,-1.9999999494757503,4961.0,-1.9999995136167854,2.0067413e-05,0.0709438
1180000,0.62252796,0.00012339067,-0.039671157,None,None,None,2.0436987e-06,0.07329756
1185000,0.5775183,0.00012263907,-0.040514316,-1.9999999494757503,4961.0,-1.9999995136167854,2.1770331e-05,0.067577526
1190000,0.59043396,0.00012186765,-0.041487277,-1.9999999494757503,4961.0,-1.9999995136167854,2.037038e-06,0.066744834
1195000,0.58011913,0.00012114296,-0.041879356,-1.9999999494757503,4961.0,-1.9999995136167854,6.59063e-06,0.059558585
1200000,0.6233192,0.00012038519,-0.040697433,-1.9999999494757503,4961.0,-1.9999995136167854,1.9088424e-05,0.07269317
1205000,0.6415609,0.000119615004,-0.04188319,-1.9999999494757503,4961.0,-1.9999995136167854,6.4803535e-06,0.065617085
1210000,0.6111345,0.00011889171,-0.03950583,-1.9999999494757503,4961.0,-1.9999995136167854,9.290529e-06,0.06616535
1215000,0.6177583,0.00011813405,-0.038963564,-1.9999999494757503,4961.0,-1.9999995136167854,3.4189038e-06,0.06618413
1220000,0.6455765,0.00011736287,-0.039943717,-1.9999999494757503,4961.0,-1.9999995136167854,3.3706738e-06,0.066182554
