Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss
4200000,-0.016927553,1.4062606,4.8146965e-05,None,None,None,4.4932593e-05,0.0877397
4205000,-0.011010625,1.4060011,4.7866255e-05,-0.2583333371828,4961.0,-0.2583333371828,2.1032694e-05,0.063403845
4210000,-0.014883249,1.4057459,4.7541438e-05,None,None,None,5.2038436e-06,0.0702584
4215000,-0.012344222,1.4055611,4.7218888e-05,None,None,None,5.8607056e-06,0.079477794
4220000,-0.0107829375,1.4055805,4.694241e-05,None,None,None,2.2203143e-05,0.06720053
4225000,-0.008982032,1.4054699,4.666593e-05,None,None,None,2.2219656e-06,0.07865591
4230000,-0.006901925,1.4052814,4.6343368e-05,None,None,None,2.3576715e-05,0.06291907
4235000,-0.0062068463,1.4052358,4.60208e-05,None,None,None,1.8660035e-05,0.07114704
4240000,-0.009062251,1.4053136,4.574432e-05,None,None,None,5.5559703e-06,0.07389784
4245000,-0.0079017915,1.405191,4.546784e-05,None,None,None,2.6041873e-05,0.07276475
4250000,-0.011323608,1.4052305,4.514528e-05,None,None,None,1.4668786e-05,0.07441814
4255000,-0.005169732,1.4052107,4.4822733e-05,None,None,None,3.8243455e-05,0.06476259
4260000,-0.0036691937,1.4053818,4.454625e-05,None,None,None,1.4166783e-05,0.06246945
4265000,-0.004127795,1.4053676,4.426554e-05,-0.1750000026077032,4961.0,-0.1750000026077032,3.214119e-05,0.058457136
4270000,-0.007905525,1.405683,4.3940727e-05,None,None,None,1.0860789e-05,0.067018926
4275000,-0.009539378,1.4058437,4.361817e-05,None,None,None,2.8749702e-05,0.06970243
4280000,-0.009040079,1.4057108,4.334169e-05,None,None,None,1.7479379e-05,0.07236681
4285000,-0.0106068645,1.4057363,4.306521e-05,None,None,None,8.577028e-05,0.064448334
4290000,-0.005597867,1.405588,4.2742642e-05,None,None,None,2.010878e-05,0.06764673
4295000,-0.0071036196,1.4053911,4.242008e-05,None,None,None,1.7958635e-05,0.077993535
4300000,-0.00919648,1.4054726,4.2143598e-05,None,None,None,3.5525314e-05,0.070936106
4305000,-0.014975033,1.4057443,4.1867122e-05,None,None,None,8.616295e-05,0.0674464
4310000,-0.01766264,1.405955,4.154457e-05,None,None,None,3.425921e-05,0.06679742
4315000,-0.01423841,1.4062197,4.122201e-05,None,None,None,3.1763375e-05,0.07018476
4320000,-0.010615341,1.4060016,4.0945528e-05,None,None,None,5.7809495e-05,0.06813117
4325000,-0.015090089,1.4059165,4.0664825e-05,-0.30000000447034836,4961.0,-0.30000000447034836,6.0076898e-05,0.062878445
4330000,-0.015430096,1.4058037,4.034001e-05,None,None,None,1.0580332e-05,0.070144646
4335000,-0.0134247085,1.4057794,4.001745e-05,None,None,None,1.8145232e-05,0.06228023
4340000,-0.013794482,1.4060037,3.974097e-05,None,None,None,1.5273528e-05,0.067672715
4345000,-0.014962352,1.4059283,3.9464485e-05,None,None,None,5.3806092e-05,0.06597506
4350000,-0.012708692,1.4059649,3.9141923e-05,None,None,None,2.7554433e-05,0.06442259
4355000,-0.016703218,1.4061025,3.881936e-05,None,None,None,2.7107106e-05,0.066311486
4360000,-0.013988299,1.4061618,3.8542883e-05,None,None,None,8.068056e-05,0.07822103
4365000,-0.01153852,1.4063612,3.8266415e-05,None,None,None,2.6613905e-05,0.06481375
4370000,-0.008831578,1.4065275,3.7943853e-05,None,None,None,2.5366868e-05,0.06675361
4375000,-0.0077479864,1.4067892,3.762129e-05,None,None,None,4.0345178e-05,0.07392376
4380000,-0.008372173,1.4069352,3.7344806e-05,None,None,None,1.4258412e-05,0.07181667
4385000,-0.0069294707,1.4068837,3.7064114e-05,-0.22500000335276127,4961.0,-0.22500000335276127,1.3912892e-05,0.06393722
4390000,-0.006032797,1.406875,3.673929e-05,None,None,None,3.3521721e-06,0.06697306
4395000,-0.0040572905,1.4068782,3.641673e-05,None,None,None,4.2135947e-05,0.0734864
4400000,-0.004275177,1.4069239,3.6140245e-05,None,None,None,2.7250819e-05,0.058037385
4405000,-0.009413994,1.406743,3.5863766e-05,None,None,None,1.7042814e-05,0.06408377
4410000,-0.0056579304,1.4065967,3.5541198e-05,None,None,None,3.147872e-05,0.06323293
4415000,-0.005919653,1.4064922,3.5218643e-05,None,None,None,2.1336184e-05,0.06409904
4420000,-0.009939941,1.4063002,3.4942175e-05,None,None,None,3.4419296e-05,0.064052135
4425000,-0.0131901605,1.4062688,3.4665693e-05,None,None,None,3.9843286e-05,0.07655888
4430000,-0.013937617,1.4063454,3.434313e-05,None,None,None,3.664587e-05,0.06997091
4435000,-0.014677356,1.4063154,3.4020566e-05,None,None,None,5.2795564e-05,0.07241811
4440000,-0.010074158,1.4063699,3.3744087e-05,None,None,None,6.671719e-05,0.06962293
4445000,-0.01076692,1.4063983,3.3463388e-05,-0.30833333792785805,4961.0,-0.30833333792785805,3.19436e-05,0.070867315
4450000,-0.014469033,1.4062786,3.3138567e-05,None,None,None,1.0551947e-05,0.06420473
4455000,-0.011916198,1.4061288,3.2816006e-05,None,None,None,1.5017869e-05,0.071377754
4460000,-0.010768737,1.4059093,3.2539527e-05,None,None,None,4.7055757e-05,0.0702095
4465000,-0.011093938,1.4058499,3.226304e-05,None,None,None,4.0510164e-05,0.06577809
4470000,-0.013897107,1.4057722,3.194048e-05,None,None,None,2.4428393e-05,0.066978015
4475000,-0.020154323,1.405695,3.1617936e-05,None,None,None,2.6409005e-05,0.06722076
4480000,-0.017315578,1.4055086,3.1341453e-05,None,None,None,1.6785658e-05,0.05261196
4485000,-0.016457282,1.4055104,3.1064974e-05,None,None,None,4.334755e-05,0.066452675
4490000,-0.014302142,1.4055983,3.0742405e-05,None,None,None,2.321608e-05,0.06882332
4495000,-0.007822762,1.4057931,3.0419847e-05,None,None,None,2.8541017e-05,0.06226228
