Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
90000,1.4153966,0.0002947748,-0.28183746,0.0013085037,0.07284722,-0.850000012665987,330.0,-0.8647059004972962
95000,1.413811,0.00029447232,-0.27486396,0.0013344719,0.07177314,-0.8333333457509676,331.0,-0.810000017285347
100000,1.4134278,0.0002941654,-0.26306623,0.0012238005,0.06890974,-0.8222222344742881,330.5,-0.8222222369578149
105000,1.4135127,0.00029387465,-0.24694522,0.0011710231,0.07195848,-0.800000011920929,330.0,-0.7882353080546155
110000,1.4138464,0.00029357214,-0.24116017,0.0013503161,0.06897712,-0.722222232984172,331.0,-0.7500000163912773
115000,1.4135798,0.00029326524,-0.24782467,0.0014373409,0.072521664,-0.8222222344742881,330.5,-0.8222222394413419
120000,1.4121745,0.00029297447,-0.23658857,0.0012541005,0.07153615,-0.7666666780908903,330.0,-0.7764706059413797
125000,1.4112263,0.00029267193,-0.22733976,0.0013927842,0.069894746,-0.7888889006442494,331.0,-0.7700000159442425
130000,1.4103751,0.00029236503,-0.2243395,0.0013583286,0.07562667,-0.7277777886225117,330.5,-0.7277777898642752
135000,1.4100355,0.00029207428,-0.20718971,0.0013242993,0.06755149,-0.6666666766007742,330.0,-0.6764706048895331
140000,1.4091918,0.0002917718,-0.1950616,0.001695331,0.07156222,-0.6555555653240945,331.0,-0.6400000132620335
145000,1.4094276,0.00029146485,-0.20940779,0.0017359785,0.07009874,-0.6722222322391139,330.5,-0.6722222367922465
150000,1.4093908,0.0002911741,-0.21252327,0.0016086125,0.06334317,-0.6944444547924731,330.0,-0.6764706026981858
155000,1.4088336,0.0002908716,-0.21872571,0.001486877,0.06583868,-0.6555555653240945,331.0,-0.6900000132620334
160000,1.4102777,0.00029056464,-0.21440846,0.0014451875,0.06805456,-0.7111111217074924,330.5,-0.711111126260625
165000,1.4084034,0.00029027392,-0.20544249,0.0010814364,0.07005283,-0.5555555638339784,330.0,-0.5588235403685009
170000,1.4074237,0.00028997142,-0.20415582,0.0013564258,0.06889456,-0.6777777878774537,331.0,-0.6600000150501728
175000,1.406258,0.00028966446,-0.19169472,0.0011933942,0.06703589,-0.488888896173901,330.5,-0.4888889015548759
180000,1.4065577,0.00028937374,-0.18334647,0.0013262266,0.07162203,-0.4611111179822021,330.0,-0.44705883282072406
185000,1.4053717,0.00028907123,-0.18484002,0.00092173606,0.07662811,-0.36666667213042575,331.0,-0.4000000074505806
190000,1.4052805,0.0002887643,-0.17038538,0.0011934842,0.07290837,-0.4277777841521634,330.5,-0.42777778663569027
195000,1.4043355,0.00028847353,-0.16130152,0.0007650029,0.05383875,-0.34444444957706666,330.0,-0.3058823601287954
200000,1.4022683,0.00028817105,-0.13900992,0.0013327956,0.07295361,-0.3888888946837849,331.0,-0.4500000081956387
205000,1.402005,0.00028786412,-0.11276046,0.00094651995,0.06563777,-0.30000000447034836,330.5,-0.3000000057121118
210000,1.4027044,0.00028757338,-0.11674216,0.0012375814,0.06529156,-0.488888896173901,330.0,-0.4941176588044447
215000,1.4022976,0.00028727087,-0.12692049,0.0014202581,0.06705112,-0.46666667362054187,331.0,-0.4600000075995922
220000,1.4017932,0.0002869639,-0.10382978,0.0008372486,0.06852023,-0.2888888931936688,330.5,-0.28888889567719567
225000,1.402717,0.0002866732,-0.080568194,0.0007826151,0.06847894,-0.23333333681027094,330.0,-0.2470588289639529
230000,1.4014878,0.00028637072,-0.08402223,0.0007707974,0.07702899,-0.3777777834071053,331.0,-0.340000007301569
235000,1.4016819,0.00028606376,-0.08269387,0.00092501903,0.06850409,-0.34444444957706666,330.5,-0.3444444508188301
240000,1.4016623,0.00028577304,-0.07645237,0.0009185471,0.06933476,-0.3777777834071053,330.0,-0.34705883001579957
245000,1.3993623,0.00028547054,-0.084334016,0.00092067686,0.05862977,-0.36666667213042575,331.0,-0.42000000849366187
250000,1.3969737,0.0002851636,-0.080432884,0.00091743923,0.07043657,-0.26666667064030963,330.5,-0.2666666727099154
255000,1.3959783,0.00028487283,-0.0828596,0.0008187989,0.07035629,-0.283333337555329,330.0,-0.2823529466986656
260000,1.3954977,0.00028457036,-0.07678467,0.0006452286,0.0632148,-0.2444444480869505,331.0,-0.25000000521540644
265000,1.3950278,0.00028426343,-0.0796655,0.00069714757,0.06640586,-0.23888889244861072,330.5,-0.23888889327645302
270000,1.395746,0.00028397268,-0.09906613,0.0008362348,0.07582037,-0.38333333904544514,330.0,-0.3705882438841988
275000,1.3946489,0.00028367015,-0.09838404,0.0006020698,0.05919058,-0.2444444480869505,331.0,-0.28000000640749934
280000,1.3941314,0.0002833632,-0.09892231,0.00086841325,0.0654529,-0.3333333383003871,330.5,-0.3333333403699928
285000,1.3929448,0.00028307247,-0.09785009,0.00070867536,0.072530165,-0.3555555608537462,330.0,-0.34117647786350813
290000,1.390582,0.00028277,-0.10291288,0.0009369816,0.07557607,-0.3777777834071053,331.0,-0.40000000819563863
295000,1.3899539,0.00028246306,-0.08933356,0.0005927824,0.07052621,-0.3166666713853677,330.5,-0.3166666730410523
300000,1.3885201,0.00028217232,-0.0842196,0.0007525461,0.064933054,-0.25555555936363006,330.0,-0.26470588761217456
305000,1.3876288,0.0002818698,-0.07907156,0.0007339175,0.07433705,-0.30000000447034836,331.0,-0.28000000566244126
310000,1.3887206,0.00028156285,-0.07191427,0.0006747395,0.06736753,-0.2444444480869505,330.5,-0.24444444932871395
315000,1.3888175,0.0002812721,-0.07396365,0.0007834691,0.06921418,-0.2500000037252903,330.0,-0.25294118111624436
320000,1.3873444,0.0002809696,-0.07575901,0.0005007305,0.06771519,-0.1777777804268731,331.0,-0.18000000417232515
325000,1.3869026,0.00028066267,-0.07086801,0.0006730034,0.07271806,-0.22777778117193115,330.5,-0.2277777815858523
330000,1.3852156,0.00028037193,-0.06174586,0.00054632546,0.07369527,-0.20555555861857203,330.0,-0.21764706294326222
335000,1.3829339,0.00028006942,-0.05774072,0.00023717279,0.06215338,-0.1444444465968344,331.0,-0.13000000193715094
340000,1.3808018,0.0002797625,-0.050443783,0.00031993526,0.07159658,-0.10000000149011612,330.5,-0.10000000149011612
345000,1.3791388,0.00027947174,-0.046257406,0.00031734252,0.07501246,-0.12777777968181503,330.0,-0.123529414043707
350000,1.378393,0.00027916924,-0.04787948,0.00047864814,0.0705229,-0.18888889170355266,331.0,-0.1900000035762787
355000,1.3767223,0.0002788623,-0.04424642,0.00041282343,0.073731184,-0.18888889170355266,330.5,-0.18888889253139496
360000,1.3750831,0.0002785716,-0.03853795,0.0003074056,0.07074547,-0.1111111127667957,330.0,-0.11764706101487665
365000,1.372225,0.0002782691,-0.041646034,0.00042756312,0.05954335,-0.15555555787351397,331.0,-0.14000000283122063
