Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss
10660000,-0.4434346,0.8755733,8.69066e-05,None,None,None,0.0046554776,0.012193326
10670000,-0.40483424,0.8926518,8.669812e-05,-20.582599275522323,4981.0,-20.58259940892458,0.004545595,0.018062988
10680000,-0.38639468,0.91043216,8.650617e-05,None,None,None,None,None
10690000,-0.49446762,0.9497043,8.630649e-05,None,None,None,0.002427276,0.015973054
10700000,-0.4026799,0.8465868,8.6098e-05,-21.476322977881257,4981.0,-21.476323023438454,0.0030717936,0.017295193
10710000,-0.3982876,0.7980977,8.5906046e-05,None,None,None,0.004196102,0.008817533
10720000,-0.45527312,0.88136274,8.570637e-05,None,None,None,0.0049028858,0.01653788
10730000,-0.48439088,0.7626272,8.549789e-05,-21.42778716337246,4981.0,-21.427787236248452,0.0066546886,0.016198926
10740000,-0.49248964,0.7751539,8.5305925e-05,None,None,None,0.0043264357,0.010836578
10750000,-0.52372336,0.8043353,8.510625e-05,None,None,None,0.0033253685,0.022518503
10760000,-0.50433886,0.7637885,8.4897765e-05,-24.72731770641015,4981.0,-24.72731774424513,0.0042536906,0.019604359
10770000,-0.48819795,0.813408,8.4705796e-05,None,None,None,0.005124248,0.020153083
10780000,-0.40380523,0.8575247,8.450613e-05,None,None,None,0.0053793048,0.020215977
10790000,-0.41367286,0.79585713,8.4297644e-05,-23.166793786610167,4981.0,-23.166793656845886,None,None
10800000,-0.42235702,0.79745466,8.410568e-05,None,None,None,0.0037869464,0.016851055
10810000,-0.551066,0.8383238,8.3905994e-05,None,None,None,0.0029368985,0.01640256
10820000,-0.4359357,0.8386957,8.3697516e-05,-20.699789152829908,4981.0,-20.699789248406887,0.0044660387,0.016707173
10830000,-0.376341,0.7980597,8.350556e-05,None,None,None,0.0030993414,0.010497952
10840000,-0.44448164,0.84035635,8.330589e-05,None,None,None,0.003516693,0.014851194
10850000,-0.42200506,0.7742639,8.309741e-05,-21.186729860918906,4981.0,-21.18672986328602,0.0038938462,0.014071595
10860000,-0.35450378,0.8076753,8.290544e-05,None,None,None,0.0039094235,0.020687561
10870000,-0.43228844,0.8855853,8.270577e-05,None,None,None,0.0025878875,0.01488142
10880000,-0.4040567,0.78282833,8.249728e-05,-17.851275277789682,4981.0,-17.851275237898033,0.003983599,0.016802104
10890000,-0.3491409,0.8364354,8.230532e-05,None,None,None,None,None
10900000,-0.4560872,0.9148565,8.2105646e-05,None,None,None,0.004971835,0.018474018
10910000,-0.43329376,0.8076595,8.1897175e-05,-20.23892297708274,4981.0,-20.238923138628405,0.0036508928,0.016170064
10920000,-0.44691536,0.9034709,8.17052e-05,None,None,None,0.003864385,0.016723176
10930000,-0.4202793,0.8316297,8.150553e-05,None,None,None,0.0025594293,0.019779427
10940000,-0.44176945,0.84844965,8.129705e-05,-22.571856985916384,4981.0,-22.571857023984194,0.0043603308,0.018948032
10950000,-0.4081578,0.8797533,8.110509e-05,None,None,None,0.003937179,0.016103638
10960000,-0.4190454,0.8578937,8.090541e-05,None,None,None,0.004744944,0.011912613
10970000,-0.41405895,0.88430244,8.0696926e-05,-20.213555968133733,4981.0,-20.213555892308552,0.0039394745,0.010503197
10980000,-0.35911468,0.99323875,8.0504964e-05,None,None,None,0.004466875,0.01887392
10990000,-0.4822022,0.94862384,8.030529e-05,None,None,None,0.003639966,0.02101372
11000000,-0.38270143,0.84848607,8.009681e-05,-20.45404040487483,4981.0,-20.45404026657343,None,None
11010000,-0.4430552,0.8716531,7.9904836e-05,None,None,None,0.0044491454,0.014515721
11020000,-0.4831295,0.916499,7.970516e-05,None,None,None,0.0028935357,0.017419448
11030000,-0.4410005,0.9259068,7.949669e-05,-24.02825482042196,4981.0,-24.02825482438008,0.0029361045,0.015254995
11040000,-0.35575196,0.94352937,7.930472e-05,None,None,None,0.002934204,0.017242212
11050000,-0.4234759,0.9390535,7.910504e-05,None,None,None,0.003554686,0.015402182
11060000,-0.3699931,0.89488244,7.8896555e-05,-18.923865884852905,4981.0,-18.923865848531324,0.003104272,0.016726997
11070000,-0.42049277,0.92560685,7.870461e-05,None,None,None,0.005194435,0.011758191
11080000,-0.43779853,0.94148034,7.850492e-05,None,None,None,0.003631676,0.019370906
11090000,-0.38529763,0.93812907,7.8296434e-05,-20.059388727066107,4981.0,-20.0593886859715,0.004161821,0.010606404
11100000,-0.33868623,0.97241485,7.8104495e-05,None,None,None,None,None
11110000,-0.37554422,0.92820346,7.7904806e-05,None,None,None,0.0048998273,0.018307535
11120000,-0.40538296,0.98171484,7.769633e-05,-18.00344328508557,4981.0,-18.00344333735605,0.0029353339,0.01471142
11130000,-0.3822883,0.9821789,7.750437e-05,None,None,None,0.003952294,0.009473587
11140000,-0.42491668,0.9423846,7.7304685e-05,None,None,None,0.0035498708,0.024547487
11150000,-0.3140445,0.99643403,7.70962e-05,-19.70129795523826,4981.0,-19.70129808286826,0.0039051722,0.019858738
11160000,-0.2914655,0.99701715,7.690426e-05,None,None,None,0.0026394934,0.014283846
