Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Losses/Value Loss,Losses/Policy Loss,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
25000,-0.07919329,1.4207394,0.0002977633,0.00028477953,0.07470138,-0.5111111187272601,2460.8888888888887,-0.5111111187272601
30000,-0.06783368,1.4210018,0.00029724961,0.00019643534,0.06627028,None,None,None
35000,-0.058071595,1.4216362,0.00029676658,0.000354528,0.075654745,None,None,None
40000,-0.052000772,1.4222645,0.00029622825,0.00022442489,0.06340686,None,None,None
45000,-0.05708482,1.4216933,0.00029576785,0.00016049099,0.060544804,-0.46666667362054187,2283.6666666666665,-0.46666667362054187
50000,-0.039041433,1.421046,0.0002952537,0.0002099137,0.072357036,None,None,None
55000,-0.04520283,1.4218823,0.00029474116,0.00016610582,0.059961796,None,None,None
60000,-0.053919144,1.4228171,0.0002942332,0.00019541108,0.06820632,None,None,None
65000,-0.060814645,1.4227625,0.00029373946,0.00020904242,0.07252258,None,None,None
70000,-0.037074056,1.423103,0.00029324938,0.00019387103,0.07195143,-0.4222222285138236,2532.777777777778,-0.4222222285138236
75000,-0.04275155,1.4236721,0.00029273628,9.521772e-05,0.06256066,None,None,None
80000,-0.032917418,1.4224817,0.00029223118,0.0001047851,0.06834267,None,None,None
85000,-0.034839313,1.4203644,0.00029172827,0.00021138399,0.0727201,None,None,None
90000,-0.02816112,1.4200624,0.00029126808,0.00026138098,0.07547755,-0.4000000059604645,2660.4444444444443,-0.3428571479661124
95000,-0.02007502,1.4194206,0.00029075588,0.00011543238,0.06311326,None,None,-0.6000000089406967
100000,-0.028857406,1.418834,0.00029023326,0.00028586178,0.0703174,None,None,None
105000,-0.03256534,1.4186682,0.0002897652,0.00024391583,0.0720549,None,None,None
110000,-0.024311008,1.4185138,0.00028925357,0.00027094444,0.07276628,None,None,None
115000,-0.020203786,1.4195806,0.00028876195,0.00012511978,0.06790473,-0.4444444510671828,2627.0,-0.4444444510671828
120000,-0.021510802,1.4203604,0.000288273,9.204773e-05,0.06496178,None,None,None
125000,-0.021376075,1.4198033,0.00028773225,6.511799e-05,0.071698606,None,None,None
130000,-0.020705756,1.4207433,0.00028727503,0.00036693102,0.060316633,None,None,None
135000,-0.037862092,1.4210329,0.0002867406,0.00022503592,0.067812465,None,None,None
140000,-0.0334462,1.4218372,0.00028625163,0.00010481514,0.07473089,-0.4000000059604645,2744.222222222222,-0.4000000059604645
145000,-0.033629697,1.422875,0.0002857575,0.00019959903,0.07158302,None,None,None
